term,log_odds,scope
1825,-0.5741400711148965,overall
1826,-0.28166666431728604,overall
1827,-0.6867236924361104,overall
1828,-0.9289264403657608,overall
1829,-0.8109259897721146,overall
1830,-0.8379546621600341,overall
1831,-0.6895346570417606,overall
1832,-0.44667418904382594,overall
1833,-0.6347264205467654,overall
1834,-0.909413626142179,overall
1835,-1.0226887653593726,overall
1836,-1.2755768819027296,overall
1837,-0.7651953078776057,overall
1838,-0.12880714025364742,overall
1839,-0.9134622146681791,overall
1840,-0.8879650827346952,overall
1841,-1.4739434288800308,overall
1842,-1.0550191673978615,overall
1843,-1.6435798261466696,overall
1844,-2.532550382934441,overall
1845,-2.137237646290295,overall
1849,1.0227976785549724,overall
1850,-0.0621157657549753,overall
1851,0.8312024849756886,overall
1852,0.42100027658325506,overall
1853,-0.7651953078776057,overall
1854,-0.9852793769168924,overall
1855,-0.8995125551594672,overall
1856,-1.836483492271161,overall
1857,-1.038625357622185,overall
1858,-0.13324665919901255,overall
1859,-1.0892690904409401,overall
1860,-1.6264120225243042,overall
1861,-2.137237646290295,overall
1862,-1.3487802859260247,overall
1863,-2.196078146313228,overall
1864,-1.0123080493048118,overall
1865,-2.958218198360125,overall
1866,-1.4972002910442979,overall
1867,-1.6852525225472377,overall
1868,-2.874836589421074,overall
1869,-1.6852525225472377,overall
1870,-1.585169063990255,overall
1871,-1.0743434402242644,overall
1878,-0.626645568492827,overall
1880,0.09360354184490963,overall
1882,-0.19132749723498158,overall
19,-0.3098872319595372,overall
1s,3.3961518424372255,overall
1st,-0.96311780511404,overall
20,0.260657626508076,overall
200,-1.269530914271884,overall
200 loan,0.7126427502511329,overall
200 sum,-2.683781352658365,overall
21,-0.5696906755653546,overall
22,-1.3487802859260247,overall
23,-0.5014824255388212,overall
24,-0.03783536204792078,overall
247,-1.56389166554297,overall
247 14s,-1.425741327062153,overall
25,-0.9491802972702583,overall
26,0.13549448355406982,overall
27,-0.10706715361724163,overall
28,-1.425741327062153,overall
29,-0.9355931317239499,overall
2d,-1.6435798261466696,overall
2nd,-1.0123080493048118,overall
2s,1.4307288791583304,overall
2s 6d,2.2065677755633892,overall
30,-0.3174202242670824,overall
30 june,-0.586640233879128,overall
31,-1.6852525225472377,overall
3d,0.05998693104592444,overall
3s,0.4613283219702269,overall
40,0.8966463932280726,overall
400,0.2606576265080758,overall
4d,1.216169071535512,overall
4s,0.2606576265080758,overall
500,0.7714832502740664,overall
546,3.9742296932123837,overall
546 0s,3.205096605674516,overall
5d,1.5956586932404158,overall
5s,-0.626645568492827,overall
5th,-3.1515895913406644,overall
5th october,-3.5005424891854866,overall
6d,0.9199032553923397,overall
6s,0.6283824066333932,overall
70,5.209417516886244,overall
