year,language,n_entries,total,share,era
1775,english,72.5,183.5,0.39509536784741145,industrial_1760_1840
1775,latin,46.0,183.5,0.2506811989100817,industrial_1760_1840
1775,mixed,65.0,183.5,0.3542234332425068,industrial_1760_1840
1776,english,77.5,263.5,0.29411764705882354,industrial_1760_1840
1776,latin,90.0,263.5,0.3415559772296015,industrial_1760_1840
1776,mixed,96.0,263.5,0.36432637571157495,industrial_1760_1840
1777,english,50.0,176.5,0.28328611898017,industrial_1760_1840
1777,latin,69.5,176.5,0.3937677053824363,industrial_1760_1840
1777,mixed,57.0,176.5,0.32294617563739375,industrial_1760_1840
1778,english,35.0,89.5,0.39106145251396646,industrial_1760_1840
1778,latin,28.5,89.5,0.31843575418994413,industrial_1760_1840
1778,mixed,26.0,89.5,0.2905027932960894,industrial_1760_1840
1779,english,69.0,154.5,0.44660194174757284,industrial_1760_1840
1779,latin,36.5,154.5,0.23624595469255663,industrial_1760_1840
1779,mixed,49.0,154.5,0.31715210355987056,industrial_1760_1840
1780,english,67.5,169.0,0.3994082840236686,industrial_1760_1840
1780,latin,50.0,169.0,0.2958579881656805,industrial_1760_1840
1780,mixed,51.5,169.0,0.3047337278106509,industrial_1760_1840
1781,english,73.0,179.5,0.40668523676880225,industrial_1760_1840
1781,latin,55.0,179.5,0.3064066852367688,industrial_1760_1840
1781,mixed,51.5,179.5,0.28690807799442897,industrial_1760_1840
1782,english,74.0,184.0,0.40217391304347827,industrial_1760_1840
1782,latin,41.5,184.0,0.22554347826086957,industrial_1760_1840
1782,mixed,68.5,184.0,0.37228260869565216,industrial_1760_1840
1783,english,67.5,197.0,0.3426395939086294,industrial_1760_1840
1783,latin,46.5,197.0,0.23604060913705585,industrial_1760_1840
1783,mixed,83.0,197.0,0.4213197969543147,industrial_1760_1840
1784,english,68.0,172.0,0.3953488372093023,industrial_1760_1840
1784,latin,31.0,172.0,0.18023255813953487,industrial_1760_1840
1784,mixed,73.0,172.0,0.42441860465116277,industrial_1760_1840
1785,english,98.0,201.5,0.48635235732009924,industrial_1760_1840
1785,latin,42.0,201.5,0.20843672456575682,industrial_1760_1840
1785,mixed,61.5,201.5,0.3052109181141439,industrial_1760_1840
1786,english,117.0,223.0,0.5246636771300448,industrial_1760_1840
1786,latin,54.0,223.0,0.242152466367713,industrial_1760_1840
1786,mixed,52.0,223.0,0.23318385650224216,industrial_1760_1840
1787,english,90.0,205.0,0.43902439024390244,industrial_1760_1840
1787,latin,67.0,205.0,0.32682926829268294,industrial_1760_1840
