page,supervisor_model,validator_model,extractor_models,ext_gemini-flash_axis1,ext_gemini-flash_axis2,ext_gemini-flash_combined,ext_gpt-5-mini_axis1,ext_gpt-5-mini_axis2,ext_gpt-5-mini_combined,supervisor_axis1,supervisor_axis2,supervisor_combined,validator_axis1,validator_axis2,validator_combined,currency_violations_fixed,rows_added,rows_removed
1753_4,gemini-flash,gpt-5-mini,gemini-flash|gpt-5-mini,0.6535,0.5294,0.5915,0.7401,0.5472,0.6437,0.6535,0.5572,0.6054,0.6535,0.5572,0.6054,0,0,0
