variant,land_coef,land_se,land_pval,land_ci_lo,land_ci_hi,r_squared
baseline (1780/1820/1860),0.1448444918145843,0.07007529219860849,0.03873568308881582,0.00749944289919105,0.2821895407299776,0.14877964151539802
early shift (1760/1800/1840),0.17119585554549463,0.07541258998861235,0.023200120773128264,0.023389895186928578,0.3190018159040607,0.08984310075148716
late shift (1800/1840/1870),0.11570664821115079,0.0740536028482333,0.11817694111200192,-0.02943574629681925,0.2608490427191208,0.14997574548729453
