n,b_transitory_pre,d_transitory_post,p_change_transitory,b_transitory_post,b_permanent_pre,d_permanent_post,p_change_permanent,b_permanent_post
87,0.33413662904902,0.1803548231580285,0.7231458680390621,0.5144914522070485,0.36052641630554483,0.0879960940987683,0.9572352125436778,0.4485225104043131
