n,b_current_pre,p_current_pre,d_current_post,p_change_current,b_current_post,b_permanent_pre,p_permanent_pre,d_permanent_post,p_change_permanent,b_permanent_post
87,0.33413662904902064,0.49727383203371556,0.1803548231580277,0.7231458680390678,0.5144914522070483,0.026389787256523745,0.9872204477505275,-0.09235872905925668,0.9560469661113586,-0.06596894180273294
