observed_ratio_1800_19,observed_ratio_1820_53,calibration_median_1800_19,calibration_ci_lo,calibration_ci_hi,calibration_ok,placebo_ratio_median,placebo_ci_lo,placebo_ci_hi,placebo_ratio_deterministic_only,share_of_draws_above_observed,n_valid_draws,pre1820_lambda,total_fall_in_ratio,fall_explained_by_income_composition,pct_explained_by_composition,pct_requiring_a_rule_change,verdict
1.5601928578912183,0.7169616659305857,1.8705663536552324,1.1446933578064646,3.2078127216728167,True,1.3166994061000261,0.861498367509268,2.223769020635148,0.5354822874051359,0.9964824120603015,1990,0.9480236340907259,0.8432311919606326,0.2434934517911922,28.8762387009232,71.12376129907679,composition alone does NOT reproduce the smoothing -- a rule change is needed for the remainder
