k,era,n,b_current,p_current,b_permanent,p_permanent,r2_current_only,r2_permanent_only,r2_both
3,1800-1819 (tight),17,0.06323422480705262,0.8406420378393974,2.029952666659395,0.07443616182019705,0.09067959351272159,0.24446141909715646,0.2456059001644113
3,"1820-1853 (loose, pre-reform)",34,0.2773189494457403,0.09901053424365125,-0.35686149432114633,0.3089624293070087,0.08688826975479325,0.0017865225633320048,0.10688436094009901
3,"1854-1900 (loose, post-reform)",40,0.6951278523492709,1.8361387730609274e-08,0.22451906515072997,0.3566677250873571,0.41385606054043955,0.2496832011058483,0.5880555689450369
5,1800-1819 (tight),15,0.3341366290490202,0.49727383203371145,0.02638978725652552,0.9872204477505268,0.09067959351272159,0.010442643772432536,0.0361022012092882
5,"1820-1853 (loose, pre-reform)",34,0.267198704487933,0.07685561474242926,-0.5919343792120104,0.2641939063374462,0.08688826975479325,0.002917460439813113,0.10199458856134658
5,"1854-1900 (loose, post-reform)",38,0.7942644157135298,1.141483026103246e-11,-0.05299913688599617,0.8572006315356429,0.41385606054043955,0.09335545387644961,0.60032093286775
7,1800-1819 (tight),13,0.11343117998685193,0.8236425954299795,3.3494642347001236,0.21155523661271747,0.09067959351272159,0.10123130418294413,0.10407538118405202
7,"1820-1853 (loose, pre-reform)",34,0.23548733183602694,0.10443441928759316,-0.3677935252938771,0.5103818199919812,0.08688826975479325,0.006086017065800364,0.0911084378718231
7,"1854-1900 (loose, post-reform)",36,0.7896025989209926,7.380020732767855e-10,-0.3034905604569015,0.44199933972566463,0.41385606054043955,0.01810015969285339,0.6042575138761459
