year,eff_income_sources,new_income_share,mean_horizon_yrs,multiyear_share,invest_spend_share,sec_income_share,rows_per_page,sections_per_page,subtotal_ratio,sig_per_page,person_share,latin_share,arrears_share,distinct_persons_per_page,persons_per_row,pages_per_year,rows_per_year,institutional_pay_share
1729,2.2183799300305993,0.10940945809440704,1.5674734140080675,0.8975064173083976,0.10549071181982574,0.0,35.0,2.6666666666666665,0.043010752688172046,0.0,0.3380952380952381,0.46774193548387094,0.12903225806451613,11.0,0.3142857142857143,6.0,210.0,0.23315798125924703
1730,2.1973609431488916,0.5308444819616445,0.7451789087780334,0.08080354637786881,0.0004797409398924581,0.0,32.22222222222222,3.0,0.011538461538461539,0.0,0.36551724137931035,0.47692307692307695,0.36923076923076925,10.333333333333334,0.32068965517241377,9.0,290.0,0.3052151838007475
1731,2.8267487320903086,0.30959803997544016,2.9883616533102777,0.7892794200778106,0.0861401925038395,0.0,26.428571428571427,2.2857142857142856,0.018072289156626505,0.0,0.43783783783783786,0.39156626506024095,0.3795180722891566,10.714285714285714,0.40540540540540543,7.0,185.0,0.17793122853089804
1732,1.9789941812251608,0.14221650656038493,1.5801171439963702,0.23263807729853847,0.005127415441344782,0.0,22.857142857142858,2.142857142857143,0.028368794326241134,0.8571428571428571,0.43125,0.44680851063829785,0.3971631205673759,8.857142857142858,0.3875,7.0,160.0,0.3540413772437645
1733,3.1143411514505535,0.6651162924648933,0.9464704579402627,0.05847641008456816,0.0014161260037448664,0.0,31.5,2.5,0.05454545454545454,1.0,0.5238095238095238,0.48484848484848486,0.3393939393939394,13.666666666666666,0.43386243386243384,6.0,189.0,0.08700914188009079
1734,1.8160761173779691,0.27028216343076583,0.8534190057490699,0.025404125803178898,0.0424301091026892,0.0,42.0,4.4,0.062146892655367235,0.0,0.4380952380952381,0.6101694915254238,0.4915254237288136,17.0,0.40476190476190477,5.0,210.0,0.23842929150742198
1735,2.840690194961523,0.39666738859710865,0.8744957474969444,0.019606477230268447,0.0,0.0,34.4,3.6,0.08450704225352113,0.0,0.4011627906976744,0.5422535211267606,0.4014084507042254,11.8,0.3430232558139535,5.0,172.0,0.2397403316307274
1736,2.4322266616510695,0.3413700850654846,0.6490863170405586,0.003639875204278711,0.0015518311607697081,0.0,35.4,5.0,0.11764705882352941,0.0,0.3559322033898305,0.5955882352941176,0.4485294117647059,12.0,0.3389830508474576,5.0,177.0,0.3141763009517897
1737,2.1372534100950804,0.5968535592078126,1.1829849992198704,0.2590327877378467,0.0,0.0,42.4,5.2,0.10778443113772455,0.0,0.39622641509433965,0.562874251497006,0.32934131736526945,15.2,0.3584905660377358,5.0,212.0,0.48429715594523426
1738,1.7409225552588152,0.18817951700205804,0.9261616161616162,0.005050505050505051,0.001673973694699083,0.0,42.75,3.0,0.08163265306122448,0.0,0.43859649122807015,0.6802721088435374,0.24489795918367346,17.5,0.4093567251461988,4.0,171.0,0.328248306098047
1739,2.9405429661505087,0.2053187919463088,0.9899629885201682,0.0,0.1420757608084256,0.0,31.333333333333332,2.1666666666666665,0.10759493670886076,1.0,0.4308510638297872,0.5126582278481012,0.34810126582278483,12.0,0.3829787234042553,6.0,188.0,0.27555262460318997
1740,1.2066490543956412,0.9249547097880583,0.876451288081529,0.019895655934906605,0.1446444052393851,0.04813763926426776,41.4,4.8,0.08284023668639054,0.0,0.3961352657004831,0.47928994082840237,0.39644970414201186,14.6,0.3526570048309179,5.0,207.0,0.2902576177191877
1741,2.536166217431393,0.4400235355648536,1.1982427994886322,0.16238437821171633,0.12387299454315989,0.07845188284518828,37.4,3.6,0.07643312101910828,0.0,0.48663101604278075,0.5159235668789809,0.35668789808917195,14.0,0.37433155080213903,5.0,187.0,0.45447488128421876
1742,2.771946752632025,0.5124484052989209,1.1927068963876972,0.06575780350670231,0.02089616341692678,0.03335976631483697,39.2,3.8,0.09259259259259259,0.0,0.4744897959183674,0.5802469135802469,0.3271604938271605,16.6,0.42346938775510207,5.0,196.0,0.399240482007599
1743,1.6014703612956303,0.08281752909135916,0.9350196910027264,0.0,0.023120866243760634,0.05359509488370739,28.428571428571427,3.7142857142857144,0.0949367088607595,0.0,0.4472361809045226,0.6582278481012658,0.2088607594936709,11.285714285714286,0.3969849246231156,7.0,199.0,0.3821506236549447
1744,2.843040229491999,0.23799528540420273,2.7629212395539966,0.6301204430534365,0.14041039066388894,0.07468666609614352,29.714285714285715,3.142857142857143,0.10714285714285714,0.0,0.40865384615384615,0.5595238095238095,0.35714285714285715,12.0,0.40384615384615385,7.0,208.0,0.12149665382275399
1745,1.3360088827211378,0.8901856206223958,1.223876855448473,0.15557660071204657,0.09411115500623937,0.0,34.166666666666664,3.5,0.06358381502890173,0.0,0.424390243902439,0.6127167630057804,0.35260115606936415,13.666666666666666,0.4,6.0,205.0,0.45474516787796315
1746,2.4761329240861474,0.43542092380352726,0.7836469887952561,0.03763116813105769,0.00824851261156231,0.06180493589669305,34.42857142857143,4.142857142857143,0.06532663316582915,0.0,0.43983402489626555,0.47738693467336685,0.27638190954773867,13.428571428571429,0.3900414937759336,7.0,241.0,0.24445116119012011
1747,2.6554695100382126,0.35484624458381514,0.5745151770657674,0.0,0.08648759729084074,0.05634000210223888,31.714285714285715,3.7142857142857144,0.07103825136612021,0.0,0.4774774774774775,0.6010928961748634,0.2786885245901639,13.857142857142858,0.4369369369369369,7.0,222.0,0.441985118461499
1748,2.4718473934938223,0.3142180720810429,0.7385754806177119,0.0,0.057594494863867564,0.04877206173730148,30.714285714285715,3.142857142857143,0.0546448087431694,0.0,0.4418604651162791,0.5191256830601093,0.37158469945355194,12.0,0.39069767441860465,7.0,215.0,0.41642939064525775
1749,1.555228603303435,0.7936543342717353,2.6697829331943312,0.4570825111105846,0.05802869013478856,0.040590101235547765,31.428571428571427,3.4285714285714284,0.08888888888888889,0.0,0.45454545454545453,0.5166666666666667,0.25,13.0,0.41363636363636364,7.0,220.0,0.1612383100229854
1750,3.125012905675818,0.2744657118491834,0.712863705972435,0.0,0.02700491293330594,0.08365731628626366,26.125,3.375,0.06432748538011696,0.75,0.45933014354066987,0.7309941520467836,0.38596491228070173,10.5,0.4019138755980861,8.0,209.0,0.6498432643311911
1751,1.8828106052691271,0.1989512747455091,0.8625964264521658,0.010373398386848639,0.003178494188378256,0.05235990453044074,26.285714285714285,2.2857142857142856,0.03067484662576687,0.42857142857142855,0.5217391304347826,0.5398773006134969,0.38650306748466257,11.428571428571429,0.43478260869565216,7.0,184.0,0.5906451818451008
1752,2.6956599646575525,0.3299408938190424,0.8799278859550375,0.030762714698112998,0.06730065395975424,0.03454818175798423,26.875,3.375,0.08045977011494253,0.0,0.4325581395348837,0.5689655172413793,0.41954022988505746,8.75,0.32558139534883723,8.0,215.0,0.1869528010999444
1753,1.8419646064214599,0.27602856899087375,1.457618025751073,0.11802575107296139,0.07400504625735913,0.042865055045486815,30.833333333333332,3.5,0.05806451612903226,0.0,0.3837837837837838,0.6774193548387096,0.4967741935483871,10.5,0.34054054054054056,6.0,185.0,0.24673507148864593
1754,2.4119011436459568,0.3591576914954596,0.9434482758620689,0.012413793103448277,0.003133933693051715,0.0007666384501126001,24.333333333333332,2.0,0.08064516129032258,0.5555555555555556,0.3972602739726027,0.6505376344086021,0.3172043010752688,8.0,0.3287671232876712,9.0,219.0,0.3862619912604289
1755,1.75159370009616,0.27200869703077935,1.7526666073637989,0.21894079686880857,0.013886899020886476,0.06794555296355853,27.375,2.0,0.10326086956521739,0.75,0.4520547945205479,0.6358695652173914,0.32065217391304346,11.125,0.4063926940639269,8.0,219.0,0.3422569681895188
1756,1.803883464259727,0.7196065415484884,1.59387718132963,0.18198176438620856,0.17306969827417523,0.05172547565885324,24.0,2.2857142857142856,0.10144927536231885,0.42857142857142855,0.4107142857142857,0.7101449275362319,0.3695652173913043,8.857142857142858,0.36904761904761907,7.0,168.0,0.4132900246546394
1757,2.2534313446987624,0.5099367931854105,1.7190589839754515,0.7217865666553017,0.06265015650281452,0.035476228955698075,23.5,2.625,0.11333333333333333,0.75,0.3776595744680851,0.66,0.3333333333333333,8.25,0.35106382978723405,8.0,188.0,0.6147136370178583
1758,3.232642607558622,0.5834016003022782,1.079526627218935,0.3635502958579882,0.00540252026890126,0.06404197738144095,30.571428571428573,3.0,0.06043956043956044,0.8571428571428571,0.37850467289719625,0.6318681318681318,0.3626373626373626,8.571428571428571,0.2803738317757009,7.0,214.0,0.7780256683974489
1759,,,,0.0,0.0,0.0,,,,,,,,,,,,
1760,,,,0.0,0.0,0.0,,,,,,,,,,,,
1761,1.844464681640582,0.7199309755630681,2.512678900172219,0.572005463507334,0.07537198386469195,0.05231040442876689,24.875,1.875,0.08235294117647059,0.625,0.4271356783919598,0.5,0.17058823529411765,8.625,0.34673366834170855,8.0,199.0,0.20112986558835255
1762,2.005043377621066,0.6820909567334301,0.9997170411940863,0.0,0.0,0.05990125681734401,24.25,2.875,0.08227848101265822,0.625,0.3556701030927835,0.6455696202531646,0.2911392405063291,8.0,0.32989690721649484,8.0,194.0,0.4290886658932308
1763,1.9124680200859858,0.6908674154259185,0.9815920885146382,0.010966415352981495,0.06781116804713873,0.09051612664868658,22.0,2.888888888888889,0.08860759493670886,0.5555555555555556,0.3333333333333333,0.6645569620253164,0.37341772151898733,6.777777777777778,0.30808080808080807,9.0,198.0,0.4334687381187303
1764,2.6107063710189156,0.31862088096009694,0.9512839388559304,0.0,0.027296847838371663,0.11202374903479537,23.625,2.375,0.1038961038961039,0.75,0.4603174603174603,0.551948051948052,0.33766233766233766,10.0,0.42328042328042326,8.0,189.0,0.47378670211525453
1765,2.023538964910311,0.3938158230085585,0.7207801656238731,0.022673642523201892,0.005337413240836799,0.20389203587842114,23.375,2.75,0.13013698630136986,0.75,0.32620320855614976,0.4931506849315068,0.18493150684931506,6.875,0.29411764705882354,8.0,187.0,0.807841770847524
1766,2.5535042712277822,0.2860815400401775,0.5645758877340241,0.0,0.07301184898159217,0.05938172936568729,22.6,2.2,0.0918918918918919,0.6,0.46017699115044247,0.25405405405405407,0.16216216216216217,8.6,0.3805309734513274,10.0,226.0,0.3108147720662663
1767,1.5394564440587666,0.13927476257775503,1.6234868491352334,0.6601230365293319,0.010966510114158438,0.012555894282359639,22.625,1.875,0.09933774834437085,0.0,0.3425414364640884,0.695364238410596,0.152317880794702,7.0,0.30939226519337015,8.0,181.0,0.4238157980237608
1768,,,,0.0,0.0,0.0,,,,,,,,,,,,
1769,,,,0.0,0.0,0.0,,,,,,,,,,,,
1770,,,,0.0,0.0,0.0,,,,,,,,,,,,
1771,,,,0.0,0.0,0.0,,,,,,,,,,,,
1772,,,,0.0,0.0,0.0,,,,,,,,,,,,
1773,,,,0.0,0.0,0.0,,,,,,,,,,,,
1774,,,,0.0,0.0,0.0,,,,,,,,,,,,
1775,,,,0.0,0.0,0.0,,,,,,,,,,,,
