n,b_pos_pre,d_pos_post,p_change_pos,b_pos_post,b_neg_pre,d_neg_post,p_change_neg,b_neg_post,ar1_rho
93,1.7649347563467834,-0.998070808335747,0.11524377014368585,0.7668639480110364,-0.32735342140808693,0.5224487242745646,0.45892011216288175,0.19509530286647764,-0.469694277152626
