year,n_pages,n_data_rows,n_entry_rows,n_total_rows,amount_sum,amount_mean,amount_median,amount_p90,amount_max,era,n_side_rows,side_row_ratio,entry_ratio,data_rows_per_page,price_index_1700base,amount_sum_real,amount_median_real
1868,7,213.0,203.0,10.0,29011.595833333333,136.2046752738654,5.0,139.61500000000024,4532.504166666667,post_1840,30.0,0.1408,0.9531,30.429,189.48,15311.1652,2.638801
1869,9,257.0,227.0,30.0,53218.802083333336,207.07705090791183,3.3916666666666666,515.3879166666675,4011.297916666667,post_1840,51.0,0.1984,0.8833,28.556,191.24,27828.2797,1.773513
1870,9,249.0,228.0,21.0,65088.119791666664,261.3980714524766,5.0,682.9600000000002,5051.868750000001,post_1840,22.0,0.0884,0.9157,27.667,193.0,33724.4144,2.590674
1871,9,261.0,243.0,18.0,57314.51875,219.5958572796935,8.1,308.2208333333333,5133.64375,post_1840,0.0,0.0,0.931,29.0,191.94,29860.6433,4.220069
1872,9,249.0,223.0,26.0,65107.88854166667,261.4774640227577,6.275,371.31583333333595,5264.046875,post_1840,56.0,0.2249,0.8956,27.667,190.88,34109.3297,3.287406
1873,17,498.0,458.0,40.0,228593.45208333334,459.02299615127174,7.229166666666667,298.4900000000001,13595.467708333334,post_1840,88.0,0.1767,0.9197,29.294,189.82,120426.4314,3.808433
1876,10,329.0,301.0,28.0,56703.25520833333,172.35031978216819,5.4,139.06666666666666,6059.478125,post_1840,66.0,0.2006,0.9149,32.9,186.64,30381.084,2.89327
1877,9,265.0,247.0,18.0,44102.64166666666,166.42506289308176,5.0,198.51,5801.936458333333,post_1840,64.0,0.2415,0.9321,29.444,185.58,23764.76,2.694256
1878,8,262.0,239.0,23.0,52077.020833333336,198.76725508905852,6.65,200.0,7036.140625,post_1840,78.0,0.2977,0.9122,32.75,184.52,28222.9682,3.603945
1879,9,282.0,255.0,27.0,241365.86354166665,855.9073175236406,5.0,102.29500000000002,154217.30104166665,post_1840,63.0,0.2234,0.9043,31.333,183.46,131563.2092,2.72539
1880,8,256.0,241.0,15.0,25848.93020833333,100.97238362630208,4.6125,106.55416666666666,5386.515625,post_1840,84.0,0.3281,0.9414,32.0,182.4,14171.5626,2.528783
1881,12,341.0,316.0,25.0,62930.965104166666,184.5482847629521,5.0,150.0,7779.5375,post_1840,72.0,0.2111,0.9267,28.417,180.16,34930.5979,2.775311
1882,10,324.0,286.0,38.0,41880.4109375,129.26052758487654,7.3203125,202.8074999999998,2493.6833333333334,post_1840,85.0,0.2623,0.8827,32.4,177.92,23538.9,4.114384
1883,5,229.0,170.0,59.0,109930.58125,480.0462063318777,42.60416666666667,904.3029166666668,19875.75,post_1840,222.0,0.9694,0.7424,45.8,175.68,62574.329,24.251006
1884,5,247.0,157.0,90.0,120956.84583333334,489.7038292847504,56.91458333333333,1488.375,10282.202083333334,post_1840,247.0,1.0,0.6356,49.4,173.44,69739.8788,32.815143
1885,1,68.0,54.0,14.0,82087.49375,1207.169025735294,119.39583333333334,4370.964375000021,8139.420833333333,post_1840,68.0,1.0,0.7941,68.0,171.2,47948.3024,69.740557
1886,1,86.0,73.0,13.0,55586.875,646.359011627907,53.87083333333334,2169.1447916666666,7249.391666666666,post_1840,86.0,1.0,0.8488,86.0,168.96,32899.4289,31.883779
1889,5,243.0,173.0,70.0,116279.2625,478.51548353909465,52.95416666666667,1361.3366666666666,7709.064583333334,post_1840,243.0,1.0,0.7119,48.6,162.24,71671.1431,32.639403
1891,8,498.0,316.0,182.0,334038.7703125,670.7605829568273,68.05833333333332,1426.7998437500005,11158.5,post_1840,494.0,0.992,0.6345,62.25,160.97,207516.1647,42.280135
1892,4,303.0,198.0,105.0,140018.37291666667,462.1068413091309,57.668749999999996,1321.375,7413.904166666666,post_1840,303.0,1.0,0.6535,75.75,161.94,86463.1178,35.611183
1893,10,408.0,289.0,119.0,291097.39166666666,713.4739991830065,74.08645833333333,1944.33125,14280.179166666667,post_1840,329.0,0.8064,0.7083,40.8,162.91,178686.0178,45.476925
1894,6,114.0,91.0,23.0,153433.93958333333,1345.911750730994,176.55520833333333,3370.35375,14193.933333333332,post_1840,27.0,0.2368,0.7982,19.0,163.88,93625.7869,107.734445
1895,6,108.0,87.0,21.0,177057.50208333333,1639.4213155864197,266.0625,5200.459999999999,14300.758333333333,post_1840,26.0,0.2407,0.8056,18.0,164.85,107405.2181,161.396724
1896,6,113.0,91.0,22.0,167091.52708333335,1478.6860803834809,185.27916666666667,3816.536666666666,14494.4125,post_1840,35.0,0.3097,0.8053,18.833,165.82,100766.8117,111.735114
1897,6,112.0,87.0,25.0,148713.78125,1327.8016183035713,106.33020833333333,4899.7150000000065,15727.629166666668,post_1840,62.0,0.5536,0.7768,18.667,166.79,89162.2887,63.750949
1898,6,109.0,88.0,21.0,188348.4625,1727.9675458715597,160.0,6617.541666666668,15725.216666666667,post_1840,35.0,0.3211,0.8073,18.167,167.76,112272.5694,95.374344
1899,6,109.0,86.0,23.0,182623.74166666667,1675.4471712538227,118.25,7819.727083333334,15883.05,post_1840,25.0,0.2294,0.789,18.167,168.73,108234.3043,70.08238
1900,6,106.0,86.0,20.0,179648.88333333333,1694.800786163522,149.96458333333334,6620.810416666666,16002.779166666667,post_1840,33.0,0.3113,0.8113,17.667,169.7,105862.6301,88.370409
