year,rank,term,tfidf
1756,10,ye,0.12061351537875178
1756,11,ditto,0.11127214749347335
1756,12,octo,0.10404681765048586
1756,13,stipend pro,0.10317499188535896
1756,14,dim,0.10298298977513103
1756,15,com price,0.09738250158548582
1757,1,pro,0.5252374751309286
1757,2,pd,0.2767554687496309
1757,3,1757,0.23585420128644013
1757,4,pro bien,0.2185461095637291
1757,5,bien,0.21500916989993243
1757,6,pro tren,0.18688014901458408
1757,7,tren,0.18688014901458408
1757,8,dim,0.16024014969781522
1757,9,bien dim,0.14004710527467001
1757,10,rect,0.12776935509092274
1757,11,1756,0.1250712353882484
1757,12,ditto,0.12465933684338673
1757,13,mr,0.11462354299904245
1757,14,octo,0.09713727095494354
1757,15,pd mr,0.08847543335257979
1758,1,pro,0.5096449743064209
1758,2,paid,0.27616784743214484
1758,3,frien,0.2397787964773164
1758,4,pro anno,0.20084934358701442
1758,5,anno,0.1947319324880965
1758,6,ye,0.16389147804579027
1758,7,1758,0.16346607017374903
1758,8,mic,0.1464447467094582
1758,9,dim,0.13993485186813565
1758,10,1757,0.13077285613899922
1758,11,quadr,0.12745488636259886
1758,12,pro quadr,0.12567146431605386
1758,13,paid mr,0.11215659780318654
1758,14,rect,0.11157868868478267
1758,15,pro ann,0.11143875838677512
1759,1,pro,0.5431433139044824
1759,2,pd,0.2982404414235647
1759,3,pro anno,0.26488801944347085
1759,4,anno,0.25682013691433603
1759,5,1759,0.17522685457649997
1759,6,ad sept,0.16071803478821936
1759,7,sim,0.15332349775443746
1759,8,pro bien,0.14602854108144966
1759,9,bien,0.14366522223752975
1759,10,ditto,0.14179999977326788
1759,11,ye,0.13973109124074065
1759,12,sept,0.13421550351192804
1759,13,mr,0.1269976791663627
1759,14,1758,0.1254315561413666
1759,15,siner,0.11595064127529281
1760,1,pro,0.5431433139044824
1760,2,pd,0.2982404414235647
1760,3,pro anno,0.26488801944347085
1760,4,anno,0.25682013691433603
1760,5,1759,0.17522685457649997
1760,6,ad sept,0.16071803478821936
1760,7,sim,0.15332349775443746
1760,8,pro bien,0.14602854108144966
1760,9,bien,0.14366522223752975
1760,10,ditto,0.14179999977326788
1760,11,ye,0.13973109124074065
1760,12,sept,0.13421550351192804
1760,13,mr,0.1269976791663627
1760,14,1758,0.1254315561413666
1760,15,siner,0.11595064127529281
1761,1,1760,0.39694804888898166
1761,2,pro,0.3649278671154225
1761,3,prien,0.33871771423560615
1761,4,ditto,0.3200864027730394
1761,5,pro prien,0.3048459428120455
1761,6,1761,0.23474663348629599
1761,7,1759,0.1599614904078318
1761,8,argument,0.12213786119660974
1761,9,year,0.10657505834981258
1761,10,share,0.10086981311846639
1761,11,ad,0.09182090989147537
1761,12,stipend pro,0.08729236950243772
1761,13,pro ditto,0.07615003888976073
1761,14,fest,0.07521835416702381
1761,15,stipend,0.07327763508011394
1762,1,pro,0.5545820864026191
1762,2,ditto,0.22693785779844391
1762,3,1761,0.21220190712803086
1762,4,pro trin,0.19304538102125612
1762,5,trin,0.1835645321402721
1762,6,pro prien,0.16330013654042083
1762,7,prien,0.16330013654042083
1762,8,mr,0.16097249922965634
1762,9,1762,0.14721055743402792
1762,10,pd,0.14319191888662924
1762,11,ad mich,0.13411031594428266
1762,12,ad,0.12911509772313004
1762,13,annu,0.12064720308506446
1762,14,mich,0.11436595627246122
1762,15,powell,0.10866505247211515
1763,1,pro,0.5120260056499527
1763,2,1762,0.3091383981907048
1763,3,ditto,0.2382818429312748
1763,4,bien,0.22762096739123042
1763,5,pro bien,0.21208492561736564
1763,6,newing,0.15701999214730847
1763,7,1763,0.14344150331929575
1763,8,years,0.12266302043494047
1763,9,copons,0.11409691276929303
1763,10,dim,0.11026558373752147
1763,11,mich,0.10916617155810704
1763,12,kidling,0.1075811274894718
1763,13,rect,0.10257514304420655
1763,14,ad mich,0.10058150956046284
1763,15,augment,0.09953929769250643
1764,1,pro,0.5117844337861048
1764,2,ye,0.22760992576490818
1764,3,mr,0.20368570390068508
1764,4,1764,0.19446982013762137
1764,5,ditto,0.18090741240284108
1764,6,pd,0.16306842620820527
1764,7,1763,0.1555758561100971
1764,8,account,0.13729031865920754
1764,9,merton,0.12839844667290895
1764,10,rect,0.12714563339012483
1764,11,1762,0.12573366975935407
1764,12,mr jackson,0.12374887653045118
1764,13,inclosure,0.11308962993623455
1764,14,weston,0.11005441215808726
1764,15,augment,0.10795976824530629
1765,1,pd,0.4819072518408225
1765,2,1764,0.3134760456119311
1765,3,pro brien,0.2997713099910528
1765,4,pro,0.2983941351931401
1765,5,brien,0.2702355465305353
1765,6,ditto,0.20829578088553466
1765,7,1765,0.17718744142672452
1765,8,mich,0.13359974784379136
1765,9,yr,0.13051826185696966
1765,10,pd mr,0.10644146809324485
1765,11,recd,0.08410151182153255
1765,12,fest,0.08321200669599274
1765,13,mr,0.08208290232551765
1765,14,dim,0.080324541961396
1765,15,chapple,0.0748039755659116
1766,1,paid,0.48380689766370494
1766,2,1765,0.36718690389594993
1766,3,1766,0.22003061233656798
1766,4,recd mr,0.14124863049756367
1766,5,recd,0.139427370202139
1766,6,october,0.1365337308701837
1766,7,ad,0.12630171785229247
1766,8,waste,0.12619270018198742
1766,9,account,0.12038589730583395
1766,10,mr,0.11226668158030106
1766,11,minchin,0.11015044706313783
1766,12,southnewington,0.10837742647864589
1766,13,augment,0.10819061554121921
1766,14,dns,0.10731560134964707
1766,15,sue,0.10731560134964707
1767,1,pro,0.5677266756658542
1767,2,1768,0.2745732962502592
1767,3,1767,0.2157464049971276
1767,4,1766,0.1798015507397871
1767,5,pd,0.1681601191736841
1767,6,dim,0.15778685462599548
1767,7,mich,0.1486722801180502
1767,8,ad,0.13761263786455452
1767,9,pro bien,0.1369974388701471
1767,10,bien,0.13478027894748515
1767,11,pro dim,0.12234291082737328
1767,12,dim ad,0.12146878270413737
1767,13,ditto,0.11287428790581754
1767,14,mich 1768,0.1029649860938472
1767,15,1769,0.098948367098002
1768,1,pro,0.5069409017857419
1768,2,1768,0.3399792097117334
1768,3,1767,0.26235666238383865
1768,4,mich,0.17121172202513946
1768,5,dim,0.16871804366173482
1768,6,dim ad,0.13950495233993243
1768,7,pro dim,0.13436161123635743
1768,8,mich 1768,0.13303534293067826
1768,9,ad,0.12594283576196358
1768,10,pro bien,0.11062924126036798
1768,11,bien,0.10883882297211461
1768,12,2do,0.10811576238758004
1768,13,1769,0.09943553860274583
1768,14,mich 1767,0.09838374839393949
1768,15,pro trien,0.0949011880030105
1769,1,1769,0.3024464472051475
1769,2,curtis,0.2587594042161924
1769,3,1770,0.2564720656687212
1769,4,paid,0.24168641115936484
1769,5,pro,0.2271359082453584
1769,6,robt curtis,0.20163096480343165
1769,7,mr,0.18694325838773362
1769,8,rec mr,0.16962357650355564
1769,9,cha curtis,0.15726356167544553
1769,10,cha,0.15285727538520427
1769,11,robt,0.1453916370030477
1769,12,mich,0.13830569446535598
1769,13,rec,0.13798282681725055
1769,14,mich 1769,0.13442064320228778
1769,15,newbery,0.12692650444013462
1770,1,1770,0.44257537255462637
1770,2,pro,0.3442051889241898
1770,3,1771,0.21120399542843749
1770,4,1769,0.20296502010081435
1770,5,mich 1770,0.20117062388846652
1770,6,mr,0.1959561737370097
1770,7,curtis,0.1657545524971158
1770,8,mich,0.162725574637405
1770,9,rec mr,0.14635359482400118
1770,10,paid,0.13270117427434294
1770,11,dim,0.11870761023419472
1770,12,rec,0.11785095260291308
1770,13,newbery,0.11150512669667449
1770,14,robt curtis,0.11070819278226238
1770,15,mich 1769,0.11070819278226238
1771,1,pro,0.45292609059206224
1771,2,1771,0.2999200466747544
1771,3,1770,0.29459942150156887
1771,4,mr,0.27329833043137586
1771,5,dim,0.16938107254438936
1771,6,mich 1770,0.15711969146750338
1771,7,1772,0.14411014852842705
1771,8,rect,0.12794966213278272
1771,9,pro dim,0.12027310311708005
1771,10,capons included,0.1124700175030329
1771,11,mich,0.11120643580243529
1771,12,day 1771,0.10396881817381226
1771,13,pro anno,0.09356677936443518
1771,14,surveying,0.09092531556728325
1771,15,anno,0.09071694951509826
1772,1,mr,0.3890007504445355
1772,2,pro,0.3039410462367155
1772,3,1772,0.21695385538848055
1772,4,surveying,0.1422187591790186
1772,5,capons included,0.12314218943349481
1772,6,1771,0.12314218943349481
1772,7,dno shiers,0.11942966552935115
1772,8,serving merton,0.11833846657553485
1772,9,serving,0.11427697676995405
1772,10,collis,0.10765546209611625
1772,11,festum,0.10669504279480149
1772,12,recd,0.10219671377639172
1772,13,ad festum,0.09684801547570437
1772,14,anno,0.09168460958637899
1772,15,allowed mr,0.09113871877882924
1773,1,pro,0.4447848459121831
1773,2,mr,0.2631824551503746
1773,3,anno,0.2601264974734486
1773,4,pro anno,0.25488333536056684
1773,5,pro biennio,0.149542039359771
1773,6,biennio,0.14614917181613574
1773,7,rect,0.1192390918506477
1773,8,serving,0.11347885370396643
1773,9,1773,0.10981746069206057
1773,10,college chest,0.10896421229497004
1773,11,olim,0.10090464075777553
1773,12,shiers,0.09696663843217924
1773,13,includ,0.09689081825761339
1773,14,chest,0.08718903482819142
1773,15,dno shiers,0.08713142854106323
1774,1,pro,0.5705659601127494
1774,2,anno,0.2669503264704452
1774,3,pro anno,0.26386409225233437
1774,4,dim,0.149202020892393
1774,5,mr,0.14883796318624237
1774,6,rect,0.1472936822859099
1774,7,biennio,0.13192954707439142
1774,8,pro biennio,0.127887446479194
1774,9,pro dim,0.12780604215345273
1774,10,rect pro,0.11873559425565192
1774,11,olim,0.11218094904655246
1774,12,pro bien,0.11180856031486361
1774,13,bien,0.1099990559840884
1774,14,stipendium,0.08593968676988328
1774,15,shiers,0.08292528198661628
1775,1,pro,0.5849167676361525
1775,2,anno,0.17210939589531718
1775,3,dim,0.1625144032486784
1775,4,pro anno,0.16207994547665122
1775,5,trien,0.15472095361867413
1775,6,mr,0.14653407981236294
1775,7,pro dim,0.13972119162910718
1775,8,dimid,0.13146678533212117
1775,9,pro bien,0.11032247764566906
1775,10,bien,0.10853702400491456
1775,11,rect,0.10671521224391249
1775,12,pro trien,0.1055878921609163
1775,13,shiers,0.0892615593114077
1775,14,annunc,0.08841197349638522
1775,15,brewer gardiner,0.07836390026644885
1776,1,pro,0.6724517075370433
1776,2,dimid,0.25567136143454666
1776,3,pro bien,0.21817952045922234
1776,4,bien,0.2146485136557572
1776,5,pro dimid,0.16714950757380853
1776,6,trien,0.13645244747242383
1776,7,dimid anni,0.11525541418646013
1776,8,et,0.10976338237840841
1776,9,pro trien,0.10346746457511516
1776,10,anno,0.10119184572244802
1776,11,et dimid,0.10086596556682607
1776,12,pro anno,0.09075716474539103
1776,13,mr,0.08328299251942078
1776,14,rect,0.0806699409632065
1776,15,summa totalis,0.07989449841855317
1777,1,pro,0.6727067760557341
1777,2,pro bien,0.25995080522218106
1777,3,bien,0.2557437739670303
1777,4,dimid,0.23828672672475262
1777,5,pro dimid,0.1701260261538646
1777,6,et,0.1270792207406744
1777,7,et dimid,0.12511948129182593
1777,8,dimid anni,0.11547489273701939
1777,9,trien,0.11284189107004333
1777,10,pro trien,0.11057546194348014
1777,11,pro et,0.08626426778149411
1777,12,rect,0.08381702424945502
1777,13,summa totalis,0.08301133025993157
1777,14,totalis,0.08157781206036475
1777,15,closes,0.07115256879422706
1778,1,pro,0.6083481254415394
1778,2,anno,0.21791788658975564
1778,3,dim,0.2128891368685841
1778,4,pro anno,0.21154228086212148
1778,5,pro dim,0.16570234358458852
1778,6,pro trien,0.16077881022869622
1778,7,trien,0.1514531455267479
1778,8,quadr,0.10739232456186071
1778,9,rect,0.10446131691851428
1778,10,et dim,0.10345717896524521
1778,11,anno gardiner,0.10330126465105816
1778,12,mr,0.10040742870809131
1778,13,pro quadr,0.09927152757602865
1778,14,mr hinton,0.09291307422818681
1778,15,gardiner,0.09041937595648213
1779,1,pro,0.5686926268850989
1779,2,1779,0.1849210628586453
