year,rank,term,tfidf
1704,1,pro,0.4355204951361111
1704,2,ye,0.3501363756418406
1704,3,anno,0.2620949078130849
1704,4,pro anno,0.2574557092978991
1704,5,mr,0.23625332470104504
1704,6,pro mic,0.19529721250686122
1704,7,ann,0.17984197171125654
1704,8,pro biennio,0.17538730933465574
1704,9,biennio,0.1714080543241269
1704,10,mic,0.1351569566215904
1704,11,cuddington,0.1179084043632483
1704,12,vol,0.11723813601327651
1704,13,5s,0.10898373512454157
1704,14,officiarys,0.08173780134340618
1704,15,merton,0.07900704084852478
1705,1,ye,0.3465367010899016
1705,2,pro,0.32796750407606956
1705,3,anno,0.2685304017578091
1705,4,mr,0.21910087760515465
1705,5,pro mic,0.21009717946428164
1705,6,mic,0.17771036432877496
1705,7,biennio,0.16763423524725624
1705,8,pro anno,0.16617969401451946
1705,9,sum,0.13938704461641707
1705,10,2th,0.13388001594659146
1705,11,vol,0.12612264858195996
1705,12,mich,0.11207834061906298
1705,13,george,0.1087091035388305
1705,14,dimidio,0.10752181068058758
1705,15,ann,0.10748372960151323
1706,1,anno,0.331441383521844
1706,2,pro,0.3084215917512832
1706,3,ye,0.2833774943157735
1706,4,2s,0.2361011238746621
1706,5,pro anno,0.17906609654691005
1706,6,pro mic,0.16464666394153696
1706,7,cudlington,0.1587033045848871
1706,8,mr,0.15453232542532153
1706,9,mich,0.14372563156532722
1706,10,biennio,0.13793825576116817
1706,11,mic,0.13293584012639076
1706,12,ann,0.12634751369824074
1706,13,merton,0.1099022619700207
1706,14,southnewington,0.1093978317328608
1706,15,6d,0.10832600920887032
1707,1,pro,0.41990638076584186
1707,2,anno,0.3069708228013025
1707,3,pro anno,0.25329133223191796
1707,4,mr,0.2244170056956888
1707,5,sesquianno,0.21871683810815268
1707,6,2th,0.214263121552918
1707,7,2th mr,0.19790135447589255
1707,8,ye,0.17912589637781398
1707,9,pro sesquianno,0.16085923899674476
1707,10,biennio,0.15330500766145264
1707,11,ann,0.1376145603672903
1707,12,pro biennio,0.10980479905161858
1707,13,pro mic,0.10674347589067584
1707,14,mich,0.10249798224059115
1707,15,cuddington,0.09280097739203813
1708,1,th,0.4284794080755072
1708,2,pro,0.3397741646842953
1708,3,anno,0.31579159489535225
1708,4,15r,0.20379807072282255
1708,5,pro anno,0.20357002359161414
1708,6,ye,0.19195110299899218
1708,7,sesquianno,0.17045578929585975
1708,8,mich,0.16974765663791244
1708,9,biennio,0.16428146857011086
1708,10,pro mich,0.13274434013440406
1708,11,cudlingt,0.12041299730114652
1708,12,ann,0.11586740269559666
1708,13,ann 15r,0.1110979702700325
1708,14,pro sesquianno,0.1077353588222853
1708,15,mich 15r,0.10603543107055492
1709,1,anno,0.4060756700704421
1709,2,pro,0.306076530320589
1709,3,ye,0.2369562935486934
1709,4,biennio,0.22307910718515345
1709,5,cuddington,0.1841423497538213
1709,6,pro anno,0.16753293769174896
1709,7,mr,0.13783228492310648
1709,8,pro biennio,0.12450431499347527
1709,9,annue,0.11773344004409399
1709,10,cudlingt,0.1114839290701483
1709,11,mich,0.11093664092316033
1709,12,consent,0.11019693760300195
1709,13,et officiarys,0.10881460696288679
1709,14,triennio,0.10796165133492236
1709,15,officiarys,0.10637770680533255
1710,1,pro,0.34557517753863004
1710,2,anno,0.34042068232594613
1710,3,ye,0.26046084841256967
1710,4,pro anno,0.23939647926278443
1710,5,mr,0.21210611739786234
1710,6,15r,0.1997205504966165
1710,7,2th mr,0.1662622582476542
1710,8,2th,0.15429275953996702
1710,9,1s,0.13821406190695323
1710,10,ann 15r,0.1306501933174747
1710,11,southn,0.12069494439777108
1710,12,southnewington,0.10725425559593253
1710,13,ann,0.08671027404670052
1710,14,mich 15r,0.0831311291238271
1710,15,scholars,0.07873305169470166
1711,1,pro,0.42076461170675583
1711,2,anno,0.39106542408797096
1711,3,pro anno,0.2352878257940283
1711,4,pro biennio,0.18734705873622787
1711,5,biennio,0.18309645631230054
1711,6,mr,0.15954018066078188
1711,7,hilliard,0.15306214470794077
1711,8,2s,0.13928705153622756
1711,9,cadlington,0.1339264461034654
1711,10,et,0.12195489389137404
1711,11,ann 15,0.11810575244354622
1711,12,15,0.11336703232547975
1711,13,pro mic,0.1133215264751489
1711,14,consent,0.11054541706844437
1711,15,collegio,0.0969283447004381
1712,1,pro,0.5585709238031831
1712,2,anno,0.29486515885648806
1712,3,pro anno,0.26068132085685775
1712,4,ye,0.2363487766012491
1712,5,cudlington,0.16472119561613596
1712,6,mr,0.15580942637356698
1712,7,annis,0.14932299952281064
1712,8,pro mic,0.122064229986518
1712,9,mic,0.11826570116282874
1712,10,rod,0.10177404542577377
1712,11,morton,0.09783469050628857
1712,12,1s,0.09406420765316034
1712,13,quitrents,0.0795904369295385
1712,14,south,0.07910944647842193
1712,15,omnium,0.07590320305419422
1713,1,pro,0.4772014393008195
1713,2,mr,0.2712905091778558
1713,3,pro anno,0.2627357123460589
1713,4,anno,0.25473338416273783
1713,5,nic,0.23414487678323148
1713,6,1713,0.226401374747764
1713,7,ye,0.19558410247141939
1713,8,ann,0.16099144006314822
1713,9,18,0.09559867146796225
1713,10,cudlington,0.0898751310749454
1713,11,pro biennio,0.08563838340934983
1713,12,mr hutchins,0.08424086424789264
1713,13,biennio,0.08369538669215286
1713,14,ladyday,0.08115405085268369
1713,15,hutchins,0.07975260591135325
1714,1,pro,0.4836262645190839
1714,2,mic,0.3308770455070884
1714,3,pro mic,0.3059879004572033
1714,4,anno,0.2969845034139787
1714,5,pro anno,0.27227922704509255
1714,6,ye,0.22217769878970436
1714,7,mr,0.17949430570626942
1714,8,1713,0.12382991094703764
1714,9,ann,0.11447025187459663
1714,10,pro biennio,0.11241550174906212
1714,11,biennio,0.10986497542938113
1714,12,ann 15,0.10630204853457119
1714,13,1714,0.10332362648885215
1714,14,15,0.09839274884859261
1714,15,item,0.08579576407638567
1715,1,pro,0.5018685560954937
1715,2,pro mic,0.2841530043162085
1715,3,anno,0.2832827269330379
1715,4,pro anno,0.26970638690712273
1715,5,ye,0.25675799515051023
1715,6,mic,0.20976031917867335
1715,7,mr,0.19202207264521487
1715,8,1715,0.16875532661786444
1715,9,pro biennio,0.1391915715446302
1715,10,biennio,0.1360335394122397
1715,11,1714,0.12793411695815074
1715,12,rec mr,0.1014047834611897
1715,13,ann,0.09594419278312309
1715,14,cudlington,0.09129858189073047
1715,15,summa,0.08865067212088357
1716,1,pro,0.5474138009832672
1716,2,anno,0.34994603656217693
1716,3,pro anno,0.34849323789631836
1716,4,mr,0.23630068383440597
1716,5,pro hic,0.14577555505451156
1716,6,pd,0.1401330393468747
1716,7,hic,0.13803751622115215
1716,8,pro mic,0.12588343304016472
1716,9,consent,0.10233298885836065
1716,10,ann,0.09660116032518813
1716,11,rd,0.09262375232616778
1716,12,summa,0.08836512108392702
1716,13,mic,0.08711861004257132
1716,14,yarrington pro,0.08083944402938936
1716,15,yarrington,0.07304340660332806
1717,1,pro,0.5151262718590005
1717,2,anno,0.510991354690128
1717,3,pro anno,0.4567713845177146
1717,4,pro hic,0.13717742970404645
1717,5,hic,0.1298957954292642
1717,6,pro biennio,0.10154657281762892
1717,7,biennio,0.09924264495523405
1717,8,et,0.06610246030306037
1717,9,morton,0.06593386026563906
1717,10,summa,0.06467469137647179
1717,11,molineaux,0.06162975180919095
1717,12,mr,0.05929685615413543
1717,13,1715,0.05862603560928254
1717,14,cudlington,0.05709125297847297
1717,15,south morton,0.05487097188161858
1718,1,pro,0.5397934937874174
1718,2,anno,0.47695654733875553
1718,3,pro anno,0.45205289079028066
1718,4,pro mich,0.13004803031962184
1718,5,cudlington,0.10801756333979694
1718,6,yarrington,0.0780288181917731
1718,7,buttry,0.07198467310425699
1718,8,molineaux,0.06996268541006163
1718,9,pro triennio,0.06968399311397078
1718,10,triennio,0.06854403010552543
1718,11,aedis xti,0.06655283796810003
1718,12,coll,0.0623584855672648
1718,13,calcot,0.06193860853133981
1718,14,wood,0.06193860853133981
1718,15,annun,0.061158424389090436
1719,1,pro,0.5352033677428341
1719,2,pro anno,0.3954784108891146
1719,3,anno,0.39541532669065893
1719,4,pd,0.38961444565993886
1719,5,pd mr,0.135231258625454
1719,6,mr,0.1251411622776865
1719,7,fowell,0.12372545041524932
1719,8,ye,0.12101522241421435
1719,9,pd cook,0.11496585190739117
1719,10,pro sesquianno,0.07848713630306034
1719,11,sesquianno,0.07761255748784915
1719,12,pro biennio,0.07653776133402963
1719,13,biennio,0.07480124304522938
1719,14,ralph marshalls,0.06691176796313063
1719,15,cook,0.06633624834983115
1720,1,pd,0.4766856443852041
1720,2,anno,0.3980436053435828
1720,3,pro,0.3906541939980088
1720,4,pro anno,0.28225171975476343
1720,5,sexquianno,0.20048059840606844
1720,6,pd mr,0.15793221500668062
1720,7,biennio,0.1397727255602134
1720,8,po,0.11684504209862971
1720,9,mr,0.10555156277511825
1720,10,morton,0.10111513668777056
1720,11,pro sexquianno,0.10024029920303422
1720,12,annis,0.09921206217722466
1720,13,pd cook,0.09547726340876492
1720,14,triennio,0.08267671848102055
1720,15,pro biennio,0.07945420181695408
1721,1,pro,0.5324810351842663
1721,2,pd,0.3127120592390191
1721,3,anno,0.29172206249300403
1721,4,pro anno,0.27774126685345035
1721,5,mr,0.2050664443592444
1721,6,pro biennio,0.19111767607461774
1721,7,biennio,0.18678152442826668
1721,8,ye,0.16787754083983536
1721,9,pd ye,0.14386652504002437
1721,10,pd mr,0.11607665849239625
1721,11,cook,0.09938646808964047
1721,12,seale,0.09654597344542415
1721,13,feff,0.0842093285730396
1721,14,ad feff,0.0842093285730396
1721,15,rec mr,0.0835406038291838
1722,1,pro,0.5324810351842663
1722,2,pd,0.3127120592390191
1722,3,anno,0.29172206249300403
1722,4,pro anno,0.27774126685345035
1722,5,mr,0.2050664443592444
1722,6,pro biennio,0.19111767607461774
1722,7,biennio,0.18678152442826668
1722,8,ye,0.16787754083983536
1722,9,pd ye,0.14386652504002437
1722,10,pd mr,0.11607665849239625
1722,11,cook,0.09938646808964047
1722,12,seale,0.09654597344542415
1722,13,feff,0.0842093285730396
1722,14,ad feff,0.0842093285730396
1722,15,rec mr,0.0835406038291838
1723,1,pro,0.5339983981329648
1723,2,pro anno,0.3757981155953739
1723,3,anno,0.3643521655004481
1723,4,pro biennio,0.17067070300376103
1723,5,biennio,0.16679846017926836
1723,6,mr,0.16647922197901566
1723,7,ye,0.1499169438544807
1723,8,pro triennio,0.1313064422797618
1723,9,cum dimid,0.12977250282801991
1723,10,triennio,0.12915839535706783
1723,11,1722,0.11737394719900235
1723,12,cook,0.10757997281973632
1723,13,cudlington,0.10176944024060215
1723,14,dimid,0.09847983170982134
1723,15,cum,0.09422293826587944
1724,1,pd,0.5285748028226179
1724,2,anno,0.3586149613138061
1724,3,pro,0.3561689736375789
1724,4,pro anno,0.256071239907385
1724,5,cum dimid,0.1473796892799213
1724,6,biennio,0.13776671243420185
1724,7,dd,0.12622317444654205
1724,8,morton,0.11212192787146441
1724,9,cum,0.10700685478085879
1724,10,quadriennio,0.10486380337141299
1724,11,1723,0.09717307278217782
1724,12,aug,0.09543926582336801
1724,13,blay,0.09466738083490654
1724,14,1724,0.09466738083490654
1724,15,dimid,0.09320109346126844
1725,1,pr,0.7887124006465975
1725,2,pr anno,0.3165504225387174
1725,3,pr biennio,0.1978440140866984
1725,4,anno,0.13278985397157733
1725,5,misc,0.11861069938081381
1725,6,cudlington,0.11127104807863787
1725,7,ye,0.10430878052834162
1725,8,rd,0.10192581271360543
1725,9,quadriennio,0.10095676884898254
1725,10,chappell,0.08513315412164835
1725,11,biennio,0.08289610961516708
1725,12,mr,0.06934186574458351
1725,13,book,0.0659911136840737
1725,14,anno cudlington,0.062368387259227664
1725,15,pd,0.06168255362041778
1726,1,anno,0.49885523612048893
1726,2,pd,0.4213173046874289
1726,3,pro,0.3165054220753677
1726,4,pro anno,0.3157321926968978
1726,5,pd mr,0.22392234741481717
1726,6,pd ye,0.21806047007309415
1726,7,ye,0.19084072264238594
1726,8,feff,0.1595465464261757
1726,9,ad feff,0.1595465464261757
1726,10,ye cook,0.11648232700600238
1726,11,cum,0.10555034264926744
1726,12,mr,0.10360734308126782
1726,13,biggs,0.07781568842245533
1726,14,cook fuel,0.07425154959016957
1726,15,cadlington,0.06988939620360142
1727,1,pro,0.5389253434134665
1727,2,pro annis,0.43279624650835213
1727,3,annis,0.28514079449451407
1727,4,anno,0.25739970685607433
1727,5,pro anno,0.2359873744883974
1727,6,biennio,0.23210160665442747
1727,7,pro biennio,0.16441606281614546
1727,8,alias,0.13893742235671144
1727,9,cum,0.08875280195080211
1727,10,sexennio,0.08815053912706215
1727,11,pro sexennio,0.08815053912706215
1727,12,morton,0.08303152366714951
1727,13,buttry,0.07985433343122945
1727,14,cook,0.0791674925884953
1727,15,ralph,0.06725919484856065
1728,1,item,0.657645469454725
1728,2,pr anno,0.3546878797804087
1728,3,pr,0.3163989975315243
1728,4,anno,0.2578994600562616
1728,5,pro,0.22844956174620273
1728,6,pr biennio,0.17734393989020436
1728,7,biennio,0.14861326736205135
1728,8,pro anno,0.1432314417740096
1728,9,alias,0.1124365649569653
1728,10,ye,0.11131021451078499
1728,11,1727,0.09317656616340271
1728,12,pro biennio,0.0760316695642965
1728,13,pro mich,0.06004198246734714
1728,14,south,0.05588577345715826
1728,15,norton,0.046654464201634785
1729,1,pd,0.4901888149928592
1729,2,anno,0.39487736606116247
1729,3,pro,0.3136010351786842
1729,4,1728,0.27154794992531306
1729,5,alias,0.2204939549451822
1729,6,pro anno,0.2106632331840162
1729,7,pd cook,0.13064522644893606
1729,8,1727,0.12790686653056776
1729,9,biennio,0.11900399330619559
1729,10,cudlington,0.11409891870504467
1729,11,ye,0.10695971032208229
1729,12,ad,0.10082480291461716
1729,13,cum,0.08451051984118026
1729,14,mic,0.08192017167006796
1729,15,cook,0.0753833772694323
1730,1,pro,0.5163688729568817
1730,2,pd,0.3413291258189181
1730,3,pro anno,0.261343162343881
1730,4,anno,0.25338324804495205
1730,5,mr,0.17200928109391853
1730,6,pd mr,0.1715800066535387
1730,7,alias,0.14771100186658426
1730,8,cum,0.1258097837356943
1730,9,cuddington,0.11490121207005319
1730,10,pro biennio,0.10358433186663975
1730,11,biennio,0.10123417053993787
1730,12,1729,0.10106253315616115
1730,13,half years,0.0916802987738615
1730,14,mar,0.08655819342556995
1730,15,rect,0.0825941769592913
1731,1,pd,0.5237741543681049
1731,2,pro,0.3454892713539489
1731,3,pd mr,0.3259039213964936
1731,4,mr,0.2585031803759718
1731,5,anno,0.22001522908575596
1731,6,pro anno,0.21558055778312488
1731,7,1730,0.15269054695626502
1731,8,chappel,0.10554849619165797
1731,9,mr collison,0.10333617064964322
1731,10,cum,0.10241428474730727
1731,11,collison,0.09216203025481404
1731,12,candles,0.0849816292754649
1731,13,1728,0.0822690154978999
1731,14,poors tax,0.07550366840955387
1731,15,sparkes,0.07550366840955387
1732,1,pd,0.5185442833583317
1732,2,pro,0.3828671506007994
1732,3,1731,0.263469183890618
1732,4,anno,0.22964280936992557
1732,5,pro anno,0.22369821079042046
1732,6,pd mr,0.21597781151919396
1732,7,ch,0.2133897605291791
1732,8,cum,0.1385686304761586
1732,9,mr,0.13324194733487818
1732,10,work,0.12603559107729234
1732,11,pro biennio,0.11408921134228014
1732,12,biennio,0.11150071125294474
1732,13,court,0.10952477975761858
1732,14,alias,0.08263666493982302
1732,15,gravel,0.07759627655606513
1733,1,pd,0.4358396864388281
1733,2,pro,0.4174541812855717
1733,3,1732,0.3305142631662954
1733,4,1733,0.26313228821779266
1733,5,pd mr,0.1985491923914165
1733,6,pro anno,0.16935601009794396
1733,7,anno,0.16419781382336773
1733,8,mr,0.13014542282391672
1733,9,battles,0.12532044118132663
1733,10,1727,0.1101714210554318
1733,11,collison,0.09825815855855521
1733,12,ad,0.09473948818632377
1733,13,1731,0.0908280692936926
1733,14,pro biennio,0.08989939666187916
1733,15,biennio,0.08785972443036259
1734,1,pro,0.5894366149103365
1734,2,als,0.2518449091615707
1734,3,1733,0.19584912676953461
1734,4,pro anno,0.17219538934444306
1734,5,anno,0.16695071207965614
1734,6,cum,0.15237927149042071
1734,7,pro biennio,0.13800608358808078
1734,8,biennio,0.13487494826429586
1734,9,acct,0.1321155798738203
1734,10,cuddington,0.12988914670068968
1734,11,fest mich,0.12261358933117805
1734,12,pro sesquianno,0.11257354113816734
1734,13,mich,0.11178824927418557
1734,14,sesquianno,0.11131913896642052
1734,15,ad fest,0.11003043454170806
1735,1,pd,0.465246510793991
1735,2,pro,0.37006547145092883
1735,3,1735,0.33459459845012246
1735,4,1734,0.23775159058857293
1735,5,pro biennio,0.16558676607848244
1735,6,biennio,0.16182986957841808
1735,7,8th,0.1401875226913395
1735,8,cuddington,0.13358369961464328
1735,9,pd mr,0.13298549629868553
1735,10,cum,0.12798271706024383
1735,11,ad,0.12691039136240165
1735,12,fest mich,0.11769445060248589
1735,13,mr,0.11537152917284202
1735,14,ad fest,0.11441746314343255
1735,15,al,0.11305663371551182
1736,1,pd,0.5010972124313805
1736,2,pro,0.43336315649451557
1736,3,1735,0.21734524827446094
1736,4,pro bienn,0.1878168457740364
1736,5,bienn,0.18470515217496675
1736,6,als,0.17992985613960572
1736,7,1736,0.17300507057124143
1736,8,ad,0.12752156331763537
1736,9,pd mr,0.11877859964046067
1736,10,ad fest,0.11791638149830506
1736,11,fest,0.1160709003464261
1736,12,27th,0.10494287532561014
1736,13,mr,0.10304634005162697
1736,14,dimid,0.09956223949796021
1736,15,cuddington,0.0994274138698945
1737,1,pro,0.4197620649662164
1737,2,pd,0.33447365178034744
1737,3,1737,0.33378676701748466
1737,4,1736,0.26109885585734105
1737,5,mic,0.25482506829721263
1737,6,anno,0.24566513893750894
1737,7,pro anno,0.24464526173129014
1737,8,ye,0.20913472522223986
1737,9,ad mic,0.18033823712618022
1737,10,ad,0.12545231175660695
1737,11,mr,0.11059008010776254
1737,12,pro biennio,0.1082210457776244
1737,13,biennio,0.10576568489496452
1737,14,alias,0.09602316544947097
1737,15,cum,0.09200895814749141
1738,1,pro,0.4919084533170968
1738,2,1738,0.4384260772662675
1738,3,pd,0.24653827787316182
1738,4,pro anno,0.24524387145768867
1738,5,min,0.23987865684463094
1738,6,anno,0.2377743046948433
1738,7,1737,0.16730174622107485
1738,8,pd mr,0.14375921051962592
1738,9,ad,0.14290826644623306
1738,10,mr,0.127489778785366
1738,11,fest,0.12487293201983982
1738,12,ad fest,0.12051544387585934
1738,13,ye,0.1143526069470767
1738,14,apr,0.0759724054777104
1738,15,pro biennio,0.07594009234562206
1739,1,pro,0.45000165666242614
1739,2,anno,0.3083753513425837
1739,3,1738,0.2894719298905966
1739,4,mr,0.27448516275119494
1739,5,pro anno,0.21686101120070517
1739,6,ye,0.1887539971811914
1739,7,alias,0.15888666910329213
1739,8,mic,0.15179451960209256
1739,9,ad,0.14153331826240872
1739,10,1737,0.11835150259371295
1739,11,red,0.11365908982077944
1739,12,ad fest,0.10469819419877342
1739,13,fest,0.10305958774244847
1739,14,rect,0.09994856636185499
1739,15,1739,0.09875244482423455
1740,1,pro,0.46414978749101443
1740,2,mr,0.2315251754264299
1740,3,1739,0.20824146633787596
1740,4,pro biennio,0.18880458193056224
1740,5,biennio,0.18452091065749174
1740,6,ye,0.18243029384452678
1740,7,pro anno,0.16767652537196945
1740,8,rect,0.16560009266509654
1740,9,anno,0.16256948235644622
1740,10,mic,0.16004623176800536
1740,11,mie,0.1290531879873579
1740,12,pro sesquianno,0.1210083321809101
1740,13,ad mic,0.1210083321809101
1740,14,alias,0.11965994149201022
1740,15,sesquianno,0.11965994149201022
1741,1,pro,0.46693130546770645
1741,2,ad,0.22058668940694212
1741,3,mic,0.18072028343378277
1741,4,1741,0.1762329476183884
1741,5,ad fest,0.17337590610658707
1741,6,fest,0.1706624411677546
1741,7,stipend pro,0.16776601165715901
1741,8,mr,0.16042452252396588
1741,9,ye,0.1532200298226564
1741,10,pro anno,0.14082859637307624
1741,11,kid,0.1402800097161351
1741,12,pro biennio,0.13954484146620852
1741,13,anno,0.13653927979821545
1741,14,biennio,0.13637879420940086
1741,15,hidlington,0.1319560227859206
1742,1,pro,0.47673416584788036
1742,2,pro anno,0.25409906191615134
1742,3,anno,0.24635978632864078
1742,4,mic,0.22906179804280055
1742,5,1742,0.22284759342562657
1742,6,1741,0.2023506813200718
1742,7,00,0.19540581163301007
1742,8,mic 1742,0.1891010469138905
1742,9,ad mic,0.16503975890898748
1742,10,ye,0.16336101571054756
1742,11,1740,0.13527849419445606
1742,12,ad,0.11307037963217252
1742,13,pd,0.10403382949987115
1742,14,mr,0.10233302591782086
1742,15,rect,0.09125542194159453
1743,1,pro,0.49088534612559803
1743,2,anno,0.26893368243583776
1743,3,pro anno,0.26671356369202587
1743,4,1743,0.20627858124985585
1743,5,mic,0.19913538561414595
1743,6,1742,0.1871285170579768
1743,7,mr,0.168792249774677
1743,8,ad,0.15318102976467965
1743,9,ad mic,0.15244503811797808
1743,10,ye,0.15089440527309134
1743,11,ann,0.14076673377238716
1743,12,cal,0.13350617334772133
1743,13,mic 1742,0.11644675398423143
1743,14,rect,0.11590070784423179
1743,15,share mr,0.09996396184940622
1744,1,pro,0.4306524396283432
1744,2,mie,0.2849570178808592
1744,3,1743,0.26623127455787854
1744,4,ad mie,0.23665002182922537
1744,5,anno,0.21359779683934477
1744,6,pro anno,0.2080685439828742
1744,7,mr,0.1704070613126353
1744,8,south newinton,0.1672034134204951
1744,9,newinton,0.1672034134204951
1744,10,1742,0.15027627766695345
1744,11,ad,0.14378289449941706
1744,12,mrs,0.13139099655348885
1744,13,pro biennio,0.1212775577252172
1744,14,ye,0.11984632133018565
1744,15,biennio,0.11852596565693399
1745,1,pro,0.40825142386961244
1745,2,ad mic,0.28382690383916914
1745,3,anno,0.2274856145918731
1745,4,mic,0.22158490483025148
1745,5,ad,0.2187592127888025
1745,6,pro anno,0.21228606542217798
1745,7,mr,0.17677274057809259
1745,8,1744,0.1745927963379435
1745,9,cal,0.16778200784650874
1745,10,biennio,0.13524894789683403
1745,11,ann,0.13007839350229383
1745,12,newinton,0.1271962399380425
1745,13,south newinton,0.1271962399380425
1745,14,pro biennio,0.12454988909332067
1745,15,rect,0.12138048866530012
1746,1,1745,0.46217528167707955
1746,2,pro,0.3528083392955648
1746,3,pro anno,0.19552578951644553
1746,4,mr,0.1924850365998029
1746,5,anno,0.18957052168459224
1746,6,pd,0.18345392988325362
1746,7,1744,0.16974225879787924
1746,8,ye,0.15363833330442833
1746,9,ad,0.14178776249829866
1746,10,ad fest,0.14159666346880945
1746,11,fest,0.13938056787394598
1746,12,batt,0.10178174904002914
1746,13,ann,0.10117164417776253
1746,14,mich,0.09590584749376269
1746,15,recd,0.09391366256048633
1747,1,pro,0.409463377735399
1747,2,1747,0.27045014977881565
1747,3,pro anno,0.2701475199228352
1747,4,anno,0.26191944505235326
1747,5,mr,0.23935164690787433
1747,6,ad,0.2115726088521423
1747,7,ye,0.19986400663696915
1747,8,newinton,0.19682821108599047
1747,9,south newinton,0.17222468470024166
1747,10,ad mic,0.1544077788997168
1747,11,rect,0.1494091935087882
1747,12,mic,0.13866824672470268
1747,13,ann,0.11741809515836275
1747,14,mrs,0.10440266520808757
1747,15,fest,0.09243584244440367
1748,1,pro,0.41599873956949907
1748,2,ye,0.31619959080095805
1748,3,1747,0.27976250879249326
1748,4,rect,0.19871199269693723
1748,5,mr,0.19807455762868142
1748,6,1748,0.1891125535971356
1748,7,pro anno,0.17884765346543555
1748,8,anno,0.17340036346794102
1748,9,newinton,0.1527041698246132
1748,10,south newinton,0.1527041698246132
1748,11,mrs,0.14399672332528907
1748,12,ad,0.13131458916030792
1748,13,pro capon,0.12679937176969286
1748,14,ad test,0.11028687840198977
1748,15,capon,0.10798093999992846
1749,1,pro,0.4795410556603932
1749,2,mr,0.3226087438139946
1749,3,pro anno,0.2362318650926813
1749,4,anno,0.22903678340793593
1749,5,fine mr,0.2103497368405427
1749,6,rect,0.15963074472651512
1749,7,capon,0.1372652687860087
1749,8,mro,0.13459242600362836
1749,9,anno pro,0.13157823229114526
1749,10,ye,0.1217452649311277
1749,11,pro capon,0.11753236355795008
1749,12,ann,0.10615087582759425
1749,13,24,0.10227322154082721
1749,14,pro biennio,0.09239938425880903
1749,15,biennio,0.09030299134317296
1750,1,pro,0.5707769630260862
1750,2,rect,0.21851378116712328
1750,3,pd,0.21797304585780553
1750,4,al,0.20581953006343065
1750,5,pro bien,0.17969329580600443
1750,6,bien,0.176785148200342
1750,7,1749,0.1671089072747601
1750,8,ye,0.15045105299252248
1750,9,1748,0.13368712581980807
1750,10,magro,0.12269343880482882
1750,11,mr,0.10501689788856555
1750,12,decr,0.09570912310386072
1750,13,red rect,0.09202007910362162
1750,14,test,0.08589351730321636
1750,15,octr,0.0823670806597216
1751,1,pro,0.49633218540619634
1751,2,1751,0.35088111158034724
1751,3,ad mich,0.32473017241551594
1751,4,ad,0.21493650774946318
1751,5,mich,0.20926480655821486
1751,6,rect,0.192194944150835
1751,7,mr,0.15157852591006726
1751,8,augm rect,0.14472026316009615
1751,9,1750,0.11239779771595541
1751,10,upton,0.0961624361633359
1751,11,fest,0.09603974271475728
1751,12,allowed,0.0933108803445429
1751,13,mr upton,0.08946774351075568
1751,14,stipend pro,0.08916479814870545
1751,15,past,0.08633555243581344
1752,1,pro,0.3958047015813118
1752,2,ad mich,0.35434694054686217
1752,3,prov,0.26238434157354545
1752,4,1752,0.26238434157354545
1752,5,mich,0.2563937054426203
1752,6,ad,0.24367753588560712
1752,7,1750,0.21804258360701076
1752,8,1751,0.19448023172437298
1752,9,rect,0.17208117964987085
1752,10,mr,0.15752679043474838
1752,11,ad test,0.12279413098587696
1752,12,ye,0.12186646972868967
1752,13,ditto,0.11992326621398235
1752,14,test,0.11595731101156802
1752,15,pro pro,0.10778113674358342
1753,1,pro,0.5194730134355992
1753,2,ad mich,0.26021318681348105
1753,3,anno,0.2558623552524893
1753,4,pro anno,0.25190468818388145
1753,5,ad,0.2505210043515822
1753,6,received,0.16949569263653444
1753,7,paid,0.15594099744716472
1753,8,ad mic,0.15236058540974035
1753,9,received mr,0.15011123910932014
1753,10,mich,0.1412112301629663
1753,11,1752,0.14049644487607593
1753,12,1753,0.11596742179284752
1753,13,mr,0.11387165011343989
1753,14,mic,0.11195160019752726
1753,15,pro ann,0.1064885187566388
1754,1,pro,0.5115406592175648
1754,2,1754,0.31534728557148134
1754,3,ad mich,0.27953425177986246
1754,4,pd,0.2708280693906067
1754,5,ad,0.20931743465547534
1754,6,mich,0.2022617226533973
1754,7,1753,0.16610414395813344
1754,8,pd mr,0.14100255176405804
1754,9,ditto,0.12876664209211522
1754,10,mr,0.12323284721909462
1754,11,place,0.11866414082362871
1754,12,fest annum,0.11409722931995783
1754,13,1751,0.0894949645113419
1754,14,pro bien,0.08930643363551032
1754,15,bien,0.0878611026342483
1755,1,pro,0.5550321171369191
1755,2,1754,0.26069202201735947
1755,3,ditto,0.20909645613859845
1755,4,ye,0.19831895758905238
1755,5,1755,0.1955190165130196
1755,6,tren,0.18807725696806027
1755,7,pro tren,0.18807725696806027
1755,8,mr,0.1565570048248343
1755,9,rect,0.1414465953311276
1755,10,dim,0.12901328673047888
1755,11,pro dim,0.1269166163073076
1755,12,ad,0.11046687443345107
1755,13,mich,0.10537473293994198
1755,14,fest annum,0.10375437702120785
1755,15,1752,0.09149790145207219
1756,1,pro,0.5157153375749375
1756,2,pro brien,0.36031187897859795
1756,3,brien,0.324811195374673
1756,4,pd,0.1560218826500435
1756,5,1755,0.1387290902006478
1756,6,share,0.13625464741464274
1756,7,1756,0.13396777461246767
1756,8,time,0.12692685740021795
1756,9,po,0.12620532227525216
