era,term,relative_freq
industrial_1760_1840,264,2.2544610147329026e-05
post_1840,264,6.187161639597834e-05
pre_1760,265,2.298797728787844e-05
industrial_1760_1840,265,0.0001690845761049677
post_1840,265,0.0
pre_1760,27,0.00048274752304544724
industrial_1760_1840,27,0.0006537936942725418
post_1840,27,9.280742459396752e-05
pre_1760,27 mr,0.0001149398864393922
industrial_1760_1840,27 mr,0.00019162918625229673
post_1840,27 mr,0.0
pre_1760,27th,0.00016091584101514907
industrial_1760_1840,27th,9.01784405893161e-05
post_1840,27th,0.0
pre_1760,28,0.0004597595457575688
industrial_1760_1840,28,0.0007777890500828515
post_1840,28,0.0005877803557617943
pre_1760,28 mr,2.298797728787844e-05
industrial_1760_1840,28 mr,0.0002479907116206193
post_1840,28 mr,0.0
pre_1760,28 pd,4.597595457575688e-05
industrial_1760_1840,28 pd,3.381691522099354e-05
post_1840,28 pd,0.0
pre_1760,28 recd,2.298797728787844e-05
industrial_1760_1840,28 recd,4.508922029465805e-05
post_1840,28 recd,0.0
pre_1760,28th,0.00018390381830302752
industrial_1760_1840,28th,4.508922029465805e-05
post_1840,28th,0.0
pre_1760,29,0.0005976874094848394
industrial_1760_1840,29,0.001251225863176761
post_1840,29,0.0003712296983758701
pre_1760,29 mr,4.597595457575688e-05
industrial_1760_1840,29 mr,0.00031562454206260636
post_1840,29 mr,0.0
pre_1760,29 pd,0.0001149398864393922
industrial_1760_1840,29 pd,3.381691522099354e-05
post_1840,29 pd,0.0
pre_1760,297,0.0
industrial_1760_1840,297,3.381691522099354e-05
post_1840,297,3.093580819798917e-05
pre_1760,29th,6.896393186363533e-05
industrial_1760_1840,29th,2.2544610147329026e-05
post_1840,29th,0.0
pre_1760,2d,0.0005976874094848394
industrial_1760_1840,2d,0.0009017844058931611
post_1840,2d,0.000897138437741686
pre_1760,2d 3d,0.0
industrial_1760_1840,2d 3d,1.1272305073664513e-05
post_1840,2d 3d,0.00018561484918793505
pre_1760,2d novr,6.896393186363533e-05
industrial_1760_1840,2d novr,3.381691522099354e-05
post_1840,2d novr,0.0
pre_1760,2d payment,0.0
industrial_1760_1840,2d payment,0.0002705353217679483
post_1840,2d payment,6.187161639597834e-05
pre_1760,2do,4.597595457575688e-05
industrial_1760_1840,2do,0.000417075287725587
post_1840,2do,0.0
pre_1760,2nd,0.0
industrial_1760_1840,2nd,0.00015781227103130318
post_1840,2nd,0.0012374323279195668
pre_1760,2nd instalment,0.0
industrial_1760_1840,2nd instalment,1.1272305073664513e-05
post_1840,2nd instalment,9.280742459396752e-05
pre_1760,2nd lady,0.0
industrial_1760_1840,2nd lady,4.508922029465805e-05
post_1840,2nd lady,6.187161639597834e-05
pre_1760,2r,2.298797728787844e-05
industrial_1760_1840,2r,3.381691522099354e-05
post_1840,2r,6.187161639597834e-05
