year,balance_sheet,expenditure,income,total_real,era,yoy_pct_change
1808,0.0,2.6574957011098954,0.0,2.6574957011098954,transition,-82.40973022475967
1809,0.0,15.379308921404258,27.047452116039224,42.426761037443484,transition,1496.4940609207408
1810,0.0,3.048327137546468,15.375619578686493,18.42394671623296,transition,-56.574703640532405
1811,0.0,6.368134892018066,25.55635682746928,31.924491719487346,transition,73.27716048678828
1812,0.0,2.035357059781344,0.0,2.035357059781344,transition,-93.62446526113705
1813,0.0,8.540998111538107,21.261703841633324,29.80270195317143,transition,1364.2493222478172
1814,0.0,91.43612281270254,6.690159861741197,98.12628267444373,transition,229.2529745411278
1815,0.0,0.27708721773358197,0.0,0.27708721773358197,transition,-99.71762181325784
1816,0.0,0.2279280807395471,0.0,0.2279280807395471,transition,-17.741394711791123
1817,0.0,45.16633013446814,4.419246746855415,49.585576881323554,transition,21654.922307262736
1819,0.0,9.938192765588653,0.0,9.938192765588653,transition,-79.95749290287701
1820,0.0,5.00701918577445,16.245515520199657,21.252534705974107,early_industrial,113.84707669951588
1821,0.0,23.030129762869077,4.0977748129794636,27.12790457584854,early_industrial,27.645501824414676
1822,0.0,13.257437876140555,0.0,13.257437876140555,early_industrial,-51.12988605856642
1823,0.0,12.592107215271252,25.204820071542784,37.79692728681404,early_industrial,185.09978805812298
1824,0.0,25.08705934738045,0.0,25.08705934738045,early_industrial,-33.626722730626824
1825,0.0,0.0,0.10280133641737343,0.10280133641737343,early_industrial,-99.59022165573938
1826,0.0,3.670302013422819,28.138982102908276,31.809284116331096,early_industrial,30842.48112416107
1827,0.0,27.032389819323313,31.350883764067994,58.38327358339131,early_industrial,83.5416143597427
1828,0.0,233.7314268545832,16.38806948541462,250.1194963399978,early_industrial,328.40951010179566
1829,0.0,18.671306886867896,0.0,18.671306886867896,early_industrial,-92.53504538427215
1830,0.0,30.126377803116682,15.250855188141392,45.377232991258076,early_industrial,143.03190594105266
1831,0.0,33.425772390264356,0.0,33.425772390264356,early_industrial,-26.338010965314183
1832,0.0,47.60675918492181,0.0,47.60675918492181,early_industrial,42.42530772090052
1833,0.0,59.97776116255439,23.15427234907306,83.13203351162744,early_industrial,74.62233291014971
1834,0.0,51.208467928011075,51.30460698354099,102.51307491155207,early_industrial,23.31356587976867
1835,0.0,94.93780734741105,0.0,94.93780734741105,early_industrial,-7.389562327222099
1836,0.0,134.67382789834048,151.9839658040308,286.65779370237124,early_industrial,201.94271567004796
1837,0.0,91.9125492250092,30.153349240528424,122.06589846553763,early_industrial,-57.41755460789067
1838,0.0,123.83502607206785,0.0,123.83502607206785,early_industrial,1.4493217424108806
1839,0.0,138.5530706633101,44.006010577054425,182.55908124036455,early_industrial,47.421199826066385
1840,0.0,176.63070072421215,0.0,176.63070072421215,early_industrial,-3.2473763977519443
1841,0.0,7.551606745774052,6.198713029104433,13.750319774878484,early_industrial,-92.21521529467974
1842,0.0,82.12708234409622,0.0,82.12708234409622,early_industrial,497.2739811778087
1843,0.0,39.21992799029261,25.86729923812934,65.08722722842195,early_industrial,-20.748155942373124
1844,0.0,124.859994399776,0.0,124.859994399776,early_industrial,91.83486486769985
1845,0.0,9.653092006033182,6.334841628959276,15.987933634992459,early_industrial,-87.19531126695202
1846,0.0,56.33240313839683,76.39731456766157,132.7297177060584,early_industrial,730.1868192369502
1847,0.0,122.00329408894041,6.405172939669371,128.40846702860978,early_industrial,-3.2556768387155155
1848,0.0,80.15120844068213,0.3322700691121744,80.4834785097943,early_industrial,-37.322296284510315
1849,0.0,24.674603664178647,12.337301832089324,37.01190549626797,early_industrial,-54.013039469008696
1850,0.0,106.16405603804797,0.33602150537634407,106.50007754342433,early_industrial,187.74545950940856
1851,0.0,8.883183700241872,110.27753863813388,119.16072233837575,early_industrial,11.887920729249402
1852,0.0,102.93411667885883,6.40087783467447,109.3349945135333,early_industrial,-8.245777326643534
1853,0.0,125.1813127039768,0.483500543938112,125.6648132479149,early_industrial,14.935582890947451
