place_cluster,administrative,charitable,domestic,ecclesiastical,educational,financial,land_rent,maintenance,other,salary_stipend
london,114.10316193480729,0.0,41.558133927960974,22.980637590455704,0.5225440429979099,1351.5815070411097,127.08407479742853,28.004180356682472,0.0,11.617335084351955
other,6358.674635709339,1719.0370213907167,2237.758615404594,26203.071063032654,665.157221972168,15163.224001992847,104502.12613296378,14236.58397942429,332.62928282967533,1281.9889975773212
other_england,21.40681578314287,53.87495480665209,6.3685623957407795,15.996198337344268,40.62091021570985,0.0,307.1153704747741,0.6106218910405417,0.0,0.0
oxford_local,3255.2185500343994,148.03442911749292,18.600252362494587,5707.669416893753,169.91110970842155,4204.150324750358,12427.22727524747,735.1520984842981,68.04575682072026,902.3665647443703
oxfordshire,302.4317437001615,109.46139080976711,0.07249178426445002,10263.684895164164,184.85086840082207,1036.8546035601382,22892.21578376325,929.5939582257931,17.990091141618223,996.8324634908942
