year,total_real,yoy_pct_change
1805,31.022879621789443,427345.6445808637
1826,31.809284116331096,30842.48112416107
1817,49.585576881323554,21654.922307262736
1803,14.953529376606298,8730.195038062171
1713,30.930835506663335,6585.2009009768935
1794,330.4732015669516,4735.51163120363
1870,1910.5246113989638,4700.114648792703
1733,177.28450349465584,4634.806868232301
1742,58.318959518620204,4077.5365662903446
1766,15.307383754192921,3763.9112422449352
