year,income,expenditure,trad_income,new_income,committed_exp,discretionary_exp,hi_spend,hi_share,arrears,balance_items,n_balance_rows,n_inc_rows,income_incomplete,observed
1832,3287.40633482433,2715.91853997018,1040.0890535994188,2247.3172812249113,1257.3355124823183,1458.5830274878617,413.59387544443166,0.15228508121932582,1564.9258563673202,826.2702144741369,1.0,80.0,False,True
1833,6790.442092751289,7316.953758555242,815.530281244608,5974.911811506681,2691.5751231763193,4625.378635378922,678.3336688330361,0.09270711435614915,910.2610187688119,3592.1977147677376,2.0,69.0,False,True
1834,8948.005595293032,5606.073825180742,1973.4271650515304,6974.578430241502,2401.726657437317,3204.3471677434245,509.9383748654053,0.09096176589307843,522.4701007537302,1855.7018872096603,3.0,114.0,False,True
1835,3346.182865683155,3120.1909169800406,2218.1624240671104,1128.0204416160445,1536.6538906566389,1583.5370263234017,469.6509497637644,0.15051994004851746,799.6438385883714,121.11657506508534,1.0,93.0,False,True
1836,2628.2143340683147,3661.325964179335,1364.7302086959885,1263.4841253723262,1433.8692168581485,2227.4567473211864,329.18697535878687,0.08990922375647376,1963.3035230745425,912.8986789679317,1.0,87.0,False,True
1837,3845.4128596093033,3201.0696133775627,1642.7343401423886,2202.6785194669146,1446.0440551708082,1755.0255582067546,259.2666686065685,0.08099376143619913,861.1060592834002,561.671298182312,2.0,98.0,False,True
1838,2363.715683127091,2657.8247820842084,668.0608656315666,1695.6548174955242,1169.9682368277686,1487.8565452564399,471.0775157599812,0.17724175007148985,864.6216388434898,314.60862713051597,1.0,34.0,False,True
1839,3169.09321761021,3538.3216975977207,1001.6910846359503,2167.40213297426,1157.0513289620046,2381.2703686357163,524.5009074410164,0.14823437557899743,1064.1307105360731,,,94.0,False,True
1840,1924.8330152671756,3608.3498483069093,779.5948326482677,1145.238182618908,1893.5090037189273,1714.840844587982,498.2500244666275,0.13808251566859953,732.2647533763944,76.56341749853199,1.0,46.0,False,True
1841,3112.1339807544714,4209.324020504949,787.7641832457641,2324.369797508707,2218.989831158864,1990.3341893460847,434.7487061416454,0.10328230946913255,746.7149280752504,,,60.0,False,True
1842,2669.317203822412,3149.2684591642924,1134.272861269389,1535.044342553023,1245.6751790519152,1903.5932801123772,1759.7211093304843,0.558771388386957,551.7000039569484,,,52.0,False,True
1843,5281.729898947704,3354.1548556822027,1576.267256469933,3705.4626424777707,1337.4025282966322,2016.7523273855704,157.81775277993276,0.04705142116875643,840.6437110859144,,,126.0,False,True
1844,707.4895495819833,2727.2678407136286,522.5146505860234,184.97489899595985,1112.2432397295893,1615.0246009840394,766.9531781271253,0.2812166691799662,887.4911246449859,,,46.0,False,True
1845,2743.4967320261435,1191.121166415284,1550.3871292106587,1193.1096028154848,1180.3280542986427,10.793112116641396,756.2770236299648,0.6349287083076559,-62.12606837606836,,,64.0,False,True
1846,4886.163603089864,5718.244459273639,579.9942368357196,4306.169366254145,1867.9091593868802,3850.335299886759,1184.7523861522284,0.2071881317054993,619.8137840734449,,,61.0,False,True
1847,3313.1633929116088,3626.082143801216,801.8660149657375,2511.297377945871,1738.3995201203766,1887.6826236808392,654.0793580593343,0.18038183695796367,580.3912747310844,63.141788161613704,2.0,80.0,False,True
1848,4041.376569337096,3967.5678853310437,1501.6894655052552,2539.687103831841,2305.4015611581403,1662.1663241729034,117.92648141332353,0.029722612144665053,645.5330123093281,20.734930274403958,1.0,106.0,False,True
1849,2033.296578454959,2794.664888038986,549.8067156046307,1483.4898628503283,1131.928166060083,1662.7367219789032,586.0552505500381,0.20970501796416546,489.97080171899745,24.088581827154403,1.0,55.0,False,True
1850,5629.129187344914,6326.089485111663,541.1510028949546,5087.978184449959,2219.8194530603805,4106.270032051282,178.6380789909016,0.028238310477795656,627.4193548387098,,,94.0,False,True
1851,2836.710326733079,5566.734052802033,1126.2580453408764,1710.4522813922026,3275.132722502357,2291.601330299676,130.16221354486942,0.02338215052313337,666.0888882056327,,,46.0,False,True
1852,4241.397550394213,2841.304585263757,1690.8541107859871,2550.5434396082255,2412.882020645371,428.4225646183859,165.3642658294725,0.05820011929981868,,,,86.0,False,True
1853,3369.7060467786782,6154.248005560257,697.2946633627463,2672.411383415932,1101.5300777630043,5052.717927797253,4503.045801603611,0.7316971622747712,1030.4366110641042,,,71.0,False,True
1854,3169.606029282518,6729.1685392697345,462.57540348354104,2707.0306257989773,1035.8041706615531,5693.364368608181,683.656170102269,0.10159593508657476,2317.924931088207,1174.7737895493767,2.0,66.0,False,True
