year,L4,scholarship_intensity,prize_intensity,competitive_examinations,lectures_teaching,scientific_professorships,scholarships_prizes,textual_mission_index
1833,0.0055809321570443,0.375,0.0,0.0,0.0,0.0,0.013215859030837,-0.19807502249509934
1834,0.0068126355748373,0.2857142857142857,0.0,0.0074626865671641,0.0,0.0,0.0074626865671641,0.058146440426186
1835,0.0292330119859505,0.6,0.0,0.0,0.0,0.0,0.0129870129870129,-0.043027404715250295
1836,0.0292644235770281,0.6428571428571429,0.1428571428571428,0.0,0.0,0.0,0.0373443983402489,0.3439861301194236
1837,0.0256031731074817,0.3846153846153846,0.0,0.0,0.0,0.0,0.0383141762452107,-0.11112873282807223
1838,0.0416611607473431,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0316455696202531,0.71480351136626
1839,0.0388599401183778,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0323886639676113,0.5633241701701472
1840,0.0325599577578606,0.8888888888888888,0.2222222222222222,0.0,0.0,0.0,0.0351758793969849,0.6626248562562159
1841,0.001629418487345,0.5714285714285714,0.4285714285714285,0.0,0.0,0.0,0.0347826086956521,0.8451819466337372
1842,0.0259795250839626,0.75,0.125,0.0,0.0,0.0,0.03,0.35974454543814294
1843,0.0079141053888595,0.3846153846153846,0.3846153846153846,0.0,0.0,0.0,0.0427631578947368,0.6553945557474538
1844,0.0457820799760923,0.4545454545454545,0.1818181818181818,0.0,0.0,0.0,0.0452261306532663,0.31502736519752766
1845,0.0080157308718359,0.6666666666666666,0.1666666666666666,0.0,0.0044444444444444,0.0,0.0222222222222222,0.45075726042602043
1846,0.0098507143381244,0.5714285714285714,0.1428571428571428,0.0,0.0,0.0,0.0376569037656903,0.29553195856577047
1847,0.0333955383212932,0.8333333333333334,0.1666666666666666,0.0,0.0041152263374485,0.0,0.0452674897119341,0.6330493913808082
1848,0.0201725982922862,0.5,0.5,0.0,0.0,0.0,0.0198675496688741,0.8877262877379324
1849,0.008573667676603,0.5,0.0,0.0,0.0,0.0,0.00836820083682,-0.127038315279252
1850,0.0167819402946959,0.5833333333333334,0.3333333333333333,0.0,0.0,0.0,0.0300751879699248,0.6520837082428261
1851,0.0015868762087801,0.3636363636363636,0.1818181818181818,0.0,0.0,0.0,0.0099502487562189,0.1392392024366866
1852,0.0362151393621225,0.625,0.125,0.0,0.0,0.0,0.0240963855421686,0.2543147221505031
1853,0.0202238537731157,0.1818181818181818,0.0909090909090909,0.0,0.0039370078740157,0.0,0.0236220472440944,-0.03914455257382387
1854,0.0067857142568332,0.5555555555555556,0.0,0.0,0.0,0.0,0.0529100529100529,0.05391434107334514
1855,0.000126537675113,0.8333333333333334,0.0,0.0,0.0,0.0,0.0220588235294117,0.14754245423997625
1856,0.0016302844607353,0.8,0.0,0.0,0.0,0.0,0.0349344978165938,0.16565301773301142
1857,0.0079750121666694,0.1,0.0,0.0,0.0058823529411764,0.0,0.0117647058823529,-0.2712286151253617
1858,0.0106728369825073,0.1538461538461538,0.2307692307692307,0.0048076923076923,0.0,0.0,0.0288461538461538,0.36693084051186114
1859,0.0163756065354781,0.3333333333333333,0.0,0.0,0.0,0.0,0.0062893081761006,-0.2490810176101624
1860,0.0593168516319052,0.0,0.1111111111111111,0.0,0.0,0.0,0.0105820105820105,-0.2488049387134379
1861,0.0014728914953731,0.1052631578947368,0.0526315789473684,0.0093023255813953,0.0,0.0,0.0511627906976744,0.2588883750632647
1862,0.0345425843962949,0.0,0.0,0.0,0.0,0.0,0.0052356020942408,-0.48323653201247735
1863,0.0299833075559074,0.6153846153846154,0.0769230769230769,0.0046948356807511,0.0,0.0046948356807511,0.1173708920187793,1.0037117958271995
1864,0.0483842603884783,0.7083333333333334,0.0416666666666666,0.0046511627906976,0.0046511627906976,0.0,0.0837209302325581,0.6458173884803671
1865,0.0054087342646048,0.1111111111111111,0.1111111111111111,0.0111731843575419,0.0,0.0055865921787709,0.0893854748603351,0.9885774255425103
1866,0.0419389942991297,0.4333333333333333,0.0333333333333333,0.0048076923076923,0.0,0.0,0.0721153846153846,0.3126763145264644
1867,0.0072404957639409,0.2222222222222222,0.1111111111111111,0.0149253731343283,0.0,0.0,0.0199004975124378,0.6077473888420816
1868,0.0518616212778097,0.5,0.1,0.0,0.0197044334975369,0.0,0.0541871921182266,0.6234195898968006
1869,0.0131360357669716,0.2307692307692307,0.1538461538461538,0.0,0.0044052863436123,0.0,0.0220264317180616,0.12244776618586097
1870,0.0670456564939889,0.04,0.12,0.0087719298245614,0.0043859649122807,0.0,0.0394736842105263,0.37504754463868295
1871,0.0352192171463085,0.0294117647058823,0.0588235294117647,0.0082304526748971,0.0041152263374485,0.0123456790123456,0.0123456790123456,1.0254558555798605
1872,0.0247530040319964,0.0526315789473684,0.1052631578947368,0.0089686098654708,0.0044843049327354,0.0,0.0179372197309417,0.29697837195118165
1873,0.0821052569302083,0.0545454545454545,0.0545454545454545,0.0021834061135371,0.0021834061135371,0.0,0.0174672489082969,-0.15597754985793474
1876,0.0524197474245809,0.054054054054054,0.054054054054054,0.0,0.0,0.0,0.0153256704980842,-0.3078066499142122
1877,0.0794856719319637,0.1428571428571428,0.0714285714285714,0.0,0.0,0.0,0.0346320346320346,-0.1505789635456207
1878,0.1609267532122874,0.16,0.08,0.0167364016736401,0.0125523012552301,0.0,0.0292887029288702,0.8755870569119205
1879,0.2210123103014708,0.0930232558139534,0.0465116279069767,0.0043103448275862,0.0,0.0,0.0344827586206896,-0.03997077221910255
1880,0.1107538017639606,0.1111111111111111,0.0555555555555555,0.0,0.0041493775933609,0.0,0.0124481327800829,-0.18859358343962015
1881,0.0549786082940462,0.1428571428571428,0.0571428571428571,0.0,0.0,0.0,0.0284810126582278,-0.19819820563189408
1882,0.0200963851338033,0.1071428571428571,0.1071428571428571,0.0,0.0034965034965034,0.0,0.0314685314685314,-0.04312055257048011
1883,0.3197050506539073,0.5238095238095238,0.0476190476190476,0.0,0.0470588235294117,0.0117647058823529,0.3352941176470588,2.8556260990109283
1884,0.2467684936292493,0.3333333333333333,0.0555555555555555,0.0,0.0201342281879194,0.0134228187919463,0.2348993288590604,1.9803147640276002
1885,0.0370629829899954,0.1666666666666666,0.0,0.0,0.0,0.0,0.0185185185185185,-0.32535237144220847
1886,0.0330052402100835,0.0,0.0,0.0,0.0,0.0136986301369863,0.136986301369863,0.930427197954096
1889,0.2796870196438775,0.5416666666666666,0.0416666666666666,0.0,0.0173410404624277,0.0057803468208092,0.2890173410404624,1.659088587065163
1891,0.1521310073781961,0.5,0.108695652173913,0.0,0.0411392405063291,0.0094936708860759,0.2246835443037974,2.3176143883205627
1892,0.2301370248874078,0.5277777777777778,0.1388888888888889,0.0,0.0303030303030303,0.0101010101010101,0.2424242424242424,2.2721119960719425
1893,0.2498553544753166,0.4047619047619047,0.0714285714285714,0.0,0.0276816608996539,0.0069204152249134,0.2283737024221453,1.7253567464590824
1894,0.4314878047958644,0.3636363636363636,0.0,0.0,0.0,0.0,0.1098901098901099,0.10331640018692119
1895,0.3968782075393511,0.5,0.1,0.0,0.0,0.0,0.1264367816091954,0.4462565028878556
1896,0.2324708289500352,0.3571428571428571,0.2142857142857142,0.0,0.0,0.0,0.1208791208791208,0.5531078326239931
1897,0.4117998337656509,0.2222222222222222,0.0,0.0,0.0,0.0,0.1264367816091954,0.058340214490895735
1898,0.1248723033471546,0.2222222222222222,0.0,0.0,0.0,0.0,0.1022727272727272,-0.018960134265152973
1899,0.2167296000907233,0.2727272727272727,0.0909090909090909,0.0,0.0,0.0,0.1860465116279069,0.46181224212032695
1900,0.4200055528043859,0.2222222222222222,0.0,0.0,0.0116279069767441,0.0,0.1744186046511627,0.45277063192245365
