year,total_exp_real,L1_real,L3_real,L4_real,L1,L3,L4,modern_function_share,L2,pm_coverage,total_inc_real,land_rent_share,hhi,income_div,era,L1_10yr,L2_10yr,L3_10yr,L4_10yr,modern_function_share_10yr
1700,1107.472589285714,643.636205357143,99.36702380952381,21.12697916666667,0.5811757433854581,0.08972413834062702,0.01907675130839394,0.10880088964902096,0.6497432807768415,0.7090163934426229,1708.0724851190478,0.49433411308944547,0.40295453631509937,0.5970454636849006,pre_industrial,0.566340092855552,0.6715489221537417,0.11139957808224692,0.012642575807177434,0.12404215388942437
1701,440.8809132400594,215.1298083993984,39.81761529958203,3.4942587426521863,0.48795446103211176,0.09031376524549468,0.00792562943351908,0.09823939467901377,0.670960015794017,0.7878787878787878,107.24443072536377,0.7141601475691336,0.5581935211523116,0.4418064788476884,pre_industrial,0.5527847894518776,0.6812727650039547,0.13187415189469384,0.012845330945578395,0.14471948284027222
1702,787.7949896953025,566.1446516019554,129.28944855686962,22.225014062603407,0.7186446461419164,0.1641156014547328,0.028211672266663476,0.1923272737213963,0.6492308503959403,0.7948717948717948,1254.5947340868054,0.46887752273268857,0.3746465274052092,0.6253534725947908,pre_industrial,0.530813214562239,0.6990428776014228,0.1775289713108322,0.011071071086858517,0.18860004239769074
1703,982.6011333719524,258.57539348941043,135.92080289736307,0.1091014736425675,0.2631539743925063,0.13832754541095346,0.00011103332770253216,0.138438578738656,0.6335215086985475,0.821917808219178,1307.7636008166496,0.39794918815865016,0.4123078281758739,0.5876921718241261,pre_industrial,0.5242173304558246,0.6846481406901469,0.18846964103582367,0.015094159269331072,0.20356380030515475
1704,225.6404029881562,176.1736273391895,16.814009797848975,1.779804723426619,0.7807716393257673,0.07451683995942666,0.007887792699608147,0.0824046326590348,0.7542889551033626,0.91875,627.0853716190851,0.5992719170889611,0.4145365811286098,0.5854634188713902,pre_industrial,0.5221158643392769,0.679169557449884,0.18231283413568025,0.013481544697368642,0.1957943788330489
1705,503.13337190546326,244.02384751151322,117.8574935128691,6.972979054164622,0.48500827243350564,0.2342470209569284,0.013859106637583198,0.2481061275945116,0.7298919792550198,0.8048780487804879,871.2164393248709,0.7158794349197564,0.5490602429533503,0.4509397570466497,pre_industrial,0.555868979752061,0.6905324542128192,0.17453675643815852,0.012262908194714501,0.18679966463287304
1706,253.61626650268795,101.18877293139913,114.49706398896869,0.10791674819017805,0.39898376522440715,0.45145788780766233,0.0004255119345392394,0.45188339974220154,0.8056635531862304,0.8924731182795699,756.8363432978357,0.8130660905441727,0.6733922865605964,0.32660771343940365,pre_industrial,0.536719937214564,0.6887184840766051,0.19540492056217468,0.010370264538724973,0.20577518510089968
1707,249.61587154600605,119.32790430237793,66.1617673680253,10.797328362088574,0.47804614171092447,0.26505432911076404,0.04325577654663897,0.308310105657403,0.5838849823112163,0.7902097902097902,1065.337534638575,0.4985530713842398,0.4206591277904493,0.5793408722095508,pre_industrial,0.5551743428601256,0.7061871877283764,0.201071220542235,0.009606561530977217,0.21067778207321225
1708,184.52623765123764,93.24187097624598,24.552762052762052,0.10714112276612277,0.5053041354068956,0.1330583789345329,0.0005806281216692013,0.1336390070562021,0.6353408915277813,0.965034965034965,974.438481079106,0.6201586397830893,0.4713531608812179,0.5286468391187821,pre_industrial,0.5380848786431482,0.7196787016803591,0.2189414544647522,0.006825730602277762,0.22576718506702997
1709,331.49727180139456,284.9706413340523,34.65872170991691,0.42934852737185075,0.8596470184671169,0.1045520571604629,0.0012951796708272172,0.10584723683129012,0.7927985250792347,0.8345323741007195,1588.0024211610514,0.4870232235874105,0.41355435178203476,0.5864456482179652,pre_industrial,0.5536498419008422,0.7369845284005131,0.23193516103110445,0.0068438223225508995,0.23877898335365533
1710,707.6921465307435,275.7772391743582,211.17942668870828,0.10637656702025071,0.38968531801048883,0.29840577958078873,0.0001503147484986673,0.2985560943292874,0.631603579414701,0.8322147651006712,1159.9401174404188,0.6439188460033014,0.47118630104770165,0.5288136989522983,pre_industrial,0.505243138223445,0.7241597602752531,0.22996522525743587,0.006205111740443571,0.23617033699787945
1711,369.45104158036685,248.45527774709342,54.300718934393764,0.1066233326889619,0.6724985174877274,0.146976765046098,0.00028859935604151783,0.14726536440213953,0.8456470523117303,0.7906976744186046,588.0479026861082,0.6856455275854054,0.5113972042060312,0.4886027957939688,pre_industrial,0.5179010244981355,0.715564035027452,0.21574545305328977,0.023346168899679085,0.2390916219529689
1712,264.9505563705816,145.12666830440762,90.82980411695776,0.1068712458825809,0.5477500039721432,0.3428179406799046,0.00040336297966893874,0.34322130365957354,0.7841459899157677,0.8709677419354839,284.95424993771974,0.9372533615481221,0.8805599006669523,0.11944009933304767,pre_industrial,0.5255841842734476,0.7023598530910072,0.2017613310333612,0.024570672764326576,0.22633200379768784
1713,366.91255352403147,153.66430085823413,98.42965346946703,0.10712031462419888,0.4188036069694456,0.26826461107447563,0.0002919505304339032,0.26855656160490954,0.806579775900087,0.8333333333333334,201.48490171461864,0.23497291274048962,0.2802569583698446,0.7197430416301553,pre_industrial,0.5410255308201353,0.7092003908547091,0.19111989204600832,0.023598368449999574,0.2147182604960079
1714,71.54760166671302,21.22850271605625,3.9220593824448224,0.10737054701187462,0.29670460255179526,0.05481748222274138,0.0015006868785348531,0.05631816910127623,0.6260412738507626,0.9534883720930233,225.5456590607822,0.44671708335257193,0.36082247164877557,0.6391775283512244,pre_industrial,0.5582064876506083,0.7151117065463378,0.1942763820464902,0.023560792300111807,0.21783717434660205
1715,42.70801393728223,26.11967189314751,3.931242740998839,7.912500000000001,0.6115871351804111,0.09204929891546737,0.18526967822993834,0.2773189771454057,0.6439347267770087,0.9534883720930233,410.7119773519164,0.9791720285737909,0.9589367006487438,0.04106329935125619,pre_industrial,0.5476627476950154,0.7053157144924389,0.18905436795227853,0.02369191394398724,0.21274628189626577
1716,371.897904966798,176.95473664235888,115.88958583629032,4.71215121585501,0.4758153629775271,0.3116166676083766,0.012670550581014156,0.32428721818939077,0.6736217338217828,0.8955223880597015,1224.7086528969107,0.6407340501224501,0.46734953557244147,0.5326504644275585,pre_industrial,0.5647449222181978,0.7139305778753267,0.182780758544978,0.03107118171639306,0.21385194026137108
1717,174.83569981609583,110.57651802634403,27.735924795324912,5.862718911324577,0.6324596071778018,0.15863993923723507,0.03353273340336892,0.192172672640604,0.6522903599482345,0.8175675675675675,949.5060054751169,0.8682155677223601,0.7583517524411395,0.2416482475588605,pre_industrial,0.5674564980764009,0.6942110847343894,0.1844627489927005,0.03188985862857429,0.21635260762127478
1718,529.0431217191141,358.22234757038984,87.09281339771123,0.10838327765769307,0.6771137037116259,0.1646232789393519,0.00020486662279154858,0.16482814556214345,0.6944540484440684,0.8125,765.2192900888002,0.8340034033740761,0.7169347677302436,0.28306523226975644,pre_industrial,0.5826429252861622,0.6806416978330484,0.1665606218770423,0.03269705917839278,0.19925768105543507
1719,192.82290816661512,145.4288920856899,10.09079227515312,0.5025728776836715,0.7542096189111887,0.052331916218345965,0.002606396109581578,0.05493831232792754,0.6948386045402467,0.9069767441860465,812.1097450453493,0.8306643759666632,0.7016859751938459,0.2983140248061541,pre_industrial,0.597197408691645,0.6684479115461901,0.16691491186374224,0.03269319174094418,0.19960810360468645
1720,464.02155901847414,260.08736132656423,109.35581488271518,34.31114264560712,0.5605070632423123,0.23566968550778344,0.07394299247255684,0.3096126779803403,0.7177522132435779,0.8181818181818182,835.2835901142294,0.8359350132510538,0.7143851157927565,0.28561488420724346,pre_industrial,0.6399310483518879,0.664537728658144,0.16473162297937724,0.03257015010179603,0.1973017730811733
1721,343.77506063103635,240.50994017421945,56.30920999654213,2.9136203123445736,0.6996142760697573,0.16379666952332284,0.008475368477853826,0.17227203800117666,0.6484521209023575,0.8430493273542601,914.1659472652086,0.6406605632176968,0.45990568326519743,0.5400943167348026,pre_industrial,0.6278822999879323,0.6725895343519661,0.19217472849375727,0.014470669688005616,0.20664539818176292
1722,346.4284968448086,242.3663220300149,56.743834011150575,2.9361091619887727,0.6996142760697571,0.16379666952332275,0.008475368477853821,0.17227203800117658,0.6484521209023576,0.8430493273542601,921.2219594884867,0.6406605632176968,0.45990568326519743,0.5400943167348026,pre_industrial,0.6207342733704408,0.6772551319290457,0.18245234071693237,0.013232439373596121,0.1956847800905285
1723,439.98624199654614,248.3055497428793,119.59156528557477,0.1114380240428326,0.564348441024273,0.2718075109414752,0.0002532761559478657,0.2720607870974231,0.6846419130315045,0.8120805369127517,1083.8032731781468,0.7961027813741796,0.6539845611499959,0.3460154388500041,pre_industrial,0.6095455896999178,0.6684235769601609,0.17799670423732222,0.011562118722150997,0.18955882295947324
1724,415.55276177870866,300.87723683955363,13.706838874829101,0.1123116473223376,0.7240409991542245,0.032984593379091307,0.00027027048705344936,0.033254863866144756,0.5869394449703003,0.8263888888888888,883.8328345744733,0.9702470299784384,0.9417506280930116,0.05824937190698842,pre_industrial,0.5542103357757038,0.6588301255924212,0.22032207762889397,0.011985764709394203,0.2323078423382882
1725,386.54939040777936,189.83427093259058,141.6627574580371,1.652449974345818,0.4910996515408556,0.36648035405926777,0.004274874092034171,0.37075522815130196,0.7244527837152315,0.9444444444444444,554.6750317623201,0.761373788458771,0.599449885876677,0.400550114123323,pre_industrial,0.5621085645522365,0.6511728424768044,0.22044598095634477,0.012517753414202738,0.23296373437054751
1726,395.8426916484426,160.05309304627937,84.86581900033494,0.11410064129085645,0.4043350968026116,0.21439278984012747,0.000288247436919189,0.21468103727704665,0.7202777095925789,0.7482517482517482,1869.084421237465,0.7492494408682501,0.5799343814076975,0.4200656185923025,pre_industrial,0.5709120457724993,0.6520455792908569,0.21718140922396953,0.0051478141881464825,0.22232922341211606
1727,137.9686313061352,71.82271263734357,15.739954620154807,2.3219467903937714,0.5205727704725716,0.11408357444113372,0.016829526888917676,0.1309131013300514,0.5639748102593853,0.7954545454545454,1191.9688007358088,0.6367703192904017,0.45336921050024404,0.546630789499756,pre_industrial,0.5568557609945576,0.6451252769480182,0.23192954494820306,0.004626459734832264,0.23655600468303528
1728,381.095935063115,47.164876697998935,224.03753991611356,1.6925714736178268,0.12376116446948653,0.5878770128550694,0.004441326495223604,0.592318339350293,0.5985195347666712,0.7655172413793103,954.2675987517142,0.8462352726111253,0.735155967146132,0.26484403285386804,pre_industrial,0.5519701316490909,0.6434901863407629,0.24435188141928368,0.0043625231241153075,0.24871440454339896
1729,282.1260792120176,235.0651658618306,15.113761940083865,2.236211189996821,0.8331919066765155,0.0535709494928538,0.007926283157666929,0.061497232650520726,0.61826577338408,0.8888888888888888,1251.6199376062814,0.6393988066374419,0.47799906763074673,0.5220009323692533,pre_industrial,0.5445204359921139,0.6436616438621039,0.2328679853074161,0.017724632393305816,0.25059261770072194
1730,483.8059625559626,313.7684263074888,98.22420634920636,0.11785523504273504,0.6485418754449409,0.20302396818403123,0.00024360021199429211,0.20326756839602553,0.7264795813841031,0.8389261744966443,3005.146663232601,0.5184508312689233,0.4206717893068984,0.5793282106931016,pre_industrial,0.5204433396691146,0.654618281906304,0.23053744013918226,0.01792580895479281,0.24846324909397505
1731,767.8452684129679,429.26499401224845,239.01336001293558,2.5045760823429544,0.559051428290339,0.31127802676565786,0.0032618239447116393,0.3145398507103695,0.57924909747397,0.961038961038961,1989.9542675994423,0.5938935318079359,0.43191116870243323,0.5680888312975667,pre_industrial,0.5216188503681847,0.6514423548658391,0.20625745120952668,0.01867127447465334,0.22492872568418001
1732,575.2569975608288,374.3530832178993,165.68554013089218,3.357201201517707,0.6507579826150911,0.288020034234129,0.00583600237068426,0.29385603660481324,0.6321012148298039,0.8888888888888888,1353.8050099624588,0.8388227050566581,0.7176344363285846,0.2823655636714154,pre_industrial,0.5233825863421466,0.6508103286687583,0.19644112110249928,0.02182910595696393,0.21827022705946325
1733,844.562096195262,413.7099965352557,132.56968747507375,113.06521758096036,0.48985148445450283,0.15696854982279923,0.13387436884785295,0.29084291867065215,0.6863564882449151,0.9490445859872612,1394.327961110114,0.766739148804723,0.6104216574937373,0.38957834250626266,pre_industrial,0.5250838847543312,0.6602758232179318,0.19172254228689659,0.021048519566726615,0.2127710618536232
1734,984.4634871939624,475.7617048223199,9.528761587829807,2.2465812188019965,0.483270035924231,0.00967914169675286,0.002282036101923369,0.01196117779867623,0.6965058254123004,0.927536231884058,1863.1410601626258,0.7361353390586796,0.5765017342101758,0.4234982657898242,pre_industrial,0.5544483211769559,0.6796030401194931,0.14559893932090653,0.027030547923921667,0.17262948724482818
1735,610.8155622786304,307.1515120769382,75.54595262691853,7.164579028925621,0.5028547585315575,0.12368046476271244,0.011729529290639484,0.1354099940533519,0.692693513310583,0.9712230215827338,1512.5479787731208,0.6507753212015358,0.48869691593792713,0.5113030840620729,pre_industrial,0.5412852883973075,0.6902495670959111,0.1425425434819366,0.026771620910519073,0.16931416439245567
1736,674.2618167956838,284.519915185902,78.36910626319494,21.486406164477287,0.4219724565422304,0.11622948876985348,0.031866562260025086,0.14809605102987855,0.7139574476217705,0.9473684210526315,1308.6157568271562,0.787768007561315,0.6429486735345675,0.3570513264654325,pre_industrial,0.5138263847218875,0.6845896438300608,0.12305584345900952,0.026933054759751506,0.14998889821876102
1737,606.7163345762449,326.16205854792975,40.58797968616485,5.474803731647635,0.5375857545944176,0.06689778628510658,0.00902366298654454,0.07592144927165112,0.6586297557511201,0.9254658385093167,1859.5529857793445,0.5259246551628015,0.4442715322536599,0.5557284677463401,pre_industrial,0.49678743987051116,0.6901473964368953,0.10926944557447074,0.026826876281351948,0.13609632185582268
1738,223.9337327313421,93.47117810353477,28.35918808366134,14.390342213668287,0.4174055286957328,0.1266409831951689,0.0642616100671741,0.190902593262343,0.7917917037822852,0.8472222222222222,1259.1384151665125,0.7680631084197789,0.6067665067276731,0.39323349327232693,pre_industrial,0.4709152017833306,0.7014186250938017,0.11594662958438144,0.026498656895360677,0.14244528647974214
1739,336.6699855264167,236.19472660743045,7.74576336170539,1.7968120974235102,0.701561578880032,0.0230069911031544,0.005337013023640992,0.028344004126795393,0.7247310431482595,0.9285714285714286,1168.5753255358102,0.7335067155645845,0.5648149065257742,0.43518509347422585,pre_industrial,0.47589888194846763,0.7074568981527161,0.12751046940638305,0.013139125686754802,0.14064959509313787
1740,3109.3486309523805,1162.7497470238095,25.36285714285714,5.776979166666668,0.3739528386907402,0.008156967954760546,0.0018579387043186609,0.010014906659079207,0.6698803487255998,0.9423076923076923,2546.558943452381,0.4176506659801037,0.4516811659429646,0.5483188340570354,pre_industrial,0.45987581752501344,0.6945992303383111,0.1373052282906823,0.012964526739417628,0.15026975503009993
1741,468.38679634290264,182.04413956784072,81.22485034622987,1.0304692943167115,0.38866197977657657,0.17341404792027001,0.0022000391607160342,0.17561408708098605,0.6348266235423151,0.9312977099236641,1777.8519973979442,0.655401005776978,0.47944999123334936,0.5205500087666506,pre_industrial,0.47771044312528577,0.6944009738278456,0.1386978599633379,0.012155083469022204,0.15085294343236008
1742,560.0270846896317,219.55055513883775,198.69305905441232,1.4302019351429895,0.39203560174328567,0.354791874333236,0.002553808510771601,0.3573456828440076,0.7448135013988691,0.8609271523178808,1899.8947247068036,0.5072830238185329,0.35995488153934346,0.6400451184606566,pre_industrial,0.46643625045137355,0.6923846949069307,0.1582906341988281,0.01094139690304293,0.16923203110187107
1743,389.80857997473714,210.37512443592962,106.2645273078169,0.10877872004733262,0.5396882861058719,0.2726069480428156,0.0002790567617941667,0.2728860048046098,0.7467392188340576,0.852112676056338,1359.7500099783529,0.780161660257695,0.6298821125421357,0.37011788745786434,pre_industrial,0.4636786725476537,0.6959214564890496,0.17835672957309176,0.014226194062541326,0.19258292363563312
1744,659.762798670705,213.1293731420719,71.00811295268011,0.3536636238712211,0.3230393916896899,0.10762673053974517,0.0005360466285516327,0.10816277716829681,0.5679291472682505,0.918918918918919,1524.024982121824,0.7234631428670254,0.5456263496354908,0.45437365036450916,pre_industrial,0.4554058550980848,0.6878372862825153,0.1909896856775592,0.007939931336655597,0.1989296170142148
1745,500.0139286295856,340.6099954637449,68.80530741852189,1.8175989252564728,0.6812010145342802,0.1376067814892681,0.0036350965866852178,0.14124187807595331,0.6907109482059297,0.9533333333333334,2191.752753739502,0.2742030735324546,0.3874496186886523,0.6125503813113478,pre_industrial,0.39442193877339127,0.6742661968054966,0.2065611054264412,0.00851470523641707,0.2150758106628583
1746,785.63234061374,242.94150491844277,245.24081612804628,15.500287719639498,0.3092305298031082,0.312157231124756,0.019729696600232362,0.3318869277249884,0.6937946584126208,0.9192546583850931,1526.1101375728272,0.732483654932166,0.5794770155911793,0.42052298440882074,pre_industrial,0.36651726371664506,0.6796934354470172,0.2137597537704284,0.008403861145193325,0.22216361491562173
1747,600.2493845345282,306.1331739346914,160.60196902848656,25.133422887017133,0.5100099755572205,0.267558740027743,0.041871634581528476,0.3094303746092715,0.693997371572308,0.9182389937106918,1435.4170556546753,0.7092954451362026,0.540074781754071,0.459925218245929,pre_industrial,0.36561035605042996,0.6957503154452718,0.21914519715127367,0.009849574358636575,0.22899477150991027
1748,816.5645537320556,273.28566437658327,206.56677956456292,1.1423597725520431,0.3346773542000431,0.25297054423984333,0.0013989828083168212,0.2543695270481601,0.7109500017169413,0.7865853658536586,1364.0548558716084,0.6676885280789236,0.5006758448156304,0.49932415518436957,pre_industrial,0.3893035922187386,0.70215650070751,0.20998716823469157,0.010794447285412892,0.22078161552010447
1749,1628.085809542084,149.33196330916516,290.973431011088,18.046927468099398,0.09172241563309634,0.17872118859197433,0.011084752021255737,0.18980594061323008,0.5890201483780745,0.8148148148148148,2242.4821565630955,0.46327749278341923,0.4857780618055581,0.514221938194442,pre_industrial,0.34884736837582686,0.6933827113513803,0.1888485974500163,0.010897158772539167,0.19974575622255547
1750,3390.124249556556,321.7434307772775,271.69625801610044,2.540890639923591,0.09490608812327839,0.08014345139463239,0.0007494977920812051,0.0808929491867136,0.7241527351408056,0.7468354430379747,1663.4795703142768,0.5681788858061663,0.4013874995162495,0.5986125004837505,pre_industrial,0.35170486594496375,0.7068404678849285,0.20270637107591996,0.019491920895361836,0.2221982919712818
1751,568.016191826447,215.61491527140154,129.0921775137276,9.461543005671077,0.37959290311442573,0.22726848172872285,0.016657171295148536,0.2439256530238714,0.79539542352486,0.8187919463087249,1338.8051214105678,0.7910494682764287,0.6439017103152492,0.35609828968475077,pre_industrial,0.315739328020844,0.7039160033978524,0.21303779680283688,0.02077239288290916,0.23381018968574602
1752,657.2689485055013,413.4011119648983,173.0008018174529,7.888895385095104,0.6289679634263723,0.2632115851674148,0.01200253777853477,0.27521412294594955,0.8088753540212524,0.8561643835616438,1656.3752978974564,0.5740716591233314,0.403721509014088,0.596278490985912,pre_industrial,0.3177044151104755,0.7081562919113917,0.20711660256769765,0.023137841735542345,0.23025444430324
1753,2382.076278659612,321.8805527998236,145.833664021164,3.1114004629629632,0.13512604767675404,0.061221240196062995,0.0013061716330569145,0.06252741182911992,0.6590013252727599,0.7445255474452555,2406.6469769620808,0.4357643108777074,0.34232497091683917,0.6576750290831608,pre_industrial,0.3099294873983671,0.698583224070673,0.20516675387428326,0.020933238451086435,0.2260999923253697
1754,628.9047564488673,221.13194808170746,154.83916022871105,54.38999007027191,0.351614367381059,0.24620446679878175,0.08648366785677833,0.3326881346555601,0.7025067126037333,0.8364779874213837,1988.2347862380511,0.5606173216640645,0.39852276968854533,0.6014772303114546,pre_industrial,0.2943542490554295,0.6899484861270686,0.192927220072396,0.021742167802103397,0.2146693878744994
1755,850.1547240947195,273.3635408564514,204.8201592342926,13.976387628554146,0.32154563529308194,0.2409210387584374,0.01643981646215845,0.2573608552205959,0.6614663033351675,0.9101796407185628,1292.331731807968,0.7054430489223357,0.5700490439403039,0.42995095605969613,pre_industrial,0.3034323374196378,0.7035859135322269,0.19400602829241428,0.021719524508351254,0.21572555280076555
1756,515.1511359260685,169.4236271552646,130.30505283874555,22.3494122491764,0.3288814006994237,0.25294528877336336,0.04338418512656421,0.2963294738999276,0.736197543548014,0.7956204379562044,1656.740964467548,0.4470210018315904,0.42844150180094476,0.5715584981990552,pre_industrial,0.312192058534828,0.7037100822611121,0.2049426102321668,0.022730406637516562,0.22767301686968336
