unit,unit_id,year_ref,cluster
page,1822_8_image,1822,2
page,1822_9_image,1822,2
page,1823_10_image,1823,2
page,1823_11_image,1823,2
page,1823_1_image,1823,2
page,1823_2_image,1823,1
page,1823_3_image,1823,2
page,1823_4_image,1823,3
page,1823_5_image,1823,3
page,1823_6_image,1823,3
page,1823_7_image,1823,3
page,1823_8_image,1823,4
page,1823_9_image,1823,2
page,1824_10_image,1824,2
page,1824_11_image,1824,1
page,1824_1_image,1824,2
page,1824_2_image,1824,1
page,1824_3_image,1824,1
page,1824_4_image,1824,1
page,1824_5_image,1824,1
page,1824_6_image,1824,2
page,1824_7_image,1824,1
page,1824_8_image,1824,4
page,1824_9_image,1824,2
page,1825_10_image,1825,2
page,1825_11_image,1825,2
page,1825_12_image,1825,2
page,1825_1_image,1825,3
page,1825_2_image,1825,1
page,1825_3_image,1825,1
page,1825_4_image,1825,1
page,1825_5_image,1825,3
page,1825_6_image,1825,1
page,1825_7_image,1825,3
page,1825_8_image,1825,3
page,1825_9_image,1825,2
page,1826_10_image,1826,2
page,1826_1_image,1826,3
page,1826_2_image,1826,1
page,1826_3_image,1826,3
page,1826_4_image,1826,2
page,1826_5_image,1826,3
page,1826_6_image,1826,3
page,1826_7_image,1826,2
page,1826_8_image,1826,2
page,1826_9_image,1826,2
page,1827_10_image,1827,2
page,1827_11_image,1827,2
page,1827_12_image,1827,2
page,1827_1_image,1827,2
page,1827_2_image,1827,3
page,1827_3_image,1827,1
page,1827_4_image,1827,0
page,1827_5_image,1827,3
page,1827_6_image,1827,2
page,1827_7_image,1827,3
page,1827_8_image,1827,3
page,1827_9_image,1827,4
page,1828_10_image,1828,2
page,1828_11_image,1828,2
page,1828_12_image,1828,2
page,1828_1_image,1828,2
page,1828_2_image,1828,2
page,1828_3_image,1828,1
page,1828_4_image,1828,2
page,1828_5_image,1828,3
page,1828_6_image,1828,2
page,1828_7_image,1828,3
page,1828_8_image,1828,3
page,1828_9_image,1828,4
page,1829_10_image,1829,3
page,1829_11_image,1829,2
page,1829_12_image,1829,2
page,1829_13_image,1829,2
page,1829_1_image,1829,2
page,1829_2_image,1829,2
page,1829_3_image,1829,1
page,1829_4_image,1829,2
page,1829_5_image,1829,3
page,1829_6_image,1829,2
page,1829_7_image,1829,3
page,1829_8_image,1829,3
page,1829_9_image,1829,4
page,1830_10_image,1830,2
page,1830_11_image,1830,2
page,1830_12_image,1830,2
page,1830_1_image,1830,2
page,1830_2_image,1830,1
page,1830_3_image,1830,3
page,1830_4_image,1830,3
page,1830_5_image,1830,2
page,1830_6_image,1830,3
page,1830_7_image,1830,3
page,1830_8_image,1830,4
page,1830_9_image,1830,3
page,1831_10_image,1831,2
page,1831_11_image,1831,3
page,1831_12_image,1831,2
page,1831_1_image,1831,2
page,1831_2_image,1831,1
page,1831_3_image,1831,3
page,1831_4_image,1831,2
page,1831_5_image,1831,2
page,1831_6_image,1831,3
page,1831_7_image,1831,3
page,1831_8_image,1831,4
page,1831_9_image,1831,3
page,1832_10_image,1832,3
page,1832_11_image,1832,2
page,1832_12_image,1832,3
page,1832_1_image,1832,2
page,1832_2_image,1832,2
page,1832_3_image,1832,1
page,1832_4_image,1832,3
page,1832_5_image,1832,3
page,1832_6_image,1832,2
page,1832_7_image,1832,3
page,1832_8_image,1832,2
page,1832_9_image,1832,4
page,1833_10_image,1833,4
page,1833_11_image,1833,3
page,1833_1_image,1833,2
page,1833_2_image,1833,2
page,1833_3_image,1833,1
page,1833_4_image,1833,3
page,1833_5_image,1833,3
page,1833_6_image,1833,2
page,1833_7_image,1833,3
page,1833_8_image,1833,3
page,1833_9_image,1833,3
page,1834_10_image,1834,2
page,1834_11_image,1834,4
page,1834_12_image,1834,3
page,1834_13_image,1834,2
page,1834_14_image,1834,3
page,1834_15_image,1834,2
page,1834_1_image,1834,2
page,1834_2_image,1834,3
page,1834_3_image,1834,3
page,1834_4_image,1834,1
page,1834_5_image,1834,0
page,1834_6_image,1834,3
page,1834_7_image,1834,2
page,1834_8_image,1834,2
page,1834_9_image,1834,3
page,1835_10_image,1835,2
page,1835_11_image,1835,2
page,1835_12_image,1835,2
page,1835_1_image,1835,2
page,1835_2_image,1835,1
page,1835_3_image,1835,0
page,1835_4_image,1835,3
page,1835_5_image,1835,2
page,1835_6_image,1835,2
page,1835_7_image,1835,3
page,1835_8_image,1835,4
page,1835_9_image,1835,3
page,1836_10_image,1836,3
page,1836_11_image,1836,2
page,1836_12_image,1836,3
page,1836_13_image,1836,2
page,1836_1_image,1836,2
page,1836_2_image,1836,1
page,1836_3_image,1836,0
page,1836_4_image,1836,2
page,1836_5_image,1836,2
page,1836_6_image,1836,2
page,1836_7_image,1836,3
page,1836_8_image,1836,3
page,1836_9_image,1836,4
page,1837_10_image,1837,3
page,1837_11_image,1837,2
page,1837_12_image,1837,3
page,1837_13_image,1837,2
page,1837_1_image,1837,2
page,1837_2_image,1837,1
page,1837_3_image,1837,0
page,1837_4_image,1837,2
page,1837_5_image,1837,2
page,1837_6_image,1837,2
page,1837_7_image,1837,3
page,1837_8_image,1837,2
page,1837_9_image,1837,4
page,1838_1_image,1838,2
page,1838_2_image,1838,1
page,1838_3_image,1838,0
page,1838_4_image,1838,3
page,1838_5_image,1838,2
page,1838_6_image,1838,3
page,1838_7_image,1838,3
page,1838_8_image,1838,4
page,1838_9_image,1838,2
page,1839_10_image,1839,3
page,1839_11_image,1839,3
page,1839_1_image,1839,2
page,1839_2_image,1839,3
page,1839_3_image,1839,1
page,1839_4_image,1839,0
page,1839_5_image,1839,3
page,1839_6_image,1839,3
page,1839_7_image,1839,3
page,1839_8_image,1839,2
page,1839_9_image,1839,2
page,1840_1_image,1840,2
page,1840_2_image,1840,0
page,1840_3_image,1840,3
page,1840_4_image,1840,3
page,1840_5_image,1840,3
page,1840_6_image,1840,2
page,1840_7_image,1840,3
page,1840_8_image,1840,2
page,1841_10_image,1841,3
page,1841_1_image,1841,3
page,1841_2_image,1841,2
page,1841_3_image,1841,0
page,1841_4_image,1841,2
page,1841_5_image,1841,2
page,1841_6_image,1841,2
page,1841_7_image,1841,2
page,1841_8_image,1841,3
page,1841_9_image,1841,3
page,1842_1_image,1842,2
page,1842_2_image,1842,0
page,1842_3_image,1842,2
page,1842_4_image,1842,2
page,1842_5_image,1842,2
page,1842_6_image,1842,2
page,1842_7_image,1842,2
page,1842_8_image,1842,2
page,1843_10_image,1843,2
page,1843_11_image,1843,2
page,1843_12_image,1843,3
page,1843_1_image,1843,2
page,1843_2_image,1843,2
page,1843_3_image,1843,0
page,1843_4_image,1843,2
page,1843_5_image,1843,2
page,1843_6_image,1843,2
page,1843_7_image,1843,2
page,1843_8_image,1843,2
page,1843_9_image,1843,2
page,1844_1_image,1844,2
page,1844_2_image,1844,0
page,1844_3_image,1844,3
page,1844_4_image,1844,2
page,1844_5_image,1844,2
page,1844_6_image,1844,2
page,1844_7_image,1844,2
page,1844_8_image,1844,2
page,1845_10_image,1845,2
page,1845_1_image,1845,3
page,1845_2_image,1845,2
page,1845_3_image,1845,0
page,1845_4_image,1845,2
page,1845_5_image,1845,2
page,1845_6_image,1845,2
page,1845_7_image,1845,2
page,1845_8_image,1845,2
page,1845_9_image,1845,3
page,1846_10_image,1846,2
page,1846_1_image,1846,3
page,1846_2_image,1846,2
page,1846_3_image,1846,0
page,1846_4_image,1846,2
page,1846_5_image,1846,2
page,1846_6_image,1846,3
page,1846_7_image,1846,2
page,1846_8_image,1846,2
page,1846_9_image,1846,2
page,1847_10_image,1847,3
page,1847_1_image,1847,3
page,1847_2_image,1847,2
page,1847_3_image,1847,0
page,1847_4_image,1847,2
page,1847_5_image,1847,3
page,1847_6_image,1847,2
page,1847_7_image,1847,2
page,1847_8_image,1847,2
page,1847_9_image,1847,2
page,1848_10_image,1848,2
page,1848_11_image,1848,3
page,1848_12_image,1848,2
page,1848_1_image,1848,3
page,1848_2_image,1848,2
page,1848_3_image,1848,0
page,1848_4_image,1848,3
page,1848_5_image,1848,2
page,1848_6_image,1848,2
page,1848_7_image,1848,2
page,1848_8_image,1848,2
page,1848_9_image,1848,2
page,1849_1_image,1849,0
page,1849_2_image,1849,3
page,1849_3_image,1849,2
page,1849_4_image,1849,2
page,1849_5_image,1849,2
page,1849_6_image,1849,2
page,1849_7_image,1849,2
page,1849_8_image,1849,2
page,1849_9_image,1849,2
page,1850_10_image,1850,2
page,1850_11_image,1850,3
page,1850_1_image,1850,3
page,1850_2_image,1850,2
page,1850_3_image,1850,0
page,1850_4_image,1850,2
page,1850_5_image,1850,2
page,1850_6_image,1850,2
page,1850_7_image,1850,2
page,1850_8_image,1850,3
page,1850_9_image,1850,2
page,1851_1_image,1851,3
page,1851_2_image,1851,0
page,1851_3_image,1851,3
page,1851_4_image,1851,2
page,1851_5_image,1851,3
page,1851_6_image,1851,2
page,1851_7_image,1851,2
page,1852_10_image,1852,2
page,1852_11_image,1852,2
page,1852_1_image,1852,2
page,1852_2_image,1852,2
page,1852_3_image,1852,2
page,1852_4_image,1852,3
page,1852_5_image,1852,2
page,1852_6_image,1852,0
page,1852_7_image,1852,2
page,1852_8_image,1852,2
page,1852_9_image,1852,2
page,1853_10_image,1853,3
page,1853_11_image,1853,2
page,1853_1_image,1853,2
page,1853_2_image,1853,2
page,1853_3_image,1853,2
page,1853_4_image,1853,2
page,1853_5_image,1853,1
page,1853_6_image,1853,0
page,1853_7_image,1853,2
page,1853_8_image,1853,2
page,1853_9_image,1853,2
page,1854_1_image,1854,2
page,1854_2_image,1854,2
page,1854_3_image,1854,2
page,1854_4_image,1854,2
page,1854_5_image,1854,0
page,1854_6_image,1854,2
page,1854_7_image,1854,2
page,1854_8_image,1854,2
page,1854_9_image,1854,2
page,1855_10_image,1855,4
page,1855_1_image,1855,2
page,1855_2_image,1855,2
page,1855_3_image,1855,2
page,1855_4_image,1855,2
page,1855_5_image,1855,0
page,1855_6_image,1855,2
page,1855_7_image,1855,2
page,1855_8_image,1855,2
page,1855_9_image,1855,2
page,1856_1_image,1856,2
page,1856_2_image,1856,2
page,1856_3_image,1856,3
page,1856_4_image,1856,2
page,1856_5_image,1856,0
page,1856_6_image,1856,2
page,1856_7_image,1856,2
page,1856_8_image,1856,2
page,1856_9_image,1856,3
page,1857_1_image,1857,2
page,1857_2_image,1857,2
page,1857_3_image,1857,10
page,1857_4_image,1857,2
page,1857_5_image,1857,2
page,1857_6_image,1857,2
page,1857_7_image,1857,2
page,1858_1_image,1858,2
page,1858_2_image,1858,5
page,1858_3_image,1858,10
page,1858_4_image,1858,2
page,1858_5_image,1858,2
page,1858_6_image,1858,2
page,1858_7_image,1858,2
page,1858_8_image,1858,2
page,1859_1_image,1859,5
page,1859_2_image,1859,10
page,1859_3_image,1859,2
page,1859_4_image,1859,2
page,1859_5_image,1859,3
page,1859_6_image,1859,2
page,1860_1_image,1860,9
page,1860_2_image,1860,5
page,1860_3_image,1860,10
page,1860_4_image,1860,3
page,1860_5_image,1860,2
page,1860_6_image,1860,2
page,1861_1_image,1861,9
page,1861_2_image,1861,5
page,1861_3_image,1861,10
page,1861_4_image,1861,2
page,1861_5_image,1861,2
page,1861_6_image,1861,3
page,1861_7_image,1861,3
page,1861_8_image,1861,2
page,1862_1_image,1862,9
page,1862_2_image,1862,5
page,1862_3_image,1862,10
page,1862_4_image,1862,2
page,1862_5_image,1862,3
page,1862_6_image,1862,3
page,1862_7_image,1862,2
page,1863_1_image,1863,9
page,1863_2_image,1863,5
page,1863_3_image,1863,10
page,1863_4_image,1863,2
page,1863_5_image,1863,2
page,1863_6_image,1863,3
page,1863_7_image,1863,2
page,1863_8_image,1863,2
page,1864_1_image,1864,9
page,1864_2_image,1864,5
page,1864_3_image,1864,10
page,1864_4_image,1864,2
page,1864_5_image,1864,3
page,1864_6_image,1864,2
page,1864_7_image,1864,3
page,1864_8_image,1864,2
page,1865_1_image,1865,5
page,1865_2_image,1865,10
page,1865_3_image,1865,2
page,1865_4_image,1865,3
page,1865_5_image,1865,3
page,1865_6_image,1865,2
page,1866_1_image,1866,9
page,1866_2_image,1866,5
page,1866_3_image,1866,10
page,1866_4_image,1866,3
page,1866_5_image,1866,3
page,1866_6_image,1866,2
page,1866_7_image,1866,2
page,1867_1_image,1867,9
page,1867_2_image,1867,5
page,1867_3_image,1867,10
page,1867_4_image,1867,2
page,1867_5_image,1867,2
page,1867_6_image,1867,3
page,1867_7_image,1867,2
page,1868_1_image,1868,9
page,1868_2_image,1868,5
page,1868_3_image,1868,10
page,1868_4_image,1868,2
page,1868_5_image,1868,2
page,1868_6_image,1868,3
page,1868_7_image,1868,3
page,1869_1_image,1869,9
page,1869_2_image,1869,8
page,1869_3_image,1869,2
page,1869_4_image,1869,5
page,1869_5_image,1869,10
page,1869_6_image,1869,2
page,1869_7_image,1869,3
page,1869_8_image,1869,2
page,1869_9_image,1869,3
page,1870_1_image,1870,9
page,1870_2_image,1870,8
page,1870_3_image,1870,5
page,1870_4_image,1870,10
page,1870_5_image,1870,3
page,1870_6_image,1870,2
page,1870_7_image,1870,2
page,1870_8_image,1870,2
page,1870_9_image,1870,2
page,1871_1_image,1871,9
page,1871_2_image,1871,8
page,1871_3_image,1871,5
page,1871_4_image,1871,10
page,1871_5_image,1871,3
page,1871_6_image,1871,3
page,1871_7_image,1871,2
page,1871_8_image,1871,2
page,1871_9_image,1871,2
page,1872_1_image,1872,9
page,1872_2_image,1872,8
page,1872_3_image,1872,5
page,1872_4_image,1872,10
page,1872_5_image,1872,2
page,1872_6_image,1872,3
page,1872_7_image,1872,2
page,1872_8_image,1872,2
page,1872_9_image,1872,2
page,1873_10_image,1873,9
page,1873_11_image,1873,5
page,1873_12_image,1873,10
page,1873_13_image,1873,2
page,1873_14_image,1873,3
page,1873_15_image,1873,2
page,1873_16_image,1873,2
page,1873_17_image,1873,8
page,1873_1_image,1873,9
page,1873_2_image,1873,8
page,1873_3_image,1873,5
page,1873_4_image,1873,10
page,1873_5_image,1873,2
page,1873_6_image,1873,3
page,1873_7_image,1873,2
page,1873_8_image,1873,2
page,1873_9_image,1873,3
page,1876_10_image,1876,2
page,1876_1_image,1876,9
page,1876_2_image,1876,8
page,1876_3_image,1876,5
page,1876_4_image,1876,10
page,1876_5_image,1876,2
page,1876_6_image,1876,2
page,1876_7_image,1876,3
page,1876_8_image,1876,2
page,1876_9_image,1876,2
page,1877_1_image,1877,9
page,1877_2_image,1877,8
page,1877_3_image,1877,5
page,1877_4_image,1877,10
page,1877_5_image,1877,3
page,1877_6_image,1877,2
page,1877_7_image,1877,2
page,1877_8_image,1877,2
page,1877_9_image,1877,2
page,1878_1_image,1878,9
page,1878_2_image,1878,8
page,1878_3_image,1878,5
page,1878_4_image,1878,10
page,1878_5_image,1878,2
page,1878_6_image,1878,2
page,1878_7_image,1878,2
page,1878_8_image,1878,2
page,1879_1_image,1879,9
page,1879_2_image,1879,8
page,1879_3_image,1879,5
page,1879_4_image,1879,10
page,1879_5_image,1879,2
page,1879_6_image,1879,2
page,1879_7_image,1879,2
page,1879_8_image,1879,2
page,1879_9_image,1879,2
page,1880_1_image,1880,9
page,1880_2_image,1880,8
page,1880_3_image,1880,5
page,1880_4_image,1880,10
page,1880_5_image,1880,2
page,1880_6_image,1880,2
page,1880_7_image,1880,2
page,1880_8_image,1880,2
page,1881_10_image,1881,8
page,1881_11_image,1881,3
page,1881_12_image,1881,3
page,1881_1_image,1881,9
page,1881_2_image,1881,8
page,1881_3_image,1881,5
page,1881_4_image,1881,10
page,1881_5_image,1881,2
page,1881_6_image,1881,2
page,1881_7_image,1881,2
page,1881_8_image,1881,2
page,1881_9_image,1881,3
page,1882_10_image,1882,2
page,1882_1_image,1882,9
page,1882_2_image,1882,8
page,1882_3_image,1882,2
page,1882_4_image,1882,2
page,1882_5_image,1882,2
page,1882_6_image,1882,2
page,1882_7_image,1882,3
page,1882_8_image,1882,3
page,1882_9_image,1882,2
page,1883_1_image,1883,2
page,1883_2_image,1883,6
page,1883_3_image,1883,6
page,1883_4_image,1883,6
page,1883_5_image,1883,2
page,1884_1_image,1884,2
page,1884_2_image,1884,6
page,1884_3_image,1884,6
page,1884_4_image,1884,6
page,1884_5_image,1884,2
page,1885_1_image,1885,6
page,1886_1_image,1886,2
page,1889_1_image,1889,2
page,1889_2_image,1889,6
page,1889_3_image,1889,6
page,1889_4_image,1889,6
page,1889_5_image,1889,2
page,1891_1_image,1891,3
page,1891_2_image,1891,6
page,1891_3_image,1891,6
page,1891_4_image,1891,6
page,1891_5_image,1891,2
page,1891_6_image,1891,6
page,1891_7_image,1891,6
page,1891_8_image,1891,2
page,1892_1_image,1892,2
page,1892_2_image,1892,6
page,1892_3_image,1892,6
page,1892_4_image,1892,2
page,1893_10_image,1893,3
page,1893_1_image,1893,2
page,1893_2_image,1893,6
page,1893_3_image,1893,6
page,1893_4_image,1893,2
page,1893_5_image,1893,3
page,1893_6_image,1893,3
page,1893_7_image,1893,6
page,1893_8_image,1893,2
page,1893_9_image,1893,2
page,1894_1_image,1894,3
page,1894_2_image,1894,3
page,1894_3_image,1894,6
page,1894_4_image,1894,2
page,1894_5_image,1894,2
page,1894_6_image,1894,3
page,1895_1_image,1895,3
page,1895_2_image,1895,3
page,1895_3_image,1895,6
page,1895_4_image,1895,2
page,1895_5_image,1895,2
page,1895_6_image,1895,3
page,1896_1_image,1896,3
page,1896_2_image,1896,3
page,1896_3_image,1896,6
page,1896_4_image,1896,2
page,1896_5_image,1896,2
page,1896_6_image,1896,3
page,1897_1_image,1897,3
page,1897_2_image,1897,3
page,1897_3_image,1897,6
page,1897_4_image,1897,2
page,1897_5_image,1897,2
page,1897_6_image,1897,3
page,1898_1_image,1898,3
page,1898_2_image,1898,3
page,1898_3_image,1898,6
page,1898_4_image,1898,2
page,1898_5_image,1898,2
page,1898_6_image,1898,3
page,1899_1_image,1899,3
page,1899_2_image,1899,3
page,1899_3_image,1899,6
page,1899_4_image,1899,2
page,1899_5_image,1899,2
page,1899_6_image,1899,3
page,1900_1_image,1900,3
page,1900_2_image,1900,3
page,1900_3_image,1900,6
page,1900_4_image,1900,2
page,1900_5_image,1900,2
page,1900_6_image,1900,3
