era,term,relative_freq
post_1840,catstreet,0.0
pre_1760,cattle,4.822879741493646e-05
industrial_1760_1840,cattle,0.0
post_1840,cattle,3.5355678121906375e-05
pre_1760,cau,7.234319612240469e-05
industrial_1760_1840,cau,1.2236307571827126e-05
post_1840,cau,0.0
pre_1760,caution,0.0002411439870746823
industrial_1760_1840,caution,0.00011012676814644413
post_1840,caution,0.001308160090510536
pre_1760,caution fund,0.0
industrial_1760_1840,caution fund,7.341784543096275e-05
post_1840,caution fund,0.0005303351718285957
pre_1760,caution money,0.0
industrial_1760_1840,caution money,2.447261514365425e-05
post_1840,caution money,0.0004949794937066893
pre_1760,cautions,4.822879741493646e-05
industrial_1760_1840,cautions,2.447261514365425e-05
post_1840,cautions,0.0
pre_1760,cc,7.234319612240469e-05
industrial_1760_1840,cc,1.2236307571827126e-05
post_1840,cc,0.0
pre_1760,cease,0.0
industrial_1760_1840,cease,2.447261514365425e-05
post_1840,cease,3.5355678121906375e-05
pre_1760,ced,0.0
industrial_1760_1840,ced,2.447261514365425e-05
post_1840,ced,3.5355678121906375e-05
pre_1760,cedentis,4.822879741493646e-05
industrial_1760_1840,cedentis,7.341784543096275e-05
post_1840,cedentis,0.0
pre_1760,cell,0.0
industrial_1760_1840,cell,4.89452302873085e-05
post_1840,cell,3.5355678121906375e-05
pre_1760,cellar,0.00016880079095227762
industrial_1760_1840,cellar,2.447261514365425e-05
post_1840,cellar,3.5355678121906375e-05
pre_1760,cent,0.00014468639224480938
industrial_1760_1840,cent,0.0006240516861631834
post_1840,cent,0.002227407721680102
pre_1760,cent april,0.0
industrial_1760_1840,cent april,2.447261514365425e-05
post_1840,cent april,3.5355678121906375e-05
pre_1760,cent july,2.411439870746823e-05
industrial_1760_1840,cent july,2.447261514365425e-05
post_1840,cent july,0.00021213406873143826
pre_1760,cent mids,2.411439870746823e-05
industrial_1760_1840,cent mids,2.447261514365425e-05
post_1840,cent mids,0.0
pre_1760,certificate,0.00012057199353734115
industrial_1760_1840,certificate,1.2236307571827126e-05
post_1840,certificate,0.0
pre_1760,ch,0.0006028599676867057
industrial_1760_1840,ch,0.0005261612255885664
post_1840,ch,0.0002474897468533447
pre_1760,ch ch,0.00012057199353734115
industrial_1760_1840,ch ch,7.341784543096275e-05
post_1840,ch ch,0.0
pre_1760,ch mr,2.411439870746823e-05
industrial_1760_1840,ch mr,2.447261514365425e-05
post_1840,ch mr,3.5355678121906375e-05
pre_1760,cha,2.411439870746823e-05
industrial_1760_1840,cha,0.000195780921149234
post_1840,cha,0.0
pre_1760,chace,0.0007957751573464516
industrial_1760_1840,chace,0.000868777837599726
post_1840,chace,0.0
pre_1760,chace hill,0.0007957751573464516
industrial_1760_1840,chace hill,0.0008075962997405903
post_1840,chace hill,0.0
pre_1760,chad,2.411439870746823e-05
industrial_1760_1840,chad,2.447261514365425e-05
post_1840,chad,0.0
pre_1760,chad hill,2.411439870746823e-05
industrial_1760_1840,chad hill,2.447261514365425e-05
post_1840,chad hill,0.0
pre_1760,chair,0.0
industrial_1760_1840,chair,2.447261514365425e-05
post_1840,chair,7.071135624381275e-05
pre_1760,chairs,2.411439870746823e-05
industrial_1760_1840,chairs,2.447261514365425e-05
post_1840,chairs,0.0
pre_1760,chamber,2.411439870746823e-05
industrial_1760_1840,chamber,2.447261514365425e-05
post_1840,chamber,3.5355678121906375e-05
pre_1760,chan,2.411439870746823e-05
industrial_1760_1840,chan,4.89452302873085e-05
post_1840,chan,3.5355678121906375e-05
pre_1760,chancel,2.411439870746823e-05
industrial_1760_1840,chancel,0.0005751064558758748
post_1840,chancel,0.0019092066185829445
pre_1760,chancel kidlington,0.0
industrial_1760_1840,chancel kidlington,3.6708922715481375e-05
post_1840,chancel kidlington,0.00017677839060953188
pre_1760,chancel mr,0.0
industrial_1760_1840,chancel mr,2.447261514365425e-05
post_1840,chancel mr,0.000282845424975251
pre_1760,chancel repairs,0.0
industrial_1760_1840,chancel repairs,3.6708922715481375e-05
post_1840,chancel repairs,0.00010606703436571913
pre_1760,chancel windows,0.0
industrial_1760_1840,chancel windows,4.89452302873085e-05
post_1840,chancel windows,3.5355678121906375e-05
pre_1760,chancell,4.822879741493646e-05
industrial_1760_1840,chancell,0.0
post_1840,chancell,3.5355678121906375e-05
pre_1760,chancellor,2.411439870746823e-05
industrial_1760_1840,chancellor,3.6708922715481375e-05
post_1840,chancellor,0.0
pre_1760,chancery,2.411439870746823e-05
industrial_1760_1840,chancery,2.447261514365425e-05
post_1840,chancery,0.0001414227124876255
pre_1760,chandler,9.645759482987291e-05
industrial_1760_1840,chandler,0.0002569624590083696
post_1840,chandler,0.0
pre_1760,chandler pd,2.411439870746823e-05
industrial_1760_1840,chandler pd,2.447261514365425e-05
post_1840,chandler pd,0.0
pre_1760,chandler ye,4.822879741493646e-05
industrial_1760_1840,chandler ye,2.447261514365425e-05
post_1840,chandler ye,0.0
pre_1760,channing,2.411439870746823e-05
industrial_1760_1840,channing,0.0
post_1840,channing,0.0001414227124876255
pre_1760,chap,0.00019291518965974583
industrial_1760_1840,chap,0.00020801722872106114
post_1840,chap,3.5355678121906375e-05
pre_1760,chap oct,7.234319612240469e-05
industrial_1760_1840,chap oct,6.118153785913563e-05
post_1840,chap oct,0.0
pre_1760,chapel,0.0004099447780269599
industrial_1760_1840,chapel,0.0008565415300278988
post_1840,chapel,0.004313392730872578
pre_1760,chapel clerk,0.0
industrial_1760_1840,chapel clerk,7.341784543096275e-05
post_1840,chapel clerk,0.0006717578843162212
pre_1760,chapel mr,0.0
industrial_1760_1840,chapel mr,4.89452302873085e-05
post_1840,chapel mr,7.071135624381275e-05
pre_1760,chapell,0.0003617159806120234
industrial_1760_1840,chapell,0.0
post_1840,chapell,3.5355678121906375e-05
pre_1760,chaplain,0.0
industrial_1760_1840,chaplain,9.7890460574617e-05
post_1840,chaplain,3.5355678121906375e-05
pre_1760,chaple,0.0
industrial_1760_1840,chaple,2.447261514365425e-05
post_1840,chaple,3.5355678121906375e-05
pre_1760,chapp,0.0
industrial_1760_1840,chapp,2.447261514365425e-05
post_1840,chapp,3.5355678121906375e-05
pre_1760,chappel,0.0005546311702717693
industrial_1760_1840,chappel,4.89452302873085e-05
post_1840,chappel,3.5355678121906375e-05
pre_1760,chappell,0.00033760158190455523
industrial_1760_1840,chappell,2.447261514365425e-05
post_1840,chappell,0.0
pre_1760,chapple,0.00045817357544189637
industrial_1760_1840,chapple,4.89452302873085e-05
post_1840,chapple,3.5355678121906375e-05
pre_1760,chapter,2.411439870746823e-05
industrial_1760_1840,chapter,1.2236307571827126e-05
post_1840,chapter,0.0001414227124876255
pre_1760,charge,0.00014468639224480938
industrial_1760_1840,charge,0.00012236307571827126
post_1840,charge,0.00017677839060953188
pre_1760,charged,4.822879741493646e-05
industrial_1760_1840,charged,0.00012236307571827126
post_1840,charged,0.0004949794937066893
pre_1760,charged mr,0.0
industrial_1760_1840,charged mr,2.447261514365425e-05
post_1840,charged mr,3.5355678121906375e-05
pre_1760,charges,0.00016880079095227762
industrial_1760_1840,charges,0.00018354461357740688
post_1840,charges,0.003429500777824919
pre_1760,charity,2.411439870746823e-05
industrial_1760_1840,charity,6.118153785913563e-05
post_1840,charity,7.071135624381275e-05
pre_1760,charles,4.822879741493646e-05
industrial_1760_1840,charles,0.00012236307571827126
post_1840,charles,0.0019092066185829445
pre_1760,chas,0.0
industrial_1760_1840,chas,4.89452302873085e-05
post_1840,chas,0.00010606703436571913
pre_1760,chase,0.0006510887651016422
industrial_1760_1840,chase,0.000881014145171553
post_1840,chase,0.0009546033092914723
pre_1760,chase file,0.0
industrial_1760_1840,chase file,2.447261514365425e-05
post_1840,chase file,3.5355678121906375e-05
pre_1760,chase hile,0.0
industrial_1760_1840,chase hile,3.6708922715481375e-05
post_1840,chase hile,3.5355678121906375e-05
pre_1760,chase hill,0.0006510887651016422
industrial_1760_1840,chase hill,0.0007097058391659733
post_1840,chase hill,0.0006364022061943148
pre_1760,chave,2.411439870746823e-05
industrial_1760_1840,chave,2.447261514365425e-05
post_1840,chave,0.0
pre_1760,chave hill,2.411439870746823e-05
industrial_1760_1840,chave hill,2.447261514365425e-05
post_1840,chave hill,0.0
pre_1760,chaw,0.00016880079095227762
industrial_1760_1840,chaw,1.2236307571827126e-05
post_1840,chaw,0.0
pre_1760,chaw hill,0.00014468639224480938
industrial_1760_1840,chaw hill,1.2236307571827126e-05
post_1840,chaw hill,0.0
pre_1760,chest,9.645759482987291e-05
industrial_1760_1840,chest,0.0005995790710195292
post_1840,chest,3.5355678121906375e-05
pre_1760,chichester,7.234319612240469e-05
industrial_1760_1840,chichester,1.2236307571827126e-05
post_1840,chichester,0.0
pre_1760,children,4.822879741493646e-05
industrial_1760_1840,children,3.6708922715481375e-05
post_1840,children,7.071135624381275e-05
pre_1760,chimney,0.0
industrial_1760_1840,chimney,8.565415300278988e-05
post_1840,chimney,0.00021213406873143826
pre_1760,christ,7.234319612240469e-05
industrial_1760_1840,christ,2.447261514365425e-05
post_1840,christ,0.0
pre_1760,christi,0.0004822879741493646
industrial_1760_1840,christi,0.0003793255347266409
post_1840,christi,0.0002474897468533447
pre_1760,christi coll,0.000313487183197087
industrial_1760_1840,christi coll,0.00020801722872106114
post_1840,christi coll,0.0
pre_1760,christmas,0.00012057199353734115
industrial_1760_1840,christmas,0.0001468356908619255
post_1840,christmas,0.0005303351718285957
pre_1760,church,4.822879741493646e-05
industrial_1760_1840,church,0.00031814399686750527
post_1840,church,0.0025809645028991657
pre_1760,church mr,0.0
industrial_1760_1840,church mr,2.447261514365425e-05
post_1840,church mr,7.071135624381275e-05
pre_1760,church rate,0.0
industrial_1760_1840,church rate,6.118153785913563e-05
post_1840,church rate,0.00038891245934097015
pre_1760,church rates,0.0
industrial_1760_1840,church rates,1.2236307571827126e-05
post_1840,church rates,7.071135624381275e-05
pre_1760,churches,0.0
industrial_1760_1840,churches,3.6708922715481375e-05
post_1840,churches,0.0007778249186819403
pre_1760,churchill,0.00016880079095227762
industrial_1760_1840,churchill,2.447261514365425e-05
post_1840,churchill,3.5355678121906375e-05
pre_1760,churchyard,2.411439870746823e-05
industrial_1760_1840,churchyard,0.0
post_1840,churchyard,7.071135624381275e-05
pre_1760,cinitati,2.411439870746823e-05
industrial_1760_1840,cinitati,2.447261514365425e-05
post_1840,cinitati,0.0
pre_1760,circuit,2.411439870746823e-05
industrial_1760_1840,circuit,1.2236307571827126e-05
post_1840,circuit,3.5355678121906375e-05
pre_1760,citation,9.645759482987291e-05
industrial_1760_1840,citation,6.118153785913563e-05
post_1840,citation,0.0
pre_1760,city,0.00019291518965974583
industrial_1760_1840,city,0.0008932504527433802
post_1840,city,0.0013435157686324424
pre_1760,city leases,2.411439870746823e-05
industrial_1760_1840,city leases,7.341784543096275e-05
post_1840,city leases,0.0
pre_1760,city oxford,9.645759482987291e-05
industrial_1760_1840,city oxford,0.00012236307571827126
post_1840,city oxford,0.0
pre_1760,city premises,0.0
industrial_1760_1840,city premises,8.565415300278988e-05
post_1840,city premises,0.00038891245934097015
pre_1760,city viewers,4.822879741493646e-05
industrial_1760_1840,city viewers,2.447261514365425e-05
post_1840,city viewers,0.0
pre_1760,city water,0.0
industrial_1760_1840,city water,1.2236307571827126e-05
post_1840,city water,7.071135624381275e-05
pre_1760,city works,0.0
industrial_1760_1840,city works,0.00026919876658019673
post_1840,city works,0.0007071135624381275
pre_1760,civitat,0.0
industrial_1760_1840,civitat,6.118153785913563e-05
post_1840,civitat,3.5355678121906375e-05
pre_1760,civitat oxon,0.0
industrial_1760_1840,civitat oxon,6.118153785913563e-05
post_1840,civitat oxon,3.5355678121906375e-05
pre_1760,civitate,9.645759482987291e-05
industrial_1760_1840,civitate,7.341784543096275e-05
post_1840,civitate,0.0002474897468533447
pre_1760,civitate oxon,7.234319612240469e-05
industrial_1760_1840,civitate oxon,4.89452302873085e-05
post_1840,civitate oxon,0.00021213406873143826
pre_1760,civitati,0.0009886903470061974
industrial_1760_1840,civitati,0.0007464147618814547
post_1840,civitati,0.00042426813746287653
pre_1760,civitati oxon,0.0008922327521763244
industrial_1760_1840,civitati oxon,0.0006607606088786648
post_1840,civitati oxon,0.00035355678121906376
pre_1760,clare,2.411439870746823e-05
industrial_1760_1840,clare,2.447261514365425e-05
post_1840,clare,0.0
pre_1760,clark,0.00038583037931949165
industrial_1760_1840,clark,4.89452302873085e-05
post_1840,clark,0.0001414227124876255
pre_1760,clarke,0.0008922327521763244
industrial_1760_1840,clarke,2.447261514365425e-05
post_1840,clarke,7.071135624381275e-05
pre_1760,clarks,4.822879741493646e-05
industrial_1760_1840,clarks,0.0
post_1840,clarks,3.5355678121906375e-05
pre_1760,clayton,0.0
industrial_1760_1840,clayton,3.6708922715481375e-05
post_1840,clayton,0.0001414227124876255
pre_1760,clean,7.234319612240469e-05
industrial_1760_1840,clean,0.0
post_1840,clean,7.071135624381275e-05
pre_1760,cleaning,0.00045817357544189637
industrial_1760_1840,cleaning,0.0008565415300278988
post_1840,cleaning,0.00042426813746287653
pre_1760,cleaning chancel,0.0
industrial_1760_1840,cleaning chancel,1.2236307571827126e-05
post_1840,cleaning chancel,0.00010606703436571913
pre_1760,cleaning chap,2.411439870746823e-05
industrial_1760_1840,cleaning chap,0.00015907199843375264
post_1840,cleaning chap,0.0
pre_1760,cleaning chapel,4.822879741493646e-05
industrial_1760_1840,cleaning chapel,0.00031814399686750527
post_1840,cleaning chapel,3.5355678121906375e-05
pre_1760,cleaning chappel,7.234319612240469e-05
industrial_1760_1840,cleaning chappel,1.2236307571827126e-05
post_1840,cleaning chappel,0.0
pre_1760,cleaning library,0.0
industrial_1760_1840,cleaning library,2.447261514365425e-05
post_1840,cleaning library,3.5355678121906375e-05
pre_1760,cleansing,0.0005064023728568328
industrial_1760_1840,cleansing,4.89452302873085e-05
post_1840,cleansing,0.0001414227124876255
pre_1760,cleansing chapel,2.411439870746823e-05
industrial_1760_1840,cleansing chapel,2.447261514365425e-05
post_1840,cleansing chapel,0.0
pre_1760,clear,2.411439870746823e-05
industrial_1760_1840,clear,0.0005016886104449121
post_1840,clear,3.5355678121906375e-05
pre_1760,clearing,9.645759482987291e-05
industrial_1760_1840,clearing,6.118153785913563e-05
post_1840,clearing,0.0
pre_1760,cler,0.0
industrial_1760_1840,cler,0.00012236307571827126
post_1840,cler,0.0003182011030971574
pre_1760,cler ad,0.0
industrial_1760_1840,cler ad,0.00012236307571827126
post_1840,cler ad,0.0003182011030971574
pre_1760,clergy,0.0
industrial_1760_1840,clergy,8.565415300278988e-05
post_1840,clergy,0.0007071135624381275
pre_1760,clergy university,0.0
industrial_1760_1840,clergy university,1.2236307571827126e-05
post_1840,clergy university,0.00038891245934097015
pre_1760,cleri,0.0
industrial_1760_1840,cleri,2.447261514365425e-05
post_1840,cleri,3.5355678121906375e-05
pre_1760,cleri ad,0.0
industrial_1760_1840,cleri ad,2.447261514365425e-05
post_1840,cleri ad,3.5355678121906375e-05
pre_1760,clerico,0.00014468639224480938
industrial_1760_1840,clerico,0.0
post_1840,clerico,3.5355678121906375e-05
pre_1760,clerk,0.0004099447780269599
industrial_1760_1840,clerk,0.000489452302873085
post_1840,clerk,0.0013435157686324424
pre_1760,clerk com,0.0
industrial_1760_1840,clerk com,1.2236307571827126e-05
post_1840,clerk com,0.00010606703436571913
pre_1760,clerk corn,0.0
industrial_1760_1840,clerk corn,3.6708922715481375e-05
post_1840,clerk corn,0.00038891245934097015
pre_1760,clerk market,0.00014468639224480938
industrial_1760_1840,clerk market,1.2236307571827126e-05
post_1840,clerk market,0.0
pre_1760,clerk office,0.0
industrial_1760_1840,clerk office,4.89452302873085e-05
post_1840,clerk office,3.5355678121906375e-05
pre_1760,clerk st,2.411439870746823e-05
industrial_1760_1840,clerk st,2.447261514365425e-05
post_1840,clerk st,3.5355678121906375e-05
pre_1760,clerke,2.411439870746823e-05
industrial_1760_1840,clerke,4.89452302873085e-05
post_1840,clerke,3.5355678121906375e-05
pre_1760,clerks,2.411439870746823e-05
industrial_1760_1840,clerks,9.7890460574617e-05
post_1840,clerks,0.0006364022061943148
pre_1760,clifton,0.003351901420338084
industrial_1760_1840,clifton,0.0023004258235034994
post_1840,clifton,0.0006717578843162212
pre_1760,clifton ferry,0.0021944102823796088
industrial_1760_1840,clifton ferry,0.0017253193676276246
post_1840,clifton ferry,0.000565690849950502
pre_1760,clifton forry,9.645759482987291e-05
industrial_1760_1840,clifton forry,2.447261514365425e-05
post_1840,clifton forry,0.0
pre_1760,clifton henry,0.00019291518965974583
industrial_1760_1840,clifton henry,0.00011012676814644413
post_1840,clifton henry,0.0
pre_1760,clifton perry,0.0002411439870746823
industrial_1760_1840,clifton perry,0.00011012676814644413
post_1840,clifton perry,0.0
pre_1760,clinchard,0.0
industrial_1760_1840,clinchard,8.565415300278988e-05
post_1840,clinchard,7.071135624381275e-05
pre_1760,clinkard,0.0
industrial_1760_1840,clinkard,0.00031814399686750527
post_1840,clinkard,0.0007071135624381275
pre_1760,clock,0.0
industrial_1760_1840,clock,0.00022025353629288825
post_1840,clock,7.071135624381275e-05
pre_1760,close,0.0
industrial_1760_1840,close,0.0007953599921687632
post_1840,close,0.00487908358082308
pre_1760,closes,0.0
industrial_1760_1840,closes,0.0004772159953012579
post_1840,closes,3.5355678121906375e-05
pre_1760,cloth,0.0002411439870746823
industrial_1760_1840,cloth,1.2236307571827126e-05
post_1840,cloth,0.0
pre_1760,cloths,9.645759482987291e-05
industrial_1760_1840,cloths,6.118153785913563e-05
post_1840,cloths,0.0
pre_1760,clutterbuck,0.0
industrial_1760_1840,clutterbuck,6.118153785913563e-05
post_1840,clutterbuck,0.0006364022061943148
pre_1760,coach,4.822879741493646e-05
industrial_1760_1840,coach,4.89452302873085e-05
post_1840,coach,0.0
pre_1760,coach hire,4.822879741493646e-05
industrial_1760_1840,coach hire,2.447261514365425e-05
post_1840,coach hire,0.0
pre_1760,coal,0.0
industrial_1760_1840,coal,6.118153785913563e-05
post_1840,coal,0.0004596238155847829
pre_1760,coals,0.0
industrial_1760_1840,coals,9.7890460574617e-05
post_1840,coals,0.0008131805968038467
pre_1760,coals poor,0.0
industrial_1760_1840,coals poor,2.447261514365425e-05
post_1840,coals poor,0.000282845424975251
pre_1760,coat,0.0
industrial_1760_1840,coat,0.0003303803044393324
post_1840,coat,0.000565690849950502
pre_1760,coat school,0.0
industrial_1760_1840,coat school,0.0003303803044393324
post_1840,coat school,0.0004949794937066893
pre_1760,coffee,9.645759482987291e-05
industrial_1760_1840,coffee,0.00012236307571827126
post_1840,coffee,3.5355678121906375e-05
pre_1760,coffins,2.411439870746823e-05
industrial_1760_1840,coffins,3.6708922715481375e-05
post_1840,coffins,0.0
pre_1760,cogges,4.822879741493646e-05
industrial_1760_1840,cogges,3.6708922715481375e-05
post_1840,cogges,0.0
pre_1760,cogno,0.00019291518965974583
industrial_1760_1840,cogno,4.89452302873085e-05
post_1840,cogno,0.0
pre_1760,col,4.822879741493646e-05
industrial_1760_1840,col,0.0001468356908619255
post_1840,col,0.00038891245934097015
pre_1760,cole,2.411439870746823e-05
industrial_1760_1840,cole,0.0008565415300278988
post_1840,cole,0.001131381699901004
pre_1760,cole mr,0.0
industrial_1760_1840,cole mr,7.341784543096275e-05
post_1840,cole mr,3.5355678121906375e-05
pre_1760,coll,0.009452844293327546
industrial_1760_1840,coll,0.007366257158239929
post_1840,coll,0.006257955027577429
pre_1760,coll ad,0.00012057199353734115
industrial_1760_1840,coll ad,0.00017130830600557977
post_1840,coll ad,0.0
pre_1760,coll adis,0.00012057199353734115
industrial_1760_1840,coll adis,0.0001468356908619255
post_1840,coll adis,0.0
pre_1760,coll aedis,7.234319612240469e-05
industrial_1760_1840,coll aedis,0.000293671381723851
post_1840,coll aedis,0.0
pre_1760,coll bal,7.234319612240469e-05
industrial_1760_1840,coll bal,3.6708922715481375e-05
post_1840,coll bal,0.0
pre_1760,coll baliol,0.00038583037931949165
industrial_1760_1840,coll baliol,1.2236307571827126e-05
post_1840,coll baliol,0.0
pre_1760,coll ball,0.00038583037931949165
industrial_1760_1840,coll ball,0.00040379814987029513
post_1840,coll ball,0.000742469240560034
pre_1760,coll balliol,0.00016880079095227762
industrial_1760_1840,coll balliol,0.0004405070725857765
post_1840,coll balliol,0.0003182011030971574
pre_1760,coll bapt,0.00012057199353734115
industrial_1760_1840,coll bapt,0.0004160344574421223
post_1840,coll bapt,0.00021213406873143826
pre_1760,coll bell,4.822879741493646e-05
industrial_1760_1840,coll bell,4.89452302873085e-05
post_1840,coll bell,0.0
pre_1760,coll business,9.645759482987291e-05
industrial_1760_1840,coll business,2.447261514365425e-05
post_1840,coll business,7.071135624381275e-05
pre_1760,coll di,0.0
industrial_1760_1840,coll di,2.447261514365425e-05
post_1840,coll di,0.0003182011030971574
pre_1760,coll dis,0.0002652583857821505
industrial_1760_1840,coll dis,0.00018354461357740688
post_1840,coll dis,0.0
pre_1760,coll gate,2.411439870746823e-05
industrial_1760_1840,coll gate,3.6708922715481375e-05
post_1840,coll gate,0.0
pre_1760,coll jes,2.411439870746823e-05
industrial_1760_1840,coll jes,4.89452302873085e-05
post_1840,coll jes,0.0
pre_1760,coll jo,0.0
industrial_1760_1840,coll jo,0.00013459938329009837
post_1840,coll jo,0.0004949794937066893
pre_1760,coll joh,7.234319612240469e-05
industrial_1760_1840,coll joh,8.565415300278988e-05
post_1840,coll joh,0.0
pre_1760,coll mayor,7.234319612240469e-05
industrial_1760_1840,coll mayor,3.6708922715481375e-05
post_1840,coll mayor,0.0
pre_1760,coll mayors,0.00016880079095227762
industrial_1760_1840,coll mayors,3.6708922715481375e-05
post_1840,coll mayors,0.0
pre_1760,coll odis,4.822879741493646e-05
industrial_1760_1840,coll odis,4.89452302873085e-05
post_1840,coll odis,0.0
pre_1760,coll om,2.411439870746823e-05
industrial_1760_1840,coll om,6.118153785913563e-05
post_1840,coll om,3.5355678121906375e-05
pre_1760,coll omn,0.000530516771564301
industrial_1760_1840,coll omn,0.0007341784543096275
post_1840,coll omn,0.0008131805968038467
pre_1760,coll omnium,0.0005546311702717693
industrial_1760_1840,coll omnium,0.00011012676814644413
post_1840,coll omnium,3.5355678121906375e-05
pre_1760,coll plate,2.411439870746823e-05
industrial_1760_1840,coll plate,0.0
post_1840,coll plate,0.00017677839060953188
pre_1760,coll pro,0.000626974366394174
industrial_1760_1840,coll pro,0.00036708922715481375
post_1840,coll pro,0.0
pre_1760,coll share,2.411439870746823e-05
industrial_1760_1840,coll share,8.565415300278988e-05
post_1840,coll share,3.5355678121906375e-05
pre_1760,coll smith,2.411439870746823e-05
industrial_1760_1840,coll smith,3.6708922715481375e-05
post_1840,coll smith,0.0
pre_1760,coll st,0.0004822879741493646
industrial_1760_1840,coll st,6.118153785913563e-05
post_1840,coll st,0.0
pre_1760,coll xmas,0.0
industrial_1760_1840,coll xmas,2.447261514365425e-05
post_1840,coll xmas,0.00021213406873143826
pre_1760,coll xti,7.234319612240469e-05
industrial_1760_1840,coll xti,6.118153785913563e-05
post_1840,coll xti,0.0
pre_1760,colle,4.822879741493646e-05
industrial_1760_1840,colle,4.89452302873085e-05
post_1840,colle,0.0
pre_1760,collecting,4.822879741493646e-05
industrial_1760_1840,collecting,1.2236307571827126e-05
post_1840,collecting,0.0005303351718285957
pre_1760,collection,7.234319612240469e-05
industrial_1760_1840,collection,6.118153785913563e-05
post_1840,collection,0.00038891245934097015
pre_1760,collector,0.0
industrial_1760_1840,collector,9.7890460574617e-05
post_1840,collector,0.00010606703436571913
pre_1760,colleg,7.234319612240469e-05
industrial_1760_1840,colleg,0.0
post_1840,colleg,0.00010606703436571913
pre_1760,college,0.0011816055366659433
industrial_1760_1840,college,0.003401693504967941
post_1840,college,0.008662141139867062
pre_1760,college building,0.0
industrial_1760_1840,college building,1.2236307571827126e-05
post_1840,college building,0.00021213406873143826
pre_1760,college business,4.822879741493646e-05
industrial_1760_1840,college business,3.6708922715481375e-05
post_1840,college business,0.0
pre_1760,college college,0.0
industrial_1760_1840,college college,4.89452302873085e-05
post_1840,college college,0.00021213406873143826
pre_1760,college gardener,0.0
industrial_1760_1840,college gardener,0.00022025353629288825
post_1840,college gardener,0.0004949794937066893
pre_1760,college gate,4.822879741493646e-05
industrial_1760_1840,college gate,6.118153785913563e-05
post_1840,college gate,0.0
pre_1760,college kidlington,2.411439870746823e-05
industrial_1760_1840,college kidlington,2.447261514365425e-05
post_1840,college kidlington,3.5355678121906375e-05
pre_1760,college lamps,2.411439870746823e-05
industrial_1760_1840,college lamps,2.447261514365425e-05
post_1840,college lamps,0.0
pre_1760,college land,0.0
industrial_1760_1840,college land,2.447261514365425e-05
post_1840,college land,7.071135624381275e-05
pre_1760,college library,4.822879741493646e-05
industrial_1760_1840,college library,2.447261514365425e-05
post_1840,college library,0.0
pre_1760,college mich,0.0
industrial_1760_1840,college mich,2.447261514365425e-05
post_1840,college mich,3.5355678121906375e-05
pre_1760,college mr,2.411439870746823e-05
industrial_1760_1840,college mr,6.118153785913563e-05
post_1840,college mr,7.071135624381275e-05
pre_1760,college officers,0.0
industrial_1760_1840,college officers,2.447261514365425e-05
post_1840,college officers,0.0006010465280724084
pre_1760,college plate,9.645759482987291e-05
industrial_1760_1840,college plate,4.89452302873085e-05
post_1840,college plate,3.5355678121906375e-05
pre_1760,college servants,0.0
industrial_1760_1840,college servants,1.2236307571827126e-05
post_1840,college servants,0.0006010465280724084
pre_1760,college share,0.0
industrial_1760_1840,college share,3.6708922715481375e-05
post_1840,college share,3.5355678121906375e-05
pre_1760,college st,0.0
industrial_1760_1840,college st,3.6708922715481375e-05
post_1840,college st,7.071135624381275e-05
pre_1760,college subscription,0.0
industrial_1760_1840,college subscription,3.6708922715481375e-05
post_1840,college subscription,3.5355678121906375e-05
pre_1760,college work,2.411439870746823e-05
industrial_1760_1840,college work,3.6708922715481375e-05
post_1840,college work,0.0
pre_1760,college ye,7.234319612240469e-05
industrial_1760_1840,college ye,1.2236307571827126e-05
post_1840,college ye,0.0
pre_1760,collegii,0.0
industrial_1760_1840,collegii,4.89452302873085e-05
post_1840,collegii,0.00021213406873143826
pre_1760,collegio,0.00033760158190455523
industrial_1760_1840,collegio,9.7890460574617e-05
post_1840,collegio,0.0
pre_1760,collegio dis,2.411439870746823e-05
industrial_1760_1840,collegio dis,2.447261514365425e-05
post_1840,collegio dis,0.0
pre_1760,colley,0.0
industrial_1760_1840,colley,4.89452302873085e-05
post_1840,colley,0.0002474897468533447
pre_1760,collin,2.411439870746823e-05
industrial_1760_1840,collin,6.118153785913563e-05
post_1840,collin,0.0
pre_1760,collins,0.0002652583857821505
industrial_1760_1840,collins,0.00013459938329009837
post_1840,collins,0.000282845424975251
pre_1760,collins chandler,2.411439870746823e-05
industrial_1760_1840,collins chandler,3.6708922715481375e-05
post_1840,collins chandler,0.0
pre_1760,collins pro,7.234319612240469e-05
industrial_1760_1840,collins pro,2.447261514365425e-05
post_1840,collins pro,0.0
pre_1760,collis,2.411439870746823e-05
industrial_1760_1840,collis,0.0003059076892956781
post_1840,collis,0.0
pre_1760,colln,2.411439870746823e-05
industrial_1760_1840,colln,3.6708922715481375e-05
post_1840,colln,0.0
pre_1760,colly,0.0
industrial_1760_1840,colly,2.447261514365425e-05
post_1840,colly,0.0001414227124876255
pre_1760,column,0.0
industrial_1760_1840,column,1.2236307571827126e-05
post_1840,column,7.071135624381275e-05
pre_1760,com,0.0005546311702717693
industrial_1760_1840,com,0.0015417747540502178
post_1840,com,0.0008838919530476595
pre_1760,com ejusd,0.0
industrial_1760_1840,com ejusd,6.118153785913563e-05
post_1840,com ejusd,3.5355678121906375e-05
pre_1760,com price,0.00016880079095227762
industrial_1760_1840,com price,6.118153785913563e-05
post_1840,com price,0.0
