year,rank,term,tfidf
1752,2,ad mich,0.37470706145279437
1752,3,prov,0.28229553941484997
1752,4,mich,0.2758503001605723
1752,5,ad,0.2621691562216473
1752,6,rect,0.18513966626620443
1752,7,mr,0.1694808082349029
1752,8,ad test,0.13211243946857099
1752,9,ye,0.1311143820638438
1752,10,ditto,0.12902371735006027
1752,11,test,0.12475680318724666
1752,12,pro pro,0.11596017488432038
1752,13,pd,0.10553229640606279
1752,14,pro capon,0.1012618156714108
1752,15,test annum,0.10053809132317504
1753,1,pro,0.5552844264900894
1753,2,anno,0.2735009856568723
1753,3,ad mich,0.27338765020394634
1753,4,pro anno,0.269270485069563
1753,5,ad,0.26779141288796804
1753,6,ad mic,0.1628640143005822
1753,7,mich,0.15094604517838695
1753,8,mr,0.1217217300828286
1753,9,mic,0.11966931583066444
1753,10,rest,0.10783766072386784
1753,11,pro ann,0.10547426708829517
1753,12,chapple,0.0986024190448331
1753,13,stipend pro,0.09546905080372632
1753,14,anno ad,0.09395754824745105
1753,15,dna shiers,0.08532602623807753
1754,1,pro,0.5505905782359658
1754,2,ad mich,0.2957200255859396
1754,3,pd,0.29150250452502896
1754,4,ad,0.22529627959213822
1754,5,mich,0.21770194963793155
1754,6,pd mr,0.15176638476258525
1754,7,ditto,0.13859641193613836
1754,8,mr,0.13264017900709613
1754,9,place,0.12772270734430097
1754,10,fest annum,0.12280716759149868
1754,11,pro bien,0.09612389562694443
1754,12,bien,0.09456823115064565
1754,13,recd,0.09326615360230285
1754,14,fest,0.08788544575731334
1754,15,pro dim,0.08584158425190544
1755,1,pro,0.5889322338830549
1755,2,ditto,0.2218675986643077
1755,3,ye,0.2104318346778972
1755,4,pro tren,0.19956459395569154
1755,5,tren,0.19956459395569154
1755,6,mr,0.16611915551327452
1755,7,rect,0.1500858361011996
1755,8,dim,0.13689312889984115
1755,9,pro dim,0.1346683985501735
1755,10,ad,0.11721394334036787
1755,11,mich,0.11181078526639805
1755,12,fest annum,0.11009146164269808
1755,13,pro diem,0.09708638803777098
1755,14,rect pro,0.0953226105664869
1755,15,pro trin,0.09436617481086512
1756,1,pro,0.530909404193349
1756,2,pro brien,0.37092743041507303
1756,3,brien,0.3343808214481103
1756,4,pd,0.16061861791500984
1756,5,share,0.1402689980438509
1756,6,time,0.13066639157050872
1756,7,po,0.1299235984918668
1756,8,ye,0.12416704511545319
1756,9,ditto,0.11455046073841126
1756,10,octo,0.10711225736815855
1756,11,stipend pro,0.10621474576863844
1756,12,dim,0.10601708686940091
1756,13,com price,0.10025159643055126
1756,14,test,0.08860975069615738
1756,15,post,0.08526049587991252
1757,1,pro,0.5480331118345795
1757,2,pd,0.2887668301243931
1757,3,pro bien,0.2280311481462659
1757,4,bien,0.22434070307694093
1757,5,pro tren,0.1949908649969094
1757,6,tren,0.1949908649969094
1757,7,dim,0.16719467295786916
1757,8,bien dim,0.14612523770884855
1757,9,rect,0.1333146254465584
1757,10,ditto,0.13006963045141906
1757,11,mr,0.11959827684346236
1757,12,octo,0.10135308959682744
1757,13,pd mr,0.09231532279573261
1757,14,mich,0.08938492806051442
1757,15,ad,0.0880981315318719
1758,1,pro,0.5294181101917161
1758,2,pro frien,0.24908170137029773
1758,3,frien,0.24908170137029773
1758,4,stipond,0.22604114902269995
1758,5,pro anno,0.2086418689005881
1758,6,anno,0.20228711532401752
1758,7,ye,0.1702501171557933
1758,8,mic,0.1521264899274984
1758,9,dim,0.1453640250780606
1758,10,quadr,0.13239986358075403
1758,11,pro quadr,0.13054724856999872
1758,12,rect,0.115907703360675
1758,13,ad,0.11063742115172416
1758,14,mr,0.10728332707814897
1758,15,pro ann,0.10726512418620367
1759,1,pro,0.5590946091359793
1759,2,pd,0.3069993107851709
1759,3,pro anno,0.272667378764043
1759,4,anno,0.2643625547632547
1759,5,ad sept,0.16543807967564242
1759,6,sim,0.15782637630600313
1759,7,pro bien,0.15031717782130027
1759,8,bien,0.14788445188786928
1759,9,ditto,0.14596445066920094
1759,10,ye,0.14383478143141518
1759,11,sept,0.1381572092576408
1759,12,mr,0.13072740835981428
1759,13,siner,0.11935593572321242
1759,14,pro siner,0.11935593572321242
1759,15,pd mr,0.1130143377132022
1760,1,pro,0.5590946091359793
1760,2,pd,0.3069993107851709
1760,3,pro anno,0.272667378764043
1760,4,anno,0.2643625547632547
1760,5,ad sept,0.16543807967564242
1760,6,sim,0.15782637630600313
1760,7,pro bien,0.15031717782130027
1760,8,bien,0.14788445188786928
1760,9,ditto,0.14596445066920094
1760,10,ye,0.14383478143141518
1760,11,sept,0.1381572092576408
1760,12,mr,0.13072740835981428
1760,13,siner,0.11935593572321242
1760,14,pro siner,0.11935593572321242
1760,15,pd mr,0.1130143377132022
1761,1,pro,0.41966140513190386
1761,2,prien,0.3895201345481839
1761,3,ditto,0.36809441441988827
1761,4,pro prien,0.3505681210933655
1761,5,argument,0.14045665203573732
1761,6,share,0.11599872556539863
1761,7,ad,0.10559262675699886
1761,8,affair,0.10123312468318992
1761,9,stipend pro,0.10038487532414095
1761,10,pro ditto,0.08757136738811565
1761,11,fest,0.08649994436149314
1761,12,stipend,0.08426814741647852
1761,13,allowed,0.08404214474102992
1761,14,dim,0.08349838786976128
1761,15,ab,0.08213579095523293
1762,1,pro,0.5613691499758932
1762,2,ditto,0.22971515931218678
1762,3,pro trin,0.1954079010262153
1762,4,trin,0.18581102401222532
1762,5,prien,0.16529862952351287
1762,6,pro prien,0.16529862952351287
1762,7,mr,0.1629425062179948
1762,8,pd,0.14494432431134596
1762,9,mr powell,0.13828450956070212
1762,10,fest annu,0.13828450956070212
1762,11,ad mich,0.1334264646607468
1762,12,ad,0.13069522877676848
1762,13,annu,0.12212370270045517
1762,14,mich,0.11576558499266472
1762,15,powell,0.109994912627003
1763,1,pro,0.546410160509981
1763,2,ditto,0.2542832172702242
1763,3,bien,0.24290643044546475
1763,4,pro bien,0.22632709465846418
1763,5,newing,0.1675643779139262
1763,6,copons,0.12175887890855308
1763,7,dim,0.11767026409579678
1763,8,mich,0.11649702293462193
1763,9,kidling,0.11480553817720421
1763,10,rect,0.10946338614964127
1763,11,augment,0.1062236742451643
1763,12,ad mich,0.10549745545904432
1763,13,ad,0.09300413302923087
1763,14,pro quinquen,0.08837508388115237
1763,15,pro dim,0.08819652249262404
1764,1,pro,0.5425077703141035
1764,2,ye,0.2412737574189023
1764,3,mr,0.21591332165097102
1764,4,ditto,0.19176760850248417
1764,5,pd,0.17285771600434563
1764,6,merton,0.13610643547909596
1764,7,rect,0.13477841357027182
1764,8,mr jackson,0.13117774331031848
1764,9,inclosure,0.11987860304480291
1764,10,weston,0.1166611757052121
1764,11,augment,0.11444078656535846
1764,12,thompson,0.1001121386225802
1764,13,jackson,0.09864305862167005
1764,14,ye hall,0.09838330748273887
1764,15,business,0.09374875838847524
1765,1,pd,0.5286843505312254
1765,2,pro brien,0.3288690919780202
1765,3,pro,0.32735823950418586
1765,4,brien,0.29646639236534583
1765,5,ditto,0.22851434423368605
1765,6,mich,0.14656782119406792
1765,7,pd mr,0.11677337955282527
1765,8,mich pd,0.09999491782500401
1765,9,recd,0.09226495967059575
1765,10,fest,0.09128911330639632
1765,11,mr,0.0900504106130744
1765,12,dim,0.08812137218596112
1765,13,chapple,0.08206494317765636
1765,14,fest annun,0.07998788793433141
1765,15,pro dim,0.07925875217976297
1766,1,recd,0.18636566861210957
1766,2,october,0.18249788405847195
1766,3,recd mr,0.18010628515515179
1766,4,ad,0.16882125841056272
1766,5,waste,0.16867553988350822
1766,6,mr,0.15006131970532308
1766,7,minchin,0.1472326537112692
1766,8,southnewington,0.1448627448030482
1766,9,augment,0.1446130438640783
1766,10,dns,0.14344345567905406
1766,11,sue,0.14344345567905406
1766,12,ad fest,0.12488424008528999
1766,13,fest,0.12292970664120324
1766,14,merton,0.11907057495955788
1766,15,recd dr,0.11764161404977082
1767,1,pro,0.6355862991129914
1767,2,pd,0.1882600772258018
1767,3,dim,0.17664690999906768
1767,4,mich,0.1664428823783818
1767,5,ad,0.15406129562068957
1767,6,pro bien,0.153372562698963
1767,7,bien,0.15089038856449313
1767,8,pro dim,0.13696639817792822
1767,9,dim ad,0.13598778666888386
1767,10,ditto,0.12636600320203645
1767,11,rect pro,0.10179666880654249
1767,12,rect,0.09228200221226533
1767,13,ad test,0.08895638250166425
1767,14,mr,0.08714460967237715
1767,15,pro ditto,0.08517866403769692
1768,1,pro,0.5897268548938427
1768,2,mich,0.1991714418686193
1768,3,dim,0.19627053351187165
1768,4,dim ad,0.16228680008999358
1768,5,pro dim,0.15630352598057975
1768,6,ad,0.14650992288979964
1768,7,pro bien,0.1286955427702754
1768,8,bien,0.12661274033244344
1768,9,pro trien,0.11039902073310813
1768,10,trien,0.10399553852475023
1768,11,rect pro,0.09870524432121285
1768,12,ad test,0.09771534104191573
1768,13,pd,0.09664034729995587
1768,14,test,0.09227483513118438
1768,15,rect,0.09129085145128668
1769,1,curtis,0.3000474660935068
1769,2,pro,0.26337807483482495
1769,3,robt curtis,0.23380352207300714
1769,4,mr,0.21677222187309825
1769,5,rec mr,0.19668898401500143
1769,6,cha curtis,0.18235678557264415
1769,7,cha,0.17724742523741616
1769,8,robt,0.16859055772714407
1769,9,mich,0.16037397093386863
1769,10,rec,0.15999958601058034
1769,11,newbery,0.14717909925913117
1769,12,ad,0.14225868659255173
1769,13,bray,0.133762972064434
1769,14,ad mich,0.12448420516938875
1769,15,pd,0.12270882740789844
1770,1,pro,0.43487053789279134
1770,2,mr,0.24757199896598642
1770,3,curtis,0.20941512133472068
1770,4,mich,0.20558829572748705
1770,5,rec mr,0.184903855466498
1770,6,dim,0.14997578181740248
1770,7,rec,0.1488934763295922
1770,8,newbery,0.14087612849748915
1770,9,robt curtis,0.13986927824892495
1770,10,pro dim,0.12970412098374196
1770,11,ad,0.127656031281644
1770,12,money,0.12028205312207012
1770,13,rect,0.11958494146568883
1770,14,cha curtis,0.10909207763720175
1770,15,cha,0.10603548321096862
1771,1,pro,0.5228498161621887
1771,2,mr,0.31549072749747714
1771,3,dim,0.1955304948880779
1771,4,rect,0.14770281225506426
1771,5,pro dim,0.13884112918250893
1771,6,capons included,0.12983338605720296
1771,7,mich,0.12837472983583192
1771,8,pro anno,0.10801182445823176
1771,9,surveying,0.1049625656731293
1771,10,anno,0.10472203161173982
1771,11,pro et,0.10345489642214759
1771,12,included,0.09274814993364619
1771,13,rect pro,0.08599167771644395
1771,14,shiers,0.08407957053635134
1771,15,curtis,0.08005977564684996
1772,1,mr,0.41208169864096694
1772,2,pro,0.32197506682650107
1772,3,surveying,0.15065715887213105
1772,4,capons included,0.1304487010324098
1772,5,dno shiers,0.12651589844805375
1772,6,serving merton,0.1253599543581516
1772,7,serving,0.12105748034959478
1772,8,collis,0.1140430851042051
1772,9,festum,0.11302568033919866
1772,10,recd,0.10826044772503547
1772,11,ad festum,0.1025943900664152
1772,12,anno,0.09712461894845599
1772,13,shiers,0.09654633828706775
1772,14,allowed mr,0.09654633828706775
1772,15,mr thomson,0.09629210832218107
1773,1,pro,0.45265480224688565
1773,2,mr,0.26783916602784497
1773,3,anno,0.2647291366942537
1773,4,pro anno,0.25939320285755224
1773,5,pro biennio,0.15218801376915125
1773,6,biennio,0.148735113336214
1773,7,rect,0.12134889045300265
1773,8,serving,0.11548673151673401
1773,9,college chest,0.11089220871995613
1773,10,olim,0.1026900323331201
1773,11,shiers,0.0986823515851737
1773,12,includ,0.098605189859814
1773,13,chest,0.08873174452990236
1773,14,dno shiers,0.08867311896577211
1773,15,rect pro,0.08634827049549416
1774,1,pro,0.5711017910225042
1774,2,anno,0.26720102533138623
1774,3,pro anno,0.2641118927635588
1774,4,dim,0.14934213975713606
1774,5,mr,0.148977740156471
1774,6,rect,0.14743200898833847
1774,7,biennio,0.1320534449830897
1774,8,pro biennio,0.12800754836325948
1774,9,pro dim,0.12792606758894437
1774,10,rect pro,0.11884710143613235
1774,11,olim,0.11228630061707534
1774,12,pro bien,0.11191356216702467
1774,13,bien,0.11010235849135412
1774,14,stipendium,0.0860203945999418
1774,15,shiers,0.08300315892354358
1775,1,pro,0.588894827724542
1775,2,anno,0.17327992400552156
1775,3,dim,0.1636196751388393
1775,4,pro anno,0.1631822625889384
1775,5,trien,0.15577322170959487
1775,6,mr,0.14753066839854118
1775,7,pro dim,0.14067144528343178
1775,8,dimid,0.13236090018848293
1775,9,pro bien,0.11107278857785195
1775,10,bien,0.10927519194127147
1775,11,rect,0.10744098991030963
1775,12,pro trien,0.10630600284411662
1775,13,shiers,0.0898686334562628
1775,14,annunc,0.08901326954833992
1775,15,brewer gardiner,0.07889685866543668
1776,1,pro,0.6740906572365444
1776,2,dimid,0.2562945028383048
1776,3,pro bien,0.21871128393827372
1776,4,bien,0.21517167110039062
1776,5,pro dimid,0.16755689688093547
1776,6,trien,0.1367850196040349
1776,7,dimid anni,0.11553632331990354
1776,8,et,0.11003090592032076
1776,9,pro trien,0.10371964323430041
1776,10,anno,0.10143847807281592
1776,11,et dimid,0.10111180365765512
1776,12,pro anno,0.090978364909239
1776,13,mr,0.08348597607055668
1776,14,rect,0.08086655578925055
1776,15,summa totalis,0.0800892232779107
1777,1,pro,0.6721174042467644
1777,2,pro bien,0.25972305714267574
1777,3,bien,0.25551971175142507
1777,4,dimid,0.23807795897603648
1777,5,pro dimid,0.16997697535289746
1777,6,et,0.12696788410355958
1777,7,et dimid,0.12500986162148653
1777,8,dimid anni,0.11537372288286384
1777,9,trien,0.11274302804110603
1777,10,pro trien,0.11047858457825513
1777,11,pro et,0.08618868993783103
1777,12,rect,0.08374359048460728
1777,13,summa totalis,0.08293860237964004
1777,14,totalis,0.08150634011392813
1777,15,closes,0.07109023061112003
1778,1,pro,0.6098620126225123
1778,2,anno,0.21846017986101954
1778,3,dim,0.21341891598977367
1778,4,pro anno,0.21206870830364358
1778,5,pro dim,0.16611469737236062
1778,6,pro trien,0.1611789116995451
1778,7,trien,0.15183003988368302
1778,8,quadr,0.10765957263363062
1778,9,rect,0.10472127111575244
1778,10,et dim,0.10371463434394214
1778,11,anno gardiner,0.10355833203368554
1778,12,mr,0.10065729471874979
1778,13,pro quadr,0.09951856687268774
1778,14,mr hinton,0.09314429037916411
1778,15,gardiner,0.09064438648655114
1779,1,pro,0.5913583556071529
1779,2,jua shiers,0.1664751091965579
1779,3,jua,0.1664751091965579
1779,4,anno,0.15829199846182965
1779,5,mic,0.15685366927486524
1779,6,dim,0.15463919668596096
1779,7,pro anno,0.15366086245080637
1779,8,mr,0.13979077715343843
1779,9,pro dim,0.1203634796862347
1779,10,pro trien,0.11678710536196983
1779,11,trien,0.1100130946290402
1779,12,rect,0.1043336205859882
1779,13,et,0.09292013500587243
1779,14,hinton,0.09078537164088361
1779,15,mr hinton,0.08998738887673854
1780,1,pro,0.5267304025288224
1780,2,decma,0.3340003980217705
1780,3,pro decma,0.3340003980217705
1780,4,mr,0.14145110629412805
1780,5,mic,0.13487006699033394
1780,6,jua shiers,0.1336001592087082
1780,7,jua,0.1336001592087082
1780,8,shiers,0.11142058801715926
1780,9,pro bien,0.11016787450827696
1780,10,bien,0.10838492295721823
1780,11,dim,0.10500901507621309
1780,12,ad,0.10060235726798757
1780,13,pro et,0.09596747132929807
1780,14,ad festum,0.09472033820255589
1780,15,festum,0.09275647450441489
1781,1,pro,0.563371939142259
1781,2,decma,0.3110406810392225
1781,3,pro decma,0.3110406810392225
1781,4,mr,0.15443917656119543
1781,5,pro bien,0.1305751492461894
1781,6,bien,0.12846192734808765
1781,7,dimid,0.11285352033138293
1781,8,rect,0.10632875517538636
1781,9,rect pro,0.0990463258748846
1781,10,dim,0.09779052886767622
1781,11,ad,0.09368679170480035
1781,12,pro dimid,0.08812600508339549
1781,13,shiers,0.08300908809429361
1781,14,curtis,0.08068714884879759
1781,15,pro dim,0.07995950358820612
1782,1,pro,0.5484378603716364
1782,2,pro ann,0.3770098944837108
1782,3,ann,0.3101724652122174
1782,4,dimid,0.27287471957656995
1782,5,pro dimid,0.1974530071517968
1782,6,dimid ann,0.1845887739213497
1782,7,pro bien,0.1828522115404265
1782,8,bien,0.17989294019534824
1782,9,mr,0.13892195323414516
1782,10,ann dimid,0.11727246258235265
1782,11,rect,0.11117757053553404
1782,12,rect pro,0.10356304710872356
1782,13,coti,0.08130619792975737
1782,14,sna,0.061435750437033275
1782,15,sna shiers,0.061435750437033275
1783,1,pro,0.5658450497500845
1783,2,pro ann,0.4128403349905379
1783,3,ann,0.34948791746168417
1783,4,dimid,0.2139544869354226
1783,5,dimid ann,0.1970480091207708
1783,6,pro bien,0.19289783080159803
1783,7,bien,0.18977598164040968
1783,8,pro dimid,0.15622557875002716
1783,9,mr,0.12525992450607557
1783,10,ann dimid,0.1159830293460931
1783,11,trien,0.09210839563121564
1783,12,pro trien,0.09025839871358146
1783,13,rect pro,0.07966338452106676
1783,14,rect,0.0781903301740296
1783,15,coti,0.07147752949065861
1784,1,pro,0.6245026055134828
1784,2,mr,0.19142261216278234
1784,3,pro ann,0.18227631738714944
1784,4,ann,0.16854865137391234
1784,5,anno,0.15038966242004653
1784,6,pro anno,0.14735837807251345
1784,7,pro bien,0.14109466796609904
1784,8,bien,0.13881119868597444
1784,9,pro trien,0.12968075804685217
1784,10,trien,0.12215887586524375
1784,11,ad,0.11641964701105786
1784,12,rect,0.10723525209128122
1784,13,rect pro,0.09810697388682345
1784,14,ad festum,0.09531549789533998
1784,15,festum,0.09333929458210222
1785,1,pro,0.489927841694706
1785,2,pro anno,0.33520640446574523
1785,3,anno,0.32499678494454054
1785,4,mr,0.22062414846867756
1785,5,rect,0.14566435622434482
1785,6,rect pro,0.13877165623172613
1785,7,ad,0.13563794694022954
1785,8,poor rates,0.12479487957715513
1785,9,dim,0.09964522641206897
1785,10,bien,0.09427797062532417
1785,11,months poor,0.08922454899723058
1785,12,duplicates,0.08730105486071246
1785,13,pro dim,0.0840221430203678
1785,14,rates,0.08398524098948533
1785,15,months,0.08013615226406726
1786,1,pro,0.4558556242583026
1786,2,anno,0.35782503469350707
1786,3,pro anno,0.35734955909005656
1786,4,mr,0.20761505469535996
1786,5,ad,0.16057943160429272
1786,6,rect,0.12728417324526356
1786,7,anno ad,0.11804791670663647
1786,8,rect pro,0.1145244725042018
1786,9,pro tricn,0.10154754776546387
1786,10,tricn,0.10154754776546387
1786,11,poor rates,0.10065973257730662
1786,12,mich,0.09051384387669556
1786,13,parish,0.0882062489643366
1786,14,olim,0.08812856755824088
1786,15,michaels parish,0.08797128100654275
1787,1,pro,0.5276055474606227
1787,2,anno,0.3415907606011205
1787,3,pro anno,0.34077014175125386
1787,4,olim,0.15639948690775327
1787,5,mr,0.1535204423886189
1787,6,ad,0.1394724589360592
1787,7,rect,0.13690177360810324
1787,8,brickland,0.12033908192677106
1787,9,gardiner olim,0.10529669668592469
1787,10,michaels parish,0.10118911868146643
1787,11,tricn,0.10011877978892918
1787,12,pro tricn,0.10011877978892918
1787,13,rect pro,0.09962922349938148
1787,14,mich,0.08924031945971239
1787,15,pro trion,0.08343231649077432
1788,1,pro,0.5956433261359806
1788,2,pro anno,0.22873384871721497
1788,3,anno,0.22176713944223694
1788,4,pro annus,0.21662318021843924
1788,5,annus,0.20102811430866724
1788,6,mr,0.13598330461938282
1788,7,brickland,0.12636352179408958
1788,8,pro annis,0.1251270020457923
1788,9,olim,0.1251270020457923
1788,10,ad,0.11761617619485969
1788,11,rect,0.1095279073162006
1788,12,annis,0.10720056003289241
1788,13,stip,0.10160115251938204
1788,14,trion,0.10012471117360917
1788,15,pro trion,0.10012471117360917
1789,1,pro,0.49240602011296875
1789,2,pro annus,0.2419456780363014
1789,3,mr,0.24006725045415167
1789,4,annus,0.2245276030557947
1789,5,rect,0.15291417435563315
1789,6,ad,0.12631259511424012
1789,7,anno,0.11258679465339849
1789,8,wm,0.10886727716341177
1789,9,pro anno,0.1083820782730526
1789,10,stip,0.10316179506141626
1789,11,coll,0.09077257868995078
1789,12,parish,0.08069832755141823
1789,13,st,0.08064296693851677
1789,14,gaudies,0.08020081399811463
1789,15,pro dim,0.07546340901359576
1790,1,pro,0.5573049922010433
1790,2,mr,0.1845082625504396
1790,3,rect,0.1799603158385324
1790,4,pro trien,0.1772678733749888
1790,5,trien,0.1669857923770569
1790,6,ad,0.15222136677320566
1790,7,months,0.13068503848049254
1790,8,stip,0.1068391846861768
1790,9,coll,0.094008332186567
1790,10,mich,0.08580265161705072
1790,11,anno,0.08480011310062964
1790,12,parish,0.08441915763817526
1790,13,recepta,0.08381743987169586
1790,14,pridie,0.08297644321873436
1790,15,pro anno,0.08017539598420294
1791,1,pro,0.6047206321961146
1791,2,pro trien,0.18787363886252884
1791,3,trien,0.17697639089885303
1791,4,ad,0.17373851813754418
1791,5,stip,0.16470002882545465
1791,6,angm,0.13787044483557323
1791,7,rect,0.12206538723565144
1791,8,months,0.11364414194131534
1791,9,months parish,0.09904397144025112
1791,10,gwin,0.09518030950814278
1791,11,semestri ad,0.09518030950814278
1791,12,sol,0.0926761220260997
1791,13,coll,0.08918177102524483
1791,14,var,0.08708294384959668
1791,15,pro semestri,0.08658790754238879
1792,1,pro,0.3559386334662536
1792,2,rec,0.2320641812575576
1792,3,pro rec,0.22835826396547626
1792,4,ad,0.20286491769433343
1792,5,rect,0.17710709494150897
1792,6,stip,0.1752421317399932
1792,7,angm,0.17336710469106864
1792,8,mr,0.15888506831718202
1792,9,offic,0.11908616985172703
1792,10,deb,0.11870625055310484
1792,11,div ad,0.1120197908044132
1792,12,com,0.11157573102123546
1792,13,fest,0.11078932707326004
1792,14,ad dict,0.10607357100764954
1792,15,dict,0.10607357100764954
1793,1,pro,0.3011926963922821
1793,2,half,0.20098540088053754
1793,3,pro rec,0.1932351107757548
1793,4,mr,0.19206770751822838
1793,5,ad,0.17166282560768348
1793,6,stip,0.1617694079851322
1793,7,rec,0.1617173197917375
1793,8,rect,0.14986674235432343
1793,9,com,0.14162186449512817
1793,10,cents,0.1284712986516346
1793,11,offic,0.12092382639572585
1793,12,parish,0.11717050032742563
1793,13,tax,0.1163699054242908
1793,14,gardiner,0.11069550516660272
1793,15,months,0.10076985532977155
1794,1,half,0.2397671104071284
1794,2,mr,0.21107611564266576
1794,3,stip,0.19444608472942657
1794,4,pro,0.1904195529397045
1794,5,rectory,0.1540944303656204
1794,6,angm,0.1511443861484438
1794,7,ut supra,0.12543680920681355
1794,8,rect,0.12352397853177081
1794,9,anni parte,0.12233660009694504
1794,10,parish,0.1207186309286604
1794,11,supra,0.12054139069422404
1794,12,money,0.11876269725811762
1794,13,anni,0.11168301194757087
1794,14,ut,0.11111204841681517
1794,15,ad,0.10883758798986794
1795,1,mr,0.33204956317718864
1795,2,alin,0.17490337696738106
1795,3,rectory,0.1678223965709386
1795,4,money,0.15329544255896085
1795,5,angm,0.14631959003026396
1795,6,half,0.13715787102338614
1795,7,ad,0.13170412461531758
1795,8,plate money,0.12673239901267144
1795,9,stip,0.12101079973476049
1795,10,vice,0.11638621398829126
1795,11,witt,0.11090360076430665
1795,12,recd,0.10904340842792756
1795,13,anni,0.10811789268484116
1795,14,plate,0.10740324147737025
1795,15,rectori,0.09947079819995976
1796,1,mr,0.27887814762365964
1796,2,alin,0.18630703467098586
1796,3,rectory,0.14897031339357206
1796,4,half,0.13486202852843587
1796,5,ad,0.13327664147853627
1796,6,money,0.13063221454923787
1796,7,late,0.1253852909341369
1796,8,ct,0.12397456687634613
1796,9,vice,0.12397456687634613
1796,10,witt,0.11813448860159102
1796,11,rent,0.10883049663362328
1796,12,rectori,0.1059562700864645
1796,13,gardiner,0.10290478506542933
1796,14,corn rent,0.1002560801592162
1796,15,augm,0.1002060333374268
1797,1,mr,0.19176513058879519
1797,2,prius,0.15773501172640134
1797,3,ut prius,0.15773501172640134
1797,4,half,0.14082019320736386
1797,5,kidlington,0.12385742140854113
1797,6,ut,0.1196404162708045
1797,7,shortrudges benefaction,0.11235301164646604
1797,8,shortrudges,0.10849694840149274
1797,9,ct,0.10787643892318959
1797,10,augm,0.10463310636132582
1797,11,rectory,0.10370118529358625
1797,12,tent,0.10279469624655138
1797,13,money,0.1023026304697623
1797,14,augm com,0.09981447843606961
1797,15,rect,0.0997537649260713
1798,1,mr,0.29886042646342
1798,2,ut prius,0.16833700490267944
1798,3,prius,0.16833700490267944
1798,4,ut,0.13680205844627003
1798,5,half,0.12881594967348764
1798,6,tax,0.1111448194683729
1798,7,rectory,0.1043472743344964
1798,8,shortrudges benefaction,0.10277545829385436
1798,9,rectori ut,0.10099204371756766
1798,10,shortrudges,0.09924810587664228
1798,11,augm com,0.09130577467659513
1798,12,kidlington,0.09063933800662481
1798,13,rectori,0.08996096202239488
1798,14,july,0.08958028650015025
1798,15,augm,0.08701239797188923
1799,1,mr,0.31513498304518034
1799,2,tax,0.1301821751252131
1799,3,rectori ut,0.1272367208564476
1799,4,ut,0.12064684778788529
1799,5,half,0.11833732658322509
1799,6,mich,0.11657270515204547
1799,7,rectori,0.11156808367999808
1799,8,shortrudges,0.10940963954535492
1799,9,kidlington,0.1082460833554708
1799,10,ad,0.10340505900617186
1799,11,ut supra,0.10215063876737647
1799,12,augm com,0.10065413145709937
1799,13,supra,0.09816400891560649
1799,14,fest,0.09680905219495678
1799,15,cents,0.09581327771787508
1800,1,mr,0.22060287415063276
1800,2,cents,0.17808731013836132
1800,3,rectori ut,0.13513930969461
1800,4,rectori,0.13166389310481474
1800,5,ut,0.1281401439548283
1800,6,michl,0.1219504891320767
1800,7,ad,0.11767229897180456
1800,8,half,0.11311846191984797
1800,9,com,0.11218095145174047
1800,10,ut supra,0.10849514758763283
1800,11,poors,0.10846365160937987
1800,12,poors rates,0.10664894606208888
1800,13,supra,0.10426091078437573
1800,14,st,0.10016887924734154
1800,15,rectory,0.0999616743522168
1801,1,mr,0.25411167954067004
1801,2,michl,0.1939883772012326
1801,3,pr cent,0.17413830218075785
1801,4,kewington,0.14356396264691773
1801,5,tent,0.1401071019848569
1801,6,dno rectori,0.1296165029763368
1801,7,padbury,0.12140829284693627
1801,8,half,0.11995943061540307
1801,9,dno,0.11544500844028455
1801,10,ut supra,0.11505651604747395
1801,11,rectory half,0.11221285905830417
1801,12,mr heyes,0.11221285905830417
1801,13,supra,0.11056620891821495
1801,14,rectori ut,0.10748401080769723
1801,15,heyes,0.10671985893611761
1802,1,mr,0.20655803319126928
1802,2,michl,0.19316536618122454
1802,3,half,0.13651484943011052
1802,4,ut supra,0.13093529106962262
1802,5,rectory half,0.12769918529856414
1802,6,supra,0.12582528347371263
1802,7,rectori ut,0.12231771588346545
1802,8,tent,0.11958230274245711
1802,9,gardiner,0.11904679930725685
1802,10,augm com,0.1161153796280902
1802,11,ut,0.11598260903472855
1802,12,dno,0.10948116558957495
1802,13,ad test,0.10734307103730527
1802,14,day,0.10632896787814791
1802,15,irons,0.10194168362382452
1803,1,stock,0.20171737308156573
1803,2,cents,0.19550641649203937
1803,3,consols,0.15887148007925064
1803,4,power,0.15630996138007167
1803,5,mr,0.1461434173034733
1803,6,ap,0.1265784969553402
1803,7,tax,0.12500515048870017
1803,8,dno,0.12393573987848518
1803,9,kiddlington,0.12046587287890215
1803,10,heyes,0.11456887444221409
1803,11,rectory,0.11380355538568228
1803,12,feb,0.10775941208255002
1803,13,fest stipend,0.10515701183286275
1803,14,mary magd,0.10515701183286275
1803,15,july,0.10448294294922189
1804,1,tax,0.2481391697031182
1804,2,ap,0.23193444194265245
1804,3,property tax,0.21398307709262085
1804,4,prop tax,0.20071090208060743
1804,5,prop,0.19523995921141069
1804,6,property,0.19295678226996638
1804,7,poor rate,0.17914784670074144
1804,8,rate,0.17745638464733723
1804,9,michl,0.16098529779647877
1804,10,poor,0.15456343194807123
