entry_cluster,n_entries,dominant_cat,min_year,max_year,pct_income,pct_expenditure,pct_latin,pct_english,method,silhouette,purity
0,226,administrative,1700,1881,0.0,1.0,0.9424778761061947,0.02654867256637168,tfidf_svd,0.05024054368866269,0.34287388698791993
1,436,administrative,1710,1898,0.12155963302752294,0.8348623853211009,0.0022935779816513763,0.9908256880733946,tfidf_svd,0.05024054368866269,0.34287388698791993
2,10734,land_rent,1700,1900,0.8392025340040992,0.14598472144587293,0.1106763555058692,0.485466741196199,tfidf_svd,0.05024054368866269,0.34287388698791993
3,40450,administrative,1700,1900,0.3134487021013597,0.6310259579728059,0.17599505562422743,0.6206922126081582,tfidf_svd,0.05024054368866269,0.34287388698791993
4,181,administrative,1700,1881,0.011049723756906077,0.988950276243094,0.6961325966850829,0.13259668508287292,tfidf_svd,0.05024054368866269,0.34287388698791993
5,870,educational,1700,1900,0.1793103448275862,0.6942528735632184,0.03908045977011494,0.8896551724137931,tfidf_svd,0.05024054368866269,0.34287388698791993
