year,L1,L2,L3,L4,other
1850,0.09613405286763348,0.0,0.026696008237680497,5.9693336960851494e-05,0.8771102455577252
1851,0.397029627849926,0.0,0.0,0.049397814537355006,0.5535725576127191
1852,0.39865494585124006,0.0,0.0,0.0015091435685107015,0.5998359105802492
1853,0.20693041282616795,0.0,0.0,0.00014348448714104355,0.792926102686691
1854,0.14594097790388513,0.0,0.024492990257118107,0.0646689619900978,0.764897069848899
1855,0.10246277217161626,0.0,0.010411199248247602,0.007646625579899088,0.879479403000237
1856,0.13533946946146044,0.0,0.020708119794647442,0.021212171392083076,0.822740239351809
1857,0.003243182354117139,0.0,0.0,0.11957966128550093,0.8771771563603818
1858,0.16488397403814836,0.0,0.0035773016516122886,0.3372236389491328,0.49431508536110647
1859,0.09594850435441121,0.0,0.03816736084816358,0.0,0.8658841347974252
1860,0.15599675183705797,0.0,0.0,0.09261510915751422,0.7513881390054278
1861,0.10699588477366258,0.0,0.002715131129041222,0.17450976127820914,0.7157792228190871
1862,0.48078493954080853,0.0,0.03024025040783614,0.05391250405468439,0.43506230599667106
1863,0.011572804858969691,0.0,0.01606375496943405,0.040067638402119514,0.9322958017694767
1864,0.009486943501049507,0.0,0.0,0.10900004361298951,0.8815130128859611
1865,0.9622716181828885,0.0,0.0,0.021832418606780965,0.015895963210330412
1866,0.14443578609548904,0.0,0.012432135917850497,0.13795313212925317,0.7051789458574071
1867,0.18075372691306565,0.0,0.0,0.06105868824283987,0.7581875848440944
1868,0.254165574097188,0.0,0.0,0.15486936365257342,0.5909650622502386
1869,0.31048944755276225,0.0,0.4316498417507913,0.17419412902935485,0.08366658166709168
1870,0.04138069980210622,0.0,0.0011975303760358358,0.6142747127150989,0.3431470571067591
1871,0.06274646740959447,0.0,0.005874843109369436,0.6132051331342832,0.31817355634675293
1872,0.03926997548850123,0.0,0.0003904918488894167,0.5240664194093974,0.4362731132532121
1873,0.06536359855618834,0.0,0.004203002714707357,0.8383062216494105,0.09212717707969384
1876,0.023758265846645955,0.0,0.00032008441693022504,0.6174980548203247,0.3584235949160991
1877,0.008701022007543302,0.0,0.0,0.9834342208778607,0.007864757114596086
1878,0.11668627054704764,0.0,0.42743333399575323,0.40535375286512243,0.05052664259207668
1879,0.18508534605735646,0.0,0.00010355960243468626,0.69025478251189,0.12455631182831889
1880,0.07192385878166105,0.0,0.0,0.16338445813310506,0.7646916830852339
1881,0.023745067641180225,0.0,0.008334064898364043,0.6579760782157239,0.3099447892447318
1882,0.0839174043777466,0.0,0.04560403499285336,0.6699366990044981,0.2005418616249019
1883,0.24157341865821427,0.0,0.014071380202724472,0.6188974689774855,0.12545773216157566
1884,0.25442207124518207,0.0,0.0,0.44870965096547505,0.2968682777893428
1885,0.2597820520207557,0.0,0.2699239751432375,0.3304854408306624,0.13980853200534446
1886,0.28626379168158145,0.0,0.0,0.6278383960867264,0.08589781223169206
1889,0.21891926897615208,0.0,0.20203472568974548,0.4967905647100681,0.08225544062403438
1891,0.1602705320333149,0.0,0.0812009218417816,0.6697058144481542,0.08882273167674935
1892,0.14999644874989035,0.0,0.12555023100146953,0.6487400489561878,0.07571327129245232
1893,0.16326454566978718,0.0,0.16307944327079765,0.5862423598682691,0.08741365119114601
1894,0.2571351590454503,0.0,0.007189087695118891,0.6460288509182699,0.08964690234116089
1895,0.22308270974614045,0.0,0.29225922503097057,0.3981896062456224,0.08646845897726649
1896,0.20490507760633406,0.0,0.007572078205747184,0.7005513624082678,0.08697148177965092
1897,0.11032404404908253,0.0,0.2925959984125294,0.518244296237501,0.07883566130088698
1898,0.09714248929937273,0.0,0.0,0.43492087445441574,0.46793663624621146
1899,0.2414904340618012,0.0,0.09219732593778944,0.2301167151913955,0.43619552480901386
1900,0.4848814547341995,0.0,0.054183833125796985,0.23203105309520303,0.2289036590448004
