year,new_revenue,higher_spend,L4_spend,L4A_income,L4B_spend,land_income,income_diversity
1756,0.05213927946412407,0.10586623879779282,0.014557977536884125,0.05213927946412407,0.014557977536884125,0.28039345845151165,1.8980679002667433
1757,0.035476228955698075,0.10954722525808333,0.019852686486666025,0.035476228955698075,0.019852686486666025,0.4900632068145894,2.2115576243834782
1758,0.06404197738144095,0.10182079902261709,0.0004959492438286072,0.06404197738144095,0.0004959492438286072,0.41659839969772183,2.2351862057643803
1761,0.054478711348094004,0.1430375029346625,0.0039008437052104835,0.054478711348094004,0.0039008437052104835,0.2800690244369319,1.949923940295457
1762,0.05990125681734401,0.28688044807873625,0.10096317300311594,0.05990125681734401,0.10096317300311594,0.3179090432665698,2.0963846134259434
1763,0.09051612664868658,0.23674338920384141,0.001292989993181017,0.09051612664868658,0.001292989993181017,0.3091325845740816,2.1940618133730125
1764,0.08001696359628241,0.49564516968141126,0.004520771329698777,0.08001696359628241,0.004520771329698777,0.6813791190399031,1.8953320045360436
1765,0.10523459916305608,0.09602104226267198,0.0,0.10523459916305608,0.0,0.6061841769914414,2.2270003912069165
1766,0.05938172936568729,0.06278311371266564,0.019922731998662582,0.05938172936568729,0.019922731998662582,0.7139184599598225,1.7902745471878807
1767,0.012555894282359639,0.0514646208383048,0.0071008567758847375,0.012555894282359639,0.0071008567758847375,0.8607252374222449,1.325526091626241
1800,0.049340545250334336,0.06271860840939257,0.009021532943670417,0.049340545250334336,0.006552543849354346,0.5178855252405299,2.2017843178868346
1801,0.05183006286154891,0.08596392391449087,0.0015241685189547973,0.05183006286154891,0.0015241685189547973,0.5432096766148691,2.2252394150749586
1802,0.0,0.19612931687214868,0.14289756157567557,0.0,0.0001493129272332781,0.9533168055963247,1.0977041761731257
1803,0.05725923448526632,0.25814201632046224,0.0,0.05725923448526632,0.0,0.42233629245220755,2.326362512276963
1804,0.016715138343261524,0.15534285846057216,5.856511086009454e-06,0.016715138343261524,5.856511086009454e-06,0.5007118266058767,2.2342501981010563
1805,0.023315053320121154,0.07628410520677842,0.0,0.023315053320121154,0.0,0.557704368627588,2.081955810905295
1806,0.017279207370343896,0.1579876399369578,0.0023104557011185923,0.017279207370343896,0.0023104557011185923,0.47380600478516405,2.2748471052414923
1807,0.031081043115875926,0.08968104931029006,0.0,0.031081043115875926,0.0,0.4301514280172804,2.115119847980783
1808,0.0,0.07807683216434791,0.002484768044543121,0.0,0.002484768044543121,0.4390216897474297,1.9706891184029158
1809,0.07433068719522383,0.1483639723718042,0.002164895939455683,0.07433068719522383,0.002164895939455683,0.3613563958219222,2.527331756075931
1810,0.041636530929791166,0.0698567131344024,0.0011650975147546457,0.041636530929791166,0.0011650975147546457,0.37096963856569093,2.095000053094644
1811,0.020216957305588444,0.24225632790779597,0.0,0.020216957305588444,0.0,0.31717384624353456,1.9294914164803394
1812,0.006927148794967878,0.06670013522504131,0.0009914666979319656,0.006927148794967878,0.0009914666979319656,0.4127332665591328,2.110189978571745
1813,0.023450964175116745,0.30396416373370566,0.0,0.023450964175116745,0.0,0.4932115839566655,2.278531343549811
1814,0.011931132704597745,0.07158717835253967,0.022839586319831053,0.011931132704597745,0.022839586319831053,0.44000114847445215,2.1509276608270156
1815,0.007648891687332453,0.3819495977228723,0.0009904579711039288,0.007648891687332453,0.0009904579711039288,0.5363207252432398,2.511513648217112
1816,0.06989696563572338,0.2068189688788422,0.00016084091119493264,0.06989696563572338,0.00016084091119493264,0.15346847130463726,1.6619808057033816
1817,0.003802501782488109,0.14696070629702226,0.006926660795218218,0.003802501782488109,0.006926660795218218,0.5948770234928479,2.139353790713455
1819,0.0,0.25837520088967203,0.18762760630559255,0.0,0.004000769702490095,0.519950712543467,1.9968208142091846
1820,0.008059036407364367,0.0948094639372755,0.0020506767912178646,0.008059036407364367,0.0020506767912178646,0.38124818340401434,1.9365531979313213
1821,0.0016767670079843437,0.15024355223861466,0.012305070689071138,0.0016767670079843437,0.011439238659498734,0.5731340331100555,1.9746021616653597
1822,0.0,0.11185133653783509,0.0025041637680253224,0.0,0.002250555424135906,0.545698190856491,1.9834318019251709
1823,0.008657243095222871,0.07559273262641962,0.024437748548154524,0.008657243095222871,0.0035463199966225523,0.3501000534616049,2.0115664313155457
1824,0.0009659140281633455,0.08045142115830507,0.004623473325562863,0.0009659140281633455,0.004623473325562863,0.37892679268064006,1.9085348585382083
1825,0.0007739991725337793,0.057590801362873374,0.0,0.0007739991725337793,0.0,0.2997475874409016,1.7599798955747397
1826,0.010113313888029286,0.2729325921041146,0.05184792183962091,0.010113313888029286,0.0010166259184239393,0.26442760355282824,1.690360127041047
1827,0.021143879451852674,0.03450232143020236,0.010301419535612007,0.021143879451852674,0.010301419535612007,0.598175389228341,2.321618633206867
1828,0.007356615877392001,0.05201755787862199,0.026181535437845634,0.007356615877392001,0.003926266884137723,0.13655806731782186,1.34823407530412
1829,0.06289745213698461,0.12280730494704854,0.005477780498269044,0.06289745213698461,0.005477780498269044,0.47371609186045815,2.300424860732325
1830,0.006161397751254774,0.07588567261158749,0.007122337967734135,0.006161397751254774,0.007122337967734135,0.4296744273911991,2.564564289278199
1831,0.0015063494905359943,0.10960145931682318,0.010034412384310128,0.0015063494905359943,0.010034412384310128,0.7104862922460818,1.8294731303590615
1832,0.001035019868165798,0.15228508121932582,0.004164890605637911,0.001035019868165798,0.004164890605637911,0.31638591268182803,2.860685448901617
1833,0.13045804409278752,0.09270711435614915,0.0019087688408224999,0.13045804409278752,0.0019087688408224999,0.12009973284584463,1.6860367197388664
1834,0.34242728132018135,0.09096176589307842,0.0009028995035553275,0.34242728132018135,0.0009028995035553275,0.22054380096606366,2.8041714513991303
1835,0.0017289440726214141,0.15051994004851743,0.00817688777638715,0.0017289440726214141,0.00817688777638715,0.6628933662937311,1.8118935624172738
1836,0.05913778440516562,0.08990922375647377,0.005190232589774185,0.05913778440516562,0.005190232589774185,0.5192613825309559,2.2415453752516137
1837,0.007841381495663909,0.08099376143619913,0.006896470747760295,0.007841381495663909,0.006896470747760295,0.4271932299902101,2.048294723270368
1838,0.037693789152360484,0.17724175007148985,0.010980840720617672,0.037693789152360484,0.010980840720617672,0.282631650837021,1.8720944316353547
1839,0.01388599436978349,0.14823437557899743,0.0021282114699016125,0.01388599436978349,0.0021282114699016125,0.31608129387601863,1.908449208415796
1840,0.0,0.1380825156685995,6.509336235864443e-05,0.0,0.0,0.40501946218958446,1.9303431611724673
1841,0.0019917886143197747,0.10328230946913255,0.0,0.0019917886143197747,0.0,0.25312669316852077,1.624938702697566
1842,0.0,0.558771388386957,0.0229252018002015,0.0,0.0229252018002015,0.42492996322997195,1.9794567107095524
1843,0.004897505122949011,0.04705142116875643,0.0002668774504307569,0.004897505122949011,0.0002668774504307569,0.2984376873917725,1.7843734361592951
1844,0.0,0.2812166691799662,0.008295263339547065,0.0,0.008295263339547065,0.738547517620223,1.6291690696687346
1845,0.002528947746991606,0.6349287083076561,0.0050651291185831145,0.002528947746991606,0.0050651291185831145,0.5651135323444171,1.9751419496041953
1846,0.015635439328996307,0.2071881317054993,0.005607743513145663,0.015635439328996307,0.005607743513145663,0.11870135426266702,1.3181793096617584
1847,0.0032635100224049857,0.18038183695796367,0.027860846299470412,0.0032635100224049857,0.0,0.24202428913747517,1.6128206262421334
1848,0.008848452153312035,0.029722612144665053,0.0,0.008848452153312035,0.0,0.3715787033801644,2.1544395109953904
1849,0.006067635170794449,0.20970501796416552,0.009166713801620246,0.006067635170794449,0.008829181548666035,0.27040163320513344,1.7630952831708107
1850,5.9693336960851494e-05,0.028238310477795656,0.003694476365586455,5.9693336960851494e-05,0.003694476365586455,0.09613405286763348,1.2832410449050797
1851,0.049397814537355006,0.023382150523133374,0.0013775933724548986,0.049397814537355006,0.0013775933724548986,0.397029627849926,2.143552667453096
1852,0.0015091435685107015,0.058200119299818685,0.0001830396243910692,0.0015091435685107015,0.0001830396243910692,0.39865494585124006,1.927780845555061
1853,0.00014348448714104355,0.7316971622747712,0.03553984826974685,0.00014348448714104355,0.013024389734915001,0.20693041282616795,1.4890879175883622
1854,0.0646689619900978,0.10159593508657476,0.007035512707214198,0.0646689619900978,0.006403442676006783,0.14594097790388513,1.6362641219319964
1855,0.007646625579899088,0.1615002370046692,0.011217030456503138,0.007646625579899088,4.8982665748922e-05,0.10246277217161626,1.2752670185742032
1856,0.021212171392083076,0.2783400200570034,0.001574911894259174,0.021212171392083076,4.941396932912934e-05,0.13533946946146044,1.4365812806533933
1857,0.11957966128550093,0.08646823226342888,0.00033845760497668064,0.11957966128550093,0.00023692032348367642,0.003243182354117139,1.2759177535879447
1858,0.3372236389491328,0.06380045437945339,0.005125818668507578,0.3372236389491328,0.005125818668507578,0.16488397403814836,2.5956044956689825
1859,0.0,0.06889538192559921,0.021214568677051897,0.0,0.021214568677051897,0.09594850435441121,1.3150658451787498
1860,0.09261510915751422,0.2161038538122585,0.06382111201191319,0.09261510915751422,0.06382111201191319,0.15599675183705797,1.673649465667426
1861,0.17450976127820914,0.11944745295250642,0.001284413036876881,0.17450976127820914,0.001284413036876881,0.10699588477366258,1.8042430763071955
1862,0.05391250405468439,0.3145582816969126,0.10025658762982695,0.05391250405468439,0.09082220881228872,0.48078493954080853,2.357076325653752
1863,0.040067638402119514,0.14243297513996134,0.0021781746896101066,0.040067638402119514,0.0021781746896101066,0.011572804858969691,1.147877827082661
1864,0.10900004361298951,0.4636476333378543,0.13710685579409598,0.10900004361298951,0.004936815929497403,0.009486943501049507,1.2673689693507868
1865,0.021832418606780965,0.7820579414769671,0.02091486681707818,0.021832418606780965,0.003103394039844513,0.9622716181828885,1.0791025281530675
1866,0.13795313212925317,0.3830562081959148,0.08040893248838507,0.13795313212925317,0.08040893248838507,0.14443578609548904,1.86107220096256
1867,0.06105868824283987,0.216254962685169,0.005695921733072023,0.06105868824283987,0.005695921733072023,0.18075372691306565,1.6359958695097452
1868,0.15486936365257342,0.13167835438283138,0.0808473614949663,0.15486936365257342,0.0808473614949663,0.254165574097188,2.2840209065857136
1869,0.17419412902935485,0.4060890814235666,0.019178464426337166,0.17419412902935485,0.019178464426337166,0.31048944755276225,3.124326567017865
1870,0.6142747127150989,0.11630319822208775,0.05716435588500583,0.6142747127150989,0.056402281065260795,0.04138069980210622,2.0128941090098764
1871,0.6132051331342832,0.08874525656600077,0.026765101497497015,0.6132051331342832,0.026765101497497015,0.06274646740959447,2.0780232038600777
1872,0.5240664194093974,0.06380175296870774,0.01599936519981369,0.5240664194093974,0.01599936519981369,0.03926997548850123,2.1435210613357607
1873,0.8383062216494105,0.2635790226440117,0.0654404822622606,0.8383062216494105,0.05642377564424907,0.06536359855618834,1.3975560593877805
1876,0.6174980548203247,0.32559912243388306,0.14527324467541378,0.6174980548203247,0.029241945110349766,0.023758265846645955,1.95949381895365
1877,0.9834342208778607,0.17091964343970695,0.07027431777861322,0.9834342208778607,0.06660079808691131,0.008701022007543302,1.0338263548372832
1878,0.40535375286512243,0.4400551960235202,0.08396690456781292,0.40535375286512243,0.08396690456781292,0.11668627054704764,2.7534590187794383
1879,0.69025478251189,0.24129626251272607,0.03365562859345484,0.69025478251189,0.03365562859345484,0.18508534605735646,1.9003367059742022
1880,0.16338445813310506,0.2535480591650512,0.10255932456387677,0.16338445813310506,0.07235435811031642,0.07192385878166105,1.6217420001082723
1881,0.6579760782157239,0.1129007133423322,0.02679453368884277,0.6579760782157239,0.008530125262727657,0.023745067641180225,1.8881049466859994
1882,0.6699366990044981,0.1269012670491418,0.007919195803743277,0.6699366990044981,0.004113426135638785,0.0839174043777466,2.007411049634933
1883,0.6188974689774855,0.12259902533143005,0.047962812187879234,0.6188974689774855,0.047962812187879234,0.24157341865821427,2.1866075360916217
1884,0.44870965096547505,0.5060155990563576,0.43386987701342106,0.44870965096547505,0.22136599383598496,0.25442207124518207,2.8232500184480744
1885,0.3304854408306624,0.12927387747707617,0.037062982989995406,0.3304854408306624,0.037062982989995406,0.2597820520207557,3.715915038227382
1886,0.6278383960867264,0.11586310838901051,0.0463062988146449,0.6278383960867264,0.03300524021008359,0.28626379168158145,2.068224761112697
1889,0.4967905647100681,0.3763025438343047,0.2814659292399907,0.4967905647100681,0.13727843931258535,0.21891926897615208,2.9213243582107045
1891,0.6697058144481542,0.5965059294636358,0.567850142222832,0.6697058144481542,0.07694347667752673,0.1602705320333149,2.0463473582357987
1892,0.6487400489561878,0.19066902612117032,0.14763099668276103,0.6487400489561878,0.1083532208484543,0.14999644874989035,2.1511948095654203
1893,0.5862423598682691,0.27904402626189173,0.20637907286319127,0.5862423598682691,0.20611561169212947,0.16326454566978718,2.471751173928676
1894,0.6460288509182699,0.10094007666055753,0.022636399030669427,0.6460288509182699,0.022636399030669427,0.2571351590454503,2.0343395858185014
1895,0.3981896062456224,0.15583009790233565,0.02221211039354316,0.3981896062456224,0.02221211039354316,0.22308270974614045,3.3199086527616903
1896,0.7005513624082678,0.1766565300056775,0.06851247052682242,0.7005513624082678,0.06851247052682242,0.20490507760633406,1.8505507186334085
1897,0.518244296237501,0.20386301876078755,0.13258809939056357,0.518244296237501,0.13258809939056357,0.11032404404908253,2.6840159665260557
1898,0.43492087445441574,0.08905886094578125,0.02532855813696227,0.43492087445441574,0.02532855813696227,0.09714248929937273,2.394879599098068
1899,0.2301167151913955,0.3706173263896887,0.14006570355787953,0.2301167151913955,0.14006570355787953,0.2414904340618012,3.2254088406144543
1900,0.23203105309520303,0.36307099384942665,0.2823483820681046,0.23203105309520303,0.2823483820681046,0.4848814547341995,2.904602336123049
