year,L2,L1,L3,L4
1758,0.0,0.8667569758274948,0.0,0.1332430241725053
1761,0.0,0.8160020926800619,0.025270098859390657,0.15872780846054754
1762,0.0,0.8153416016064279,0.031029592588452518,0.15362880580511962
1763,0.0,0.7600439036390818,0.017410063773820563,0.22254603258709763
1764,0.0,0.8949075712088782,0.0,0.1050924287911218
1765,0.0,0.8240882520593265,0.03284863251779907,0.14306311542287445
1766,0.0,0.9065918657694865,0.01800037292779149,0.07540776130272193
1767,0.0,0.97283382256668,0.012974890714421473,0.014191286718898485
1800,0.0,0.9060119636098545,0.007669492794871027,0.08631854359527447
1801,0.0,0.8891496822118887,0.026012572979227763,0.08483774480888358
1802,0.0,1.0,0.0,0.0
1803,0.0,0.8407842191640605,0.04522448618045012,0.11399129465548931
1804,0.0,0.8964825232905262,0.07359042365643634,0.029927053053037368
1805,0.0,0.9463780430702183,0.014058245801838041,0.03956371112794358
1806,0.0,0.8790117559031326,0.08893160855864282,0.03205663553822467
1807,0.0,0.9260886231105683,0.006995870978649477,0.06691550591078223
1808,0.0,1.0,0.0,0.0
1809,0.0,0.7317128074197714,0.11777452299997014,0.1505126695802585
1810,0.0,0.8860550480347468,0.014496763818008193,0.09944818814724507
1811,0.0,0.8953109201932618,0.047621125234985136,0.05706795457175323
1812,0.0,0.9173296817820308,0.06727422656603982,0.015396091651929511
1813,0.0,0.8799286845712906,0.07823293058584252,0.04183838484286692
1814,0.0,0.9166390166058366,0.0585052715687403,0.024855711825423163
1815,0.0,0.7500595251362356,0.23924328604224887,0.010697188821515517
1816,0.0,0.6312386033242338,0.08126480151574922,0.2874965951600171
1817,0.0,0.8867240018591824,0.10760798699820007,0.005668011142617392
1818,0.0,0.852460978860323,0.0623661754557703,0.08517284568390664
1819,0.0,1.0,0.0,0.0
1820,0.0,0.9752284447325497,0.0041566333249417175,0.020614921942508566
1821,0.0,0.9912772449976412,0.005822663777347746,0.002900091225011039
1822,0.0,1.0,0.0,0.0
1823,0.0,0.900487050475504,0.07724578554383803,0.022267163980657936
1824,0.0,0.9886856629536127,0.008794099972267846,0.0025202370741193134
1825,0.0,0.9718668997639065,0.025623574862920842,0.0025095253731726597
1826,0.0,0.9518208424050378,0.011775760918232639,0.036403396676729614
1827,0.0,0.7363755284156499,0.23759559161956215,0.026028879964787973
1828,0.0,0.9120859372118078,0.03877843851473226,0.049135624273459966
1829,0.0,0.8678534367337852,0.016917693196586345,0.11522887006962834
1830,0.0,0.759082489938411,0.23003250306938738,0.010885006992201553
1831,0.0,0.8175887200808526,0.18067785541060644,0.0017334245085409807
1832,0.0,0.5571567950762204,0.4410205310009762,0.0018226739228032315
1833,0.0,0.479329495628707,0.0,0.520670504371293
1834,0.0,0.3915278607131834,0.0005664973333973901,0.6079056419534192
1835,0.0,0.9973986066286754,0.0,0.0026013933713245154
1836,0.0,0.8889676756135751,0.009789327097939336,0.10124299728848554
1837,0.0,0.9551033384534373,0.027365181366581347,0.017531480179981403
1838,0.0,0.8640910317036515,0.0206675752640267,0.1152413930323218
1839,0.0,0.905106854526529,0.05513024608804374,0.039762899385427354
1840,0.0,1.0,0.0,0.0
1841,0.0,0.9830648169038727,0.009199699789576434,0.0077354833065507575
1842,0.0,0.9875949195370867,0.012405080462913418,0.0
1843,0.0,0.9518335683797339,0.03254638772408393,0.01562004389618219
1844,0.0,1.0,0.0,0.0
1845,0.0,0.9955448229551385,0.0,0.004455177044861695
1846,0.0,0.8646411129868564,0.021467653442662483,0.11389123357048112
1847,0.0,0.9653049281903195,0.021678682756114818,0.013016389053565622
1848,0.0,0.8615339722257049,0.11795020686651665,0.02051582090777852
1849,0.0,0.9090967044128865,0.07050376222643907,0.020399533360674373
1850,0.0,0.7822788262856417,0.21723542665406212,0.00048574706029615617
1851,0.0,0.8893486155931656,0.0,0.11065138440683454
1852,0.0,0.9962286881596522,0.0,0.0037713118403477994
1853,0.0,0.9993070855911697,0.0,0.0006929144088303281
1854,0.0,0.6207535474359619,0.10417985961032653,0.27506659295371166
1855,0.0,0.8501681432246622,0.08638522798113986,0.06344662879419795
1856,0.0,0.763509264406996,0.11682357980696495,0.11966715578603912
1857,0.0,0.026405367747657404,0.0,0.9735946322523426
1858,0.0,0.3260606936552398,0.007074171184574129,0.666865135160186
1859,0.0,0.7154150197628459,0.2845849802371542,0.0
1860,0.0,0.6274710756477695,0.0,0.37252892435223045
1861,0.0,0.37645342411247185,0.009552894605284188,0.613993681282244
1862,0.0,0.8510406450909883,0.053528470004442545,0.09543088490456914
1863,0.0,0.17093186480941583,0.23726379440665155,0.5918043407839326
1864,0.0,0.08006738741629661,0.0,0.9199326125837034
1865,0.0,0.9778149283098132,0.0,0.022185071690186714
1866,0.0,0.48991001173759946,0.042168412815719696,0.4679215754466809
1867,0.0,0.7474956436646436,0.0,0.25250435633535623
1868,0.0,0.6213786418721057,0.0,0.3786213581278945
1869,0.0,0.3388389437085442,0.47106198804371313,0.19009906824774264
1870,0.0,0.06299842339114231,0.0018231331517844344,0.9351784434570731
1871,0.0,0.09202703707617581,0.008616332153226334,0.8993566307705978
1872,0.0,0.06966134915991745,0.0006926968680576982,0.929645953972025
1873,0.0,0.071996426047799,0.004629506037186774,0.9233740679150142
1876,0.0,0.03703107791742905,0.0004989030369475117,0.9624700190456235
1877,0.0,0.0087699958951547,0.0,0.9912300041048454
1878,0.0,0.12289578178960485,0.45017938698422544,0.4269248312261698
1879,0.0,0.21141890513129136,0.00011829384783270885,0.788462801020876
1880,0.0,0.3056579543157986,0.0,0.6943420456842014
1881,0.0,0.034410388141538926,0.01207738854582719,0.9535122233126339
1882,0.0,0.10496785303644424,0.05704368096814143,0.8379884659954143
1883,0.0,0.2762284083253093,0.01608999441216742,0.7076815972625233
1884,0.0,0.36184126417348245,0.0,0.6381587358265175
1885,0.0,0.3020049159826934,0.3137952248846469,0.38419985913265964
1886,0.0,0.3131638842047483,0.0,0.6868361157952517
1889,0.0,0.23854052496373232,0.2201426569361763,0.5413168181000914
1891,0.0,0.17589390956629647,0.08911649210828933,0.7349895983254142
1892,0.0,0.16228346041453393,0.13583472217223053,0.7018818174132355
1893,0.0,0.17890312065580086,0.17870028790552892,0.6423965914386701
1894,0.0,0.28245651023402507,0.007897032166537482,0.7096464575994375
1895,0.0,0.244198147221486,0.31992242402903265,0.43587942874948127
1896,0.0,0.22442352403814245,0.008293364396225519,0.767283111565632
1897,0.0,0.11976586523625565,0.31763713174756575,0.5625970030161787
1898,0.0,0.18257691830916079,0.0,0.8174230816908392
1899,0.0,0.4283230174432323,0.16352712685822157,0.40814985569854606
1900,0.0,0.6288208476434347,0.0702685647018847,0.30091058765468054
