year,L1,L2,L3,L4,other,L4A,L4B
1751,0.5827251839441066,0.0,0.3504177395958665,0.01826134868605998,0.04859572777396709,0.0004497869134497532,0.017811561772610226
1752,0.8974190247502563,7.244419156055354e-05,0.0880589333498345,0.012058939386850475,0.0023906583214982667,0.0,0.012058939386850475
1753,0.7718553406223717,0.031757779646761984,0.02780151387720774,0.005248107653490328,0.1633372582001682,0.0,0.005248107653490328
1754,0.6008307411535551,0.0,0.11992737233028802,0.08839061001335342,0.19085127650280362,0.0,0.08839061001335342
1755,0.5938517755940925,0.14273877062098161,0.05883100137214732,0.021682586431250105,0.18289586598152843,0.0,0.021682586431250105
1756,0.610096661840097,0.031961022189175445,0.0913082612609087,0.014557977536884125,0.2520760771729347,0.0,0.014557977536884125
1757,0.7283288283087415,0.0015942883985467936,0.08969453877141731,0.019852686486666025,0.16052965803462832,0.0,0.019852686486666025
1758,0.255345818754744,0.023820684107548406,0.10132484977878849,0.0004959492438286072,0.6190126981150904,0.0,0.0004959492438286072
1761,0.5057437296728446,0.13901024299826464,0.139136659229452,0.0039008437052104835,0.21220852439422822,0.0,0.0039008437052104835
1762,0.5019978479322273,0.0891671077120435,0.18591727507562028,0.10096317300311594,0.12195459627699284,0.0,0.10096317300311594
1763,0.7307717764912869,0.030046624603444594,0.2354503992106604,0.001292989993181017,0.0024382097014270607,0.0,0.001292989993181017
1764,0.2517396896813394,0.05826771936056202,0.49112439835171245,0.004520771329698777,0.19434742127668736,0.0,0.004520771329698777
1765,0.11135475284772653,0.0,0.09602104226267198,0.0,0.7926242048896015,0.0,0.0
1766,0.7126186844744906,0.0,0.042860381714003054,0.019922731998662582,0.22459820181284382,0.0,0.019922731998662582
1767,0.6063808166261805,0.09069630149883934,0.04436376406242007,0.0071008567758847375,0.2514582610366753,0.0,0.0071008567758847375
1800,0.39344701420749034,0.2712151128845581,0.05369707546572215,0.009021532943670417,0.27261926449855906,0.002468989094316071,0.006552543849354346
1801,0.34250514714167185,0.38857539410204145,0.08443975539553607,0.0015241685189547973,0.1829555348417958,0.0,0.0015241685189547973
1802,0.5609869075468776,0.005704856699887379,0.05323175529647312,0.14289756157567557,0.2371789188810863,0.1427482486484423,0.0001493129272332781
1803,0.21657900683398237,0.36401779454126154,0.25814201632046224,0.0,0.16126118230429384,0.0,0.0
1804,0.2021316236225303,0.39510219977877026,0.15533700194948616,5.856511086009454e-06,0.2474233181381273,0.0,5.856511086009454e-06
1805,0.3556373224817847,0.34226969774760635,0.07628410520677842,0.0,0.2258088745638305,0.0,0.0
1806,0.20395882161678835,0.3913123365802772,0.1556771842358392,0.0023104557011185923,0.24674120186597662,0.0,0.0023104557011185923
1807,0.28674313184976136,0.4000363374345054,0.08968104931029006,0.0,0.22353948140544325,0.0,0.0
1808,0.2090147445557202,0.3788437683060375,0.07559206411980479,0.002484768044543121,0.33406465497389437,0.0,0.002484768044543121
1809,0.32902722947896956,0.2143379632998593,0.14619907643234853,0.002164895939455683,0.30827083484936685,0.0,0.002164895939455683
1810,0.26896406372751874,0.19072507191576252,0.06869161561964776,0.0011650975147546457,0.4704541512223164,0.0,0.0011650975147546457
1811,0.28826505930066537,0.17614518680230776,0.24225632790779597,0.0,0.2933334259892309,0.0,0.0
1812,0.28513972401816273,0.13846383251452085,0.06570866852710934,0.0009914666979319656,0.5096963082422751,0.0,0.0009914666979319656
1813,0.20637216806988135,0.16071063206580363,0.30396416373370566,0.0,0.32895303613060933,0.0,0.0
1814,0.34730638883074144,0.2592059206185594,0.048747592032708606,0.022839586319831053,0.32190051219815946,0.0,0.022839586319831053
1815,0.3079969453165377,0.0,0.38095913975176837,0.0009904579711039288,0.31005345696058995,0.0,0.0009904579711039288
1816,0.5000341319375501,0.1942172705110346,0.2066581279676473,0.00016084091119493264,0.0989296286725731,0.0,0.00016084091119493264
1817,0.326695289725036,0.22353077519805517,0.14003404550180404,0.006926660795218218,0.3028132287798865,0.0,0.006926660795218218
1819,0.18184909929123866,0.12864513616503767,0.07074759458407948,0.18762760630559255,0.4311305636540516,0.18362683660310244,0.004000769702490095
1820,0.3660146637764475,0.13354313907669235,0.09275878714605763,0.0020506767912178646,0.40563273320958465,0.0,0.0020506767912178646
1821,0.32941062774301355,0.1667456401462053,0.13793848154954352,0.012305070689071138,0.3536001798721665,0.0008658320295724042,0.011439238659498734
1822,0.542795096264043,0.03901742507950403,0.10934717276980976,0.0025041637680253224,0.30633614211861787,0.00025360834388941624,0.002250555424135906
1823,0.46035974749807007,0.0,0.051154984078265096,0.024437748548154524,0.4640475198755103,0.020891428551531973,0.0035463199966225523
1824,0.4449645281827567,0.029508133712042695,0.07582794783274222,0.004623473325562863,0.4450759169468956,0.0,0.004623473325562863
1825,0.16767787527269487,0.07608596525924942,0.057590801362873374,0.0,0.6986453581051824,0.0,0.0
1826,0.21769591720308054,0.09548220216302293,0.2210846702644937,0.05184792183962091,0.41388928852978185,0.05083129592119697,0.0010166259184239393
1827,0.456325698176054,0.06434967563272487,0.024200901894590354,0.010301419535612007,0.4448223047610188,0.0,0.010301419535612007
1828,0.3500887301556716,0.2084693944247161,0.02583602244077635,0.026181535437845634,0.3894243175409902,0.02225526855370791,0.003926266884137723
1829,0.4273374984890942,0.153536582072179,0.1173295244487795,0.005477780498269044,0.2963186144916782,0.0,0.005477780498269044
1830,0.33173650877053734,0.2209910033517729,0.06876333464385335,0.007122337967734135,0.37138681526610223,0.0,0.007122337967734135
1831,0.35602334735266383,0.1220523913621089,0.09956704693251305,0.010034412384310128,0.41232280196840415,0.0,0.010034412384310128
1832,0.313696146860342,0.16261812730365566,0.14812019061368792,0.004164890605637911,0.37140064461667655,0.0,0.004164890605637911
1833,0.36706856272784943,0.007074366328374398,0.09079834551532664,0.0019087688408224999,0.5331499565876271,0.0,0.0019087688408224999
1834,0.4284150962567612,0.008231562425575635,0.0900588663895231,0.0009028995035553275,0.47239157542458465,0.0,0.0009028995035553275
1835,0.3525676385605464,0.16216953290378408,0.1423430522721303,0.00817688777638715,0.33474288848715217,0.0,0.00817688777638715
1836,0.27358435745778975,0.1496338772952417,0.08471899116669958,0.005190232589774185,0.4868725414904948,0.0,0.005190232589774185
1837,0.45173777200210136,0.02181660341997984,0.07409729068843883,0.006896470747760295,0.44545186314171964,0.0,0.006896470747760295
1838,0.44019765513297116,0.03561178152702316,0.16626090935087218,0.010980840720617672,0.3469488132685159,0.0,0.010980840720617672
1839,0.2052777851985202,0.1587575436634089,0.14610616410909583,0.0021282114699016125,0.48773029555907343,0.0,0.0021282114699016125
1840,0.4065277115496136,0.1671804352406649,0.13801742230624087,6.509336235864443e-05,0.28820933754112193,6.509336235864443e-05,0.0
1841,0.424603215764225,0.10673798719555551,0.10328230946913255,0.0,0.36537648757108687,0.0,0.0
1842,0.39554429709764233,0.0031529440959060418,0.5358461865867554,0.0229252018002015,0.042531370419494695,0.0,0.0229252018002015
1843,0.27661884803460507,0.13353732160678755,0.046784543718325675,0.0002668774504307569,0.5427924091898508,0.0,0.0002668774504307569
1844,0.2505735135514205,0.19473655503186238,0.27292140584041913,0.008295263339547065,0.27347326223675095,0.0,0.008295263339547065
1845,0.626685210667162,0.3672925618578894,0.629863579189073,0.0050651291185831145,-0.6289064808327072,0.0,0.0050651291185831145
1846,0.25209958850319747,0.07880181449358133,0.20158038819235363,0.005607743513145663,0.4619104652977218,0.0,0.005607743513145663
1847,0.35409807854842584,0.1589633305511098,0.15252099065849326,0.027860846299470412,0.3065567539425007,0.027860846299470412,0.0
1848,0.46023408445387265,0.14210128434976935,0.029722612144665053,0.0,0.3679420190516929,0.0,0.0
1849,0.2900951758179754,0.11493662992899409,0.20053830416254526,0.009166713801620246,0.3852631762888651,0.00033753225295421197,0.008829181548666035
1850,0.23910968104394903,0.49790770959421843,0.0245438341122092,0.003694476365586455,0.2347442988840369,0.0,0.003694476365586455
1851,0.15250966628226303,0.8007622790724327,0.022004557150678474,0.0013775933724548986,0.023345904122170854,0.0,0.0013775933724548986
1852,0.272797875756994,0.6124630987423905,0.058017079675427616,0.0001830396243910692,0.05653890620079693,0.0,0.0001830396243910692
1853,0.17898694962695538,0.029903311398918886,0.6961573140050243,0.03553984826974685,0.05941257669935448,0.02251545853483185,0.013024389734915001
1854,0.10781756718712418,0.047490220956433085,0.09456042237936056,0.007035512707214198,0.7430962767698679,0.0006320700312074141,0.006403442676006783
1855,0.10740694441538934,0.05335436866701329,0.15028320654816604,0.011217030456503138,0.6777384499129282,0.011168047790754216,4.8982665748922e-05
1856,0.515803917767553,0.0020677845626958743,0.27676510816274424,0.001574911894259174,0.2037882776127478,0.0015254979249300445,4.941396932912934e-05
1857,0.35743802541576875,0.008122982519440335,0.0861297746584522,0.00033845760497668064,0.547970759801362,0.0001015372814930042,0.00023692032348367642
1858,0.0908929544847111,0.0075794825549486975,0.05867463571094581,0.005125818668507578,0.8377271085808867,0.0,0.005125818668507578
1859,0.18248978808941585,0.00015482366015174442,0.04768081324854731,0.021214568677051897,0.7484600063248333,0.0,0.021214568677051897
1860,0.38820077408675063,1.2890138704676746e-05,0.15228274180034532,0.06382111201191319,0.39568248196228617,0.0,0.06382111201191319
1861,0.20086150376736142,0.011704520315805796,0.11816303991562954,0.001284413036876881,0.6679865229643264,0.0,0.001284413036876881
1862,0.15057155753106768,0.0,0.21430169406708563,0.10025658762982695,0.5348701607720197,0.00943437881753823,0.09082220881228872
1863,0.14713423701801617,0.03322155381199385,0.14025480045035124,0.0021781746896101066,0.6772112340300287,0.0,0.0021781746896101066
1864,0.36941178873829245,0.14477431240515146,0.3265407775437583,0.13710685579409598,0.022166265518701773,0.13217003986459858,0.004936815929497403
1865,0.1726256326073136,0.00696677597275146,0.7611430746598888,0.02091486681707818,0.03834964994296787,0.017811472777233668,0.003103394039844513
1866,0.15575691200743852,0.003904921480344344,0.30264727570752975,0.08040893248838507,0.45728195831630225,0.0,0.08040893248838507
1867,0.21239939549050685,0.001549286367094526,0.210559040952097,0.005695921733072023,0.5697963554572295,0.0,0.005695921733072023
1868,0.21242994211284388,0.025438507023824032,0.05083099288786509,0.0808473614949663,0.6304531964805008,0.0,0.0808473614949663
1869,0.38207900811445356,0.006389533228673137,0.38691061699722945,0.019178464426337166,0.20544237723330674,0.0,0.019178464426337166
1870,0.12102299035011282,0.030525403149821814,0.059138842337081915,0.05716435588500583,0.7321484082779776,0.0007620748197450395,0.056402281065260795
1871,0.20221041697836187,0.008590259647756403,0.06198015506850375,0.026765101497497015,0.7004540668078809,0.0,0.026765101497497015
1872,0.11403898620009742,0.008801851322728213,0.047802387768894054,0.01599936519981369,0.8133574095084667,0.0,0.01599936519981369
1873,0.5764049290532278,0.02655503808482281,0.1981385403817511,0.0654404822622606,0.13346101021793763,0.009016706618011528,0.05642377564424907
1876,0.6295157448595223,0.024906874011446613,0.18032587775846928,0.14527324467541378,0.019978258695147997,0.116031299565064,0.029241945110349766
1877,0.1277832323037743,0.013977395477645593,0.10064532566109373,0.07027431777861322,0.6873197287788733,0.0036735196917019055,0.06660079808691131
1878,0.4155755932278583,0.08054811536819222,0.3560882914557073,0.08396690456781292,0.06382109538042925,0.0,0.08396690456781292
1879,0.4619542509430521,0.188745755530316,0.20764063391927123,0.03365562859345484,0.10800373101390598,0.0,0.03365562859345484
1880,0.6367199123509629,0.039804994551203565,0.15098873460117443,0.10255932456387677,0.06992703393278224,0.030204966453560352,0.07235435811031642
1881,0.6299998565516595,0.06401432705453886,0.08610617965348943,0.02679453368884277,0.19308510305146945,0.018264408426115115,0.008530125262727657
1882,0.2230572252122996,0.016057301017078262,0.11898207124539854,0.007919195803743277,0.6339842067214804,0.0038057696681044924,0.004113426135638785
1883,0.57406392935439,0.29458770065810047,0.07463621314355082,0.047962812187879234,0.008749344656079433,0.0,0.047962812187879234
1884,0.19390350645307206,0.06099275266915535,0.07214572204293662,0.43386987701342106,0.23908814182141494,0.21250388317743607,0.22136599383598496
1885,0.5657139249285579,0.0,0.09221089448708077,0.037062982989995406,0.30501219759436593,0.0,0.037062982989995406
1886,0.4955088525228599,0.11318270128943103,0.06955680957436562,0.0463062988146449,0.27544533779869856,0.013301058604561315,0.03300524021008359
1889,0.44858254081316856,0.14437331377701446,0.094836614594314,0.2814659292399907,0.030741601575512218,0.14418748992740538,0.13727843931258535
1891,0.29580123400279795,0.08402842689627667,0.02865578724080367,0.567850142222832,0.023664409637289652,0.4909066655453053,0.07694347667752673
1892,0.5926841910983961,0.13001564921602232,0.04303802943840928,0.14763099668276103,0.08663113356441123,0.03927777583430673,0.1083532208484543
1893,0.49863467539324025,0.19752449213108764,0.07266495339870047,0.20637907286319127,0.02479680621378051,0.00026346117106179477,0.20611561169212947
1894,0.48135943986881996,0.40885140576519496,0.0783036776298881,0.022636399030669427,0.008849077705427534,0.0,0.022636399030669427
1895,0.4604371603859992,0.37473622471423007,0.1336179875087925,0.02221211039354316,0.008996516997435032,0.0,0.02221211039354316
1896,0.5592050519092996,0.16395835842321282,0.10814405947885505,0.06851247052682242,0.1001800596618101,0.0,0.06851247052682242
1897,0.4504496790581901,0.2864246045873723,0.07127491937022398,0.13258809939056357,0.059262697593649966,0.0,0.13258809939056357
1898,0.45272434246748144,0.09957701076507462,0.06373030280881899,0.02532855813696227,0.3586397858216627,0.0,0.02532855813696227
1899,0.5093762237464848,0.0766638965328438,0.23055162283180916,0.14006570355787953,0.04334255333098255,0.0,0.14006570355787953
1900,0.4818651122721372,0.13765717073628134,0.08072261178132206,0.2823483820681046,0.01740672314215472,0.0,0.2823483820681046
