year,amount_real_expenditure,amount_real_income,amount_sum_expenditure,amount_sum_income,n_entries_expenditure,n_entries_income,total_entries,income_share,net_amount,net_amount_real,era
1789,1664.3668690748048,2617.2622857703045,2405.1765625,3782.2057291666665,116.5,94.0,210.5,0.44655581947743467,1377.0291666666667,952.8954166954998,industrial_1760_1840
1790,1815.1827221074382,2964.007618801653,2635.6453125,4303.7390625,110.0,99.5,209.5,0.47494033412887826,1668.09375,1148.8248966942147,industrial_1760_1840
1791,1784.573580210127,2430.6145295325127,2695.063020833333,3670.7140625,75.5,59.5,135.0,0.44074074074074077,975.651041666667,646.0409493223858,industrial_1760_1840
1792,1720.7653898877838,2141.4203301666244,2698.8484375,3358.6036458333333,69.0,38.0,107.0,0.35514018691588783,659.7552083333335,420.6549402788405,industrial_1760_1840
1793,2882.007843559162,3463.950558936842,4687.873958333334,5634.461979166666,100.5,71.0,171.5,0.4139941690962099,946.5880208333328,581.9427153776796,industrial_1760_1840
1794,2423.8182326289966,4102.706305397278,4083.648958333333,6912.239583333333,100.0,86.0,186.0,0.46236559139784944,2828.590625,1678.8880727682813,industrial_1760_1840
1795,2752.8285762096,3248.6045371964046,4798.180208333333,5662.317708333333,108.0,84.5,192.5,0.43896103896103894,864.1374999999998,495.7759609868044,industrial_1760_1840
1796,3300.711851821008,2969.5524164445924,5945.2421875,5348.7578125,100.5,96.5,197.0,0.48984771573604063,-596.484375,-331.1594353764158,industrial_1760_1840
1797,1937.7831894697215,2984.433262521961,3603.1140625,5549.255208333333,85.5,98.0,183.5,0.5340599455040872,1946.1411458333332,1046.6500730522393,industrial_1760_1840
1798,1916.558295525657,2526.072086636073,3675.1921875,4843.995833333333,97.5,94.5,192.0,0.4921875,1168.8036458333336,609.5137911104159,industrial_1760_1840
1799,2064.489700374532,2923.9379829267464,4079.01875,5777.116666666667,96.0,72.5,168.5,0.43026706231454004,1698.0979166666666,859.4482825522146,industrial_1760_1840
1800,5452.37294124877,4316.404201491314,11090.126562500001,8779.566145833332,139.0,104.5,243.5,0.42915811088295686,-2310.560416666669,-1135.9687397574562,industrial_1760_1840
1801,1937.454356385343,2925.9129715183844,4067.8791666666666,6143.246875,88.0,91.0,179.0,0.5083798882681564,2075.367708333333,988.4586151330413,industrial_1760_1840
1802,1134.1816960711867,1165.6366424964592,2455.7302083333334,2523.836458333333,86.0,92.0,178.0,0.5168539325842697,68.10624999999982,31.45494642527251,industrial_1760_1840
1803,1768.8572111649032,2350.321820273743,3945.9666666666667,5243.097916666667,91.0,104.0,195.0,0.5333333333333333,1297.13125,581.4646091088398,industrial_1760_1840
1804,1239.2594568309817,1974.468642948383,2845.835416666667,4534.169791666667,120.0,86.0,206.0,0.4174757281553398,1688.3343750000004,735.2091861174013,industrial_1760_1840
1805,1409.3388371436636,2240.799640135478,3328.858333333333,5292.76875,98.0,118.0,216.0,0.5462962962962963,1963.910416666667,831.4608029918145,industrial_1760_1840
1806,1520.2875267754162,1839.4328932553412,3690.65,4465.407291666666,101.0,85.0,186.0,0.45698924731182794,774.7572916666663,319.1453664799251,industrial_1760_1840
1807,1298.3101536178406,1623.2051179207444,3236.946875,4046.975,53.0,89.0,142.0,0.6267605633802817,810.0281249999998,324.8949643029039,industrial_1760_1840
1808,1069.5145999426816,1412.5766146891774,2736.6739583333333,3614.501041666667,46.0,79.0,125.0,0.632,877.8270833333336,343.06201474649583,industrial_1760_1840
1809,2145.855560636082,3058.227197962709,5631.583333333334,8026.011458333333,208.0,127.0,335.0,0.37910447761194027,2394.4281249999995,912.371637326627,industrial_1760_1840
1810,2634.9705700123914,4009.1782837670385,7088.070833333333,10784.689583333333,112.0,80.0,192.0,0.4166666666666667,3696.6187499999996,1374.207713754647,industrial_1760_1840
1811,1496.9580660669776,2921.3873179742154,3944.0354166666666,7696.979166666667,104.0,97.0,201.0,0.48258706467661694,3752.9437500000004,1424.4292519072378,industrial_1760_1840
1812,2172.032094027035,2652.4534937065464,5602.539583333333,6841.738541666667,105.0,104.0,209.0,0.49760765550239233,1239.1989583333334,480.4213996795115,industrial_1760_1840
1813,1839.739907293689,2551.9933672728234,4643.6875,6441.486458333333,105.0,90.0,195.0,0.46153846153846156,1797.7989583333328,712.2534599791345,industrial_1760_1840
1814,1315.456902138691,1875.6058949017067,3247.6,4630.495833333333,99.0,95.0,194.0,0.4896907216494845,1382.8958333333335,560.1489927630157,industrial_1760_1840
1815,280.6958255645328,1738.926438091292,677.459375,4196.898958333333,56.0,86.0,142.0,0.6056338028169014,3519.4395833333333,1458.2306125267592,industrial_1760_1840
1816,2444.801649563226,4309.742335255703,5765.33125,10163.234375,65.0,84.0,149.0,0.5637583892617449,4397.903125,1864.9406856924775,industrial_1760_1840
1817,3051.1176125754487,4885.227141140881,7026.41875,11250.189583333333,220.0,105.0,325.0,0.3230769230769231,4223.770833333333,1834.1095285654324,industrial_1760_1840
1818,0.0,1661.0722733879102,0.0,3733.4260416666666,0.0,64.0,64.0,1.0,3733.4260416666666,1661.0722733879102,industrial_1760_1840
1819,2484.070192643951,2889.455898675668,5445.827083333334,6334.554166666667,78.0,71.0,149.0,0.47651006711409394,888.7270833333332,405.38570603171684,industrial_1760_1840
1820,2558.510762751521,3035.2792076119167,5467.537499999999,6486.391666666666,73.0,83.0,156.0,0.532051282051282,1018.854166666667,476.7684448603959,industrial_1760_1840
1821,2071.674330140881,3357.87183732787,4347.822916666667,7047.165625,105.0,104.0,209.0,0.49760765550239233,2699.3427083333327,1286.1975071869888,industrial_1760_1840
1822,2312.4464100821847,3072.611305248172,4764.564583333333,6330.808333333333,105.0,81.0,186.0,0.43548387096774194,1566.2437500000005,760.1648951659872,industrial_1760_1840
1823,3784.2398785091405,4020.8966956794093,7652.111458333333,8130.655208333334,152.0,91.0,243.0,0.37448559670781895,478.5437500000007,236.65681717026882,industrial_1760_1840
1824,2814.257464630171,3668.933990321605,5582.923958333333,7278.431250000001,143.0,90.0,233.0,0.38626609442060084,1695.5072916666677,854.6765256914341,industrial_1760_1840
1825,4976.483123447271,4730.2669622205085,9681.747916666667,9202.734375,117.0,85.0,202.0,0.4207920792079208,-479.01354166666715,-246.21616122676278,industrial_1760_1840
1826,3624.69960325783,4374.223337877517,6913.027083333333,8342.51875,104.0,82.0,186.0,0.44086021505376344,1429.4916666666659,749.5237346196873,industrial_1760_1840
1827,2640.439674853301,4515.079057199423,4934.717708333334,8438.23125,121.0,97.0,218.0,0.44495412844036697,3503.513541666667,1874.6393823461221,industrial_1760_1840
1828,3205.0067828398705,9514.826081612586,5867.085416666667,17417.840625,134.0,96.0,230.0,0.41739130434782606,11550.755208333334,6309.819298772715,industrial_1760_1840
1829,3198.147399058937,5298.633971247373,5732.039583333333,9496.741666666667,106.0,127.0,233.0,0.5450643776824035,3764.7020833333336,2100.4865721884357,industrial_1760_1840
1830,2896.8827204484987,4236.305112124667,5081.132291666667,7430.479166666667,122.0,79.0,201.0,0.39303482587064675,2349.346875,1339.4223916761684,industrial_1760_1840
1831,4137.014694951112,3512.442344711914,7235.225,6142.910416666667,126.0,98.0,224.0,0.4375,-1092.3145833333338,-624.5723502391979,industrial_1760_1840
1832,2729.8822972817984,4852.33219119165,4760.36875,8461.496874999999,129.0,97.0,226.0,0.42920353982300885,3701.1281249999993,2122.4498939098517,industrial_1760_1840
1833,10746.90741166772,7700.703111520101,18685.64791666667,13389.2125,154.0,71.0,225.0,0.31555555555555553,-5296.435416666669,-3046.2043001476195,industrial_1760_1840
1834,7516.689740039994,11005.577867828028,13030.933333333332,19079.269791666666,144.0,116.0,260.0,0.4461538461538462,6048.336458333333,3488.8881277880337,industrial_1760_1840
1835,3247.623180021213,4145.826704271526,5613.516666666666,7166.061458333334,125.0,97.0,222.0,0.4369369369369369,1552.5447916666672,898.203524250313,industrial_1760_1840
1836,4601.964140652199,4592.335040230551,7931.025,7914.430208333333,143.0,91.0,234.0,0.3888888888888889,-16.594791666666424,-9.629100421647308,industrial_1760_1840
1837,3589.8889891171502,4706.518918892703,6168.50625,8087.211458333333,151.0,101.0,252.0,0.4007936507936508,1918.7052083333328,1116.6299297755531,industrial_1760_1840
1838,2972.4334092147246,3231.5525527278382,5092.372916666667,5536.295833333334,113.0,39.0,152.0,0.2565789473684211,443.9229166666664,259.1191435131136,industrial_1760_1840
1839,3565.447353784907,4250.899513104229,6090.140625,7260.961458333333,136.0,99.0,235.0,0.42127659574468085,1170.8208333333332,685.4521593193222,industrial_1760_1840
1840,5424.782858680759,2657.09776864357,9238.405208333334,4525.0375,148.0,48.0,196.0,0.24489795918367346,-4713.367708333333,-2767.685090037189,industrial_1760_1840
1841,4634.540975460967,3859.6606450597237,7850.448958333333,6537.879166666667,138.0,63.0,201.0,0.31343283582089554,-1312.5697916666668,-774.8803304012436,post_1840
1842,3161.2233895220006,3221.0172077793604,5326.029166666666,5426.769791666667,134.0,53.0,187.0,0.28342245989304815,100.74062500000036,59.79381825735982,post_1840
1843,4955.699483797815,6122.373610033618,8304.265625,10259.261458333332,157.0,138.0,295.0,0.46779661016949153,1954.9958333333325,1166.6741262358028,post_1840
1844,2727.2678407136286,1594.9806742269693,4545.264583333334,2658.194791666667,143.0,48.0,191.0,0.2513089005235602,-1887.0697916666668,-1132.2871664866593,post_1840
1845,1204.268476621418,3194.023378582202,1996.0749999999998,5294.09375,150.0,69.0,219.0,0.3150684931506849,3298.01875,1989.754901960784,post_1840
1846,5718.6109763002505,5639.440138922591,9426.558333333334,9296.053125,167.0,65.0,232.0,0.2801724137931034,-130.50520833333394,-79.17083737765915,post_1840
1847,3653.2812531771688,4441.013949043291,5988.823958333333,7280.154166666666,151.0,83.0,234.0,0.3547008547008547,1291.3302083333328,787.7326958661224,post_1840
1848,3973.2714288635343,4686.909581646424,6477.227083333333,7640.6,187.0,109.0,296.0,0.36824324324324326,1163.3729166666672,713.6381527828898,post_1840
1849,2877.9519564904494,2547.6232702074726,4665.447916666667,4129.952083333334,165.0,66.0,231.0,0.2857142857142857,-535.4958333333334,-330.32868628297683,post_1840
1850,6326.089485111663,6256.548542183623,10197.65625,10085.55625,159.0,97.0,256.0,0.37890625,-112.10000000000036,-69.54094292803984,post_1840
1851,5597.905905382691,3510.5473394006476,9103.314583333333,5708.852083333333,143.0,49.0,192.0,0.2552083333333333,-3394.4624999999996,-2087.3585659820437,post_1840
1852,2842.2951973095996,4241.397550394213,4662.501041666666,6957.588541666666,155.0,86.0,241.0,0.35684647302904565,2295.0874999999996,1399.1023530846132,post_1840
1853,6189.785295539708,4400.142657842783,10241.61875,7280.476041666667,175.0,73.0,248.0,0.29435483870967744,-2961.142708333333,-1789.6426376969257,post_1840
1854,7718.85673837488,5487.530960370726,12881.228125,9157.591666666667,116.0,73.0,189.0,0.3862433862433862,-3723.6364583333325,-2231.325778004154,post_1840
1855,6065.218979005744,5683.403272925332,10207.763541666667,9565.167708333334,163.0,103.0,266.0,0.38721804511278196,-642.5958333333328,-381.8157060804115,post_1840
1856,2516.3369569487,3729.4250579385653,4270.727083333333,6329.580208333333,147.0,73.0,220.0,0.33181818181818185,2058.8531249999996,1213.0881009898653,post_1840
1857,9048.655949320246,8500.949515016946,15485.869791666666,14548.525,152.0,18.0,170.0,0.10588235294117647,-937.3447916666664,-547.7064343032998,post_1840
