year,n_entries,n_arrears,amount_arrears,amount_total,arrears_rate,arrears_amount_share,era
1739,159.9142857142857,55.25714285714285,879.8949702380952,1499.897455357143,0.3455422547793461,0.5866367511294844,pre_1760
1740,170.9142857142857,67.25714285714287,1069.404345238095,5660.193288690476,0.393513874958208,0.18893424494439992,pre_1760
1741,158.9142857142857,56.25714285714285,1100.3064285714286,2707.802663690476,0.3540093491549802,0.40634660838682246,pre_1760
1742,163.9142857142857,53.25714285714285,890.0074702380953,2944.5807886904763,0.32490848875719014,0.3022526920152537,pre_1760
1743,159.9142857142857,33.25714285714286,771.3272619047619,1829.4005803571429,0.20796855458281224,0.42162841216229435,pre_1760
1744,169.9142857142857,60.25714285714286,1117.8553869047616,2229.1287053571427,0.3546325878594249,0.501476376944176,pre_1760
1745,174.9142857142857,61.25714285714286,1054.528303571428,3606.0880803571426,0.35021234890558645,0.29242999063599934,pre_1760
1746,200.9142857142857,55.25714285714286,961.4803869047619,2381.3943303571427,0.275028441410694,0.4037468195200442,pre_1760
1747,184.9142857142857,51.25714285714285,897.7897619047618,2106.9255803571427,0.27719406674907293,0.42611365597098044,pre_1760
1748,184.9142857142857,68.25714285714287,971.5022619047618,2266.896413690476,0.3691285537700866,0.42856050061995093,pre_1760
1749,181.9142857142857,45.25714285714285,931.8730952380953,4046.578705357143,0.248782786241558,0.23028666018639812,pre_1760
1750,172.9142857142857,66.25714285714287,1026.1116369047618,5295.408913690476,0.38317911434236623,0.19377382438812343,pre_1760
1751,164.9142857142857,63.25714285714286,1115.474136904762,2037.7026636904761,0.3835758835758836,0.5474175191411541,pre_1760
1752,175.9142857142857,73.25714285714287,1161.769970238095,2477.571413690476,0.41643657625466957,0.46891482676076573,pre_1760
1753,156.9142857142857,77.25714285714285,1375.6939285714282,5386.106830357143,0.4923525127458121,0.2554152696745171,pre_1760
1754,187.9142857142857,59.25714285714285,1137.5939285714283,2873.584955357143,0.31534134103694694,0.3958796925250615,pre_1760
1755,185.9142857142857,59.25714285714286,1161.3564285714283,2365.305788690476,0.31873367143076686,0.4909963160468988,pre_1760
1756,139.9142857142857,51.25714285714286,1056.2460119047616,2661.028705357143,0.3663467429038187,0.39693146104675353,pre_1760
1757,151.9142857142857,50.25714285714285,997.0730952380952,3235.647455357143,0.33082565356403987,0.308152575023981,pre_1760
1758,183.9142857142857,66.25714285714287,1287.5283035714283,4945.499538690477,0.36026099114494337,0.26034342810036015,pre_1760
1759,137.4142857142857,50.75714285714286,807.1949702380953,3189.092767857143,0.3693731157084936,0.2531111601311229,pre_1760
1760,137.4142857142857,50.75714285714286,807.1949702380953,3189.092767857143,0.3693731157084936,0.2531111601311229,industrial_1760_1840
1761,171.9142857142857,29.257142857142856,396.7887202380952,2827.430788690476,0.17018447731427622,0.14033543166652288,industrial_1760_1840
1762,159.9142857142857,46.25714285714285,578.6543452380953,3128.1099553571426,0.28926210469894587,0.1849852957525047,industrial_1760_1840
1763,159.9142857142857,59.25714285714285,960.6189285714286,2729.0422470238095,0.37055565481507946,0.35199855539761005,industrial_1760_1840
1764,155.9142857142857,52.25714285714286,737.6397619047619,2825.756830357143,0.3351658420377497,0.2610414859411426,industrial_1760_1840
1765,147.9142857142857,27.257142857142856,268.8501785714286,3507.1370386904764,0.18427660807417423,0.0766580192349182,industrial_1760_1840
1766,186.9142857142857,30.257142857142856,392.1991369047619,2945.274538690476,0.16187710180372974,0.13316216595521208,industrial_1760_1840
1767,328.9142857142857,85.25714285714285,2412.4048660714284,6825.547455357143,0.25920778318276577,0.3534375640708516,industrial_1760_1840
1768,177.9142857142857,62.25714285714285,1787.0090327380954,4365.670372023809,0.34992773406134575,0.4093321026226919,industrial_1760_1840
1769,1.9142857142857141,0.2571428571428572,5.289761904761903,35.08391369047619,0.13432835820895525,0.15077456726835614,industrial_1760_1840
1770,73.5,23.0,548.5166666666667,1475.7119791666667,0.3129251700680272,0.37169628925585707,industrial_1760_1840
1771,169.0,39.0,1200.1140625,3710.501041666667,0.23076923076923078,0.3234371986487674,industrial_1760_1840
1772,176.5,24.0,810.9817708333333,5486.565625,0.1359773371104816,0.1478122793497678,industrial_1760_1840
1773,189.0,51.5,647.5286458333334,5812.659895833333,0.2724867724867725,0.11139971328745706,industrial_1760_1840
1774,204.5,74.0,995.1796875,5113.931770833333,0.36185819070904646,0.19460167481621132,industrial_1760_1840
1775,183.5,57.5,746.71875,3924.969270833333,0.3133514986376022,0.19024830475716303,industrial_1760_1840
1776,263.5,90.5,851.8958333333333,5043.418229166667,0.34345351043643263,0.16891239128389587,industrial_1760_1840
1777,176.5,63.5,612.2125,3671.4973958333335,0.3597733711048159,0.16674736054416942,industrial_1760_1840
1778,89.5,30.5,460.15156249999995,2584.0973958333334,0.3407821229050279,0.1780705182559916,industrial_1760_1840
1779,154.5,38.0,526.4416666666667,4379.401041666667,0.2459546925566343,0.1202085996824623,industrial_1760_1840
1780,169.0,35.5,358.3489583333333,4445.264583333334,0.21005917159763313,0.08061363988926418,industrial_1760_1840
1781,179.5,45.5,639.6869791666667,5098.375520833333,0.25348189415041783,0.1254687844300079,industrial_1760_1840
1782,184.0,46.5,692.2312499999999,5181.929166666667,0.25271739130434784,0.13358562568798782,industrial_1760_1840
1783,197.0,56.5,601.4140625,5771.361979166667,0.2868020304568528,0.10420660923209651,industrial_1760_1840
1784,172.0,27.5,256.8109375,5621.461979166666,0.15988372093023256,0.045684012175435905,industrial_1760_1840
1785,201.5,0.5,22.722395833333334,8123.370833333333,0.0024813895781637717,0.0027971634312315957,industrial_1760_1840
1786,223.0,23.0,624.7723958333333,9574.906770833333,0.1031390134529148,0.06525101609725203,industrial_1760_1840
1787,205.0,37.5,741.9140625,8341.231770833334,0.18292682926829268,0.08894538395327178,industrial_1760_1840
1788,196.5,38.5,638.5536458333332,7532.3234375,0.19592875318066158,0.08477512299249738,industrial_1760_1840
1789,215.0,32.0,1090.0020833333335,6603.747916666666,0.14883720930232558,0.16505809989844786,industrial_1760_1840
1790,219.0,10.0,1042.2151041666666,9243.047395833333,0.045662100456621,0.11275665476263662,industrial_1760_1840
1791,141.0,7.5,659.4776041666667,8253.074479166668,0.05319148936170213,0.0799069008563286,industrial_1760_1840
1792,109.5,16.5,611.2666666666667,7694.8765625,0.1506849315068493,0.07943813805221994,industrial_1760_1840
1793,173.5,32.0,1467.4270833333335,12368.596354166666,0.1844380403458213,0.11864135923871383,industrial_1760_1840
1794,190.5,37.5,1857.6223958333335,12119.5328125,0.1968503937007874,0.15327508284126226,industrial_1760_1840
1795,196.5,43.0,1928.4104166666666,11175.30625,0.21882951653944022,0.1725599615372211,industrial_1760_1840
1796,200.5,51.0,2699.0151041666672,11294.0,0.2543640897755611,0.2389777850333511,industrial_1760_1840
1797,190.0,36.0,2074.1515625,9152.369270833333,0.18947368421052632,0.2266245494606389,industrial_1760_1840
1798,198.0,26.0,995.5328125,8519.188020833333,0.13131313131313133,0.11685771109470343,industrial_1760_1840
1799,174.5,25.0,2014.4385416666667,9856.135416666666,0.14326647564469913,0.20438421922047287,industrial_1760_1840
1800,246.5,39.0,2801.833333333333,19869.692708333336,0.15821501014198783,0.1410104008381693,industrial_1760_1840
1801,181.0,28.0,1512.395833333333,15133.173958333333,0.15469613259668508,0.09993910315823121,industrial_1760_1840
1802,178.0,68.0,901.0385416666667,4979.566666666667,0.38202247191011235,0.18094717913874703,industrial_1760_1840
1803,215.0,47.0,3214.854166666667,14420.340625,0.2186046511627907,0.22293885077119438,industrial_1760_1840
1804,216.0,50.0,1414.1916666666666,7436.830208333334,0.23148148148148148,0.19016054246902064,industrial_1760_1840
1805,228.0,51.0,1863.5927083333333,8734.864583333334,0.2236842105263158,0.21335107036337855,industrial_1760_1840
1806,201.0,21.0,953.2447916666665,15261.252083333333,0.1044776119402985,0.062461768304561065,industrial_1760_1840
1807,146.0,49.0,1185.3489583333333,11987.404166666667,0.3356164383561644,0.09888287254295046,industrial_1760_1840
1808,125.0,22.0,918.9697916666669,6351.175,0.176,0.14469287835190603,industrial_1760_1840
1809,355.0,23.0,858.328125,24454.605208333334,0.0647887323943662,0.035098833846947966,industrial_1760_1840
1810,213.0,21.0,4685.538541666666,18100.27291666667,0.09859154929577464,0.2588656294432024,industrial_1760_1840
1811,207.0,29.0,5403.583333333334,11641.014583333334,0.14009661835748793,0.46418491229018377,industrial_1760_1840
1812,216.0,7.0,3381.2177083333327,12456.053125,0.032407407407407406,0.2714517732384296,industrial_1760_1840
1813,202.0,47.0,1995.8614583333335,11096.948958333332,0.23267326732673269,0.1798567755720393,industrial_1760_1840
1814,200.0,21.0,1067.3145833333333,7878.095833333333,0.105,0.13547875094605666,industrial_1760_1840
1815,143.0,13.0,79.2,4886.133333333333,0.09090909090909091,0.016209136058505703,industrial_1760_1840
1816,155.0,7.0,4658.717708333332,15928.565625,0.04516129032258064,0.2924756577592549,industrial_1760_1840
1817,340.0,7.0,6303.3552083333325,19154.491666666665,0.020588235294117647,0.3290797436980621,industrial_1760_1840
1818,65.0,25.0,1144.2135416666667,3746.501041666667,0.38461538461538464,0.30540857427805557,industrial_1760_1840
1819,158.0,40.0,3451.376041666667,19258.035416666666,0.25316455696202533,0.17921745219555,industrial_1760_1840
1820,185.0,29.0,3064.047916666667,12181.345833333333,0.15675675675675677,0.2515360747974277,industrial_1760_1840
1821,213.0,35.0,3163.9979166666667,16966.8625,0.1643192488262911,0.18648102539091518,industrial_1760_1840
1822,192.0,26.0,2706.553125,11095.372916666667,0.13541666666666666,0.2439353003569994,industrial_1760_1840
1823,253.0,42.0,3003.3562500000003,23954.18020833333,0.16600790513833993,0.1253792124747886,industrial_1760_1840
1824,242.0,5.0,1593.196875,17322.713541666668,0.02066115702479339,0.09197155348484243,industrial_1760_1840
1825,210.0,44.0,3300.0239583333337,23308.779166666667,0.20952380952380953,0.14157858439246873,industrial_1760_1840
1826,198.0,45.0,3634.271875,23051.514583333334,0.22727272727272727,0.15765870228881382,industrial_1760_1840
